tweet,class
@nytimes @mattrett I was diagnosed with depression and anxiety before the pandemic. [,depression
"@bigred_82 @HockeyAustralia I was diagnosed with depression in 2015, 10 months before Rio. I wasn't taken on the final tour of the year to Arg, to give me a rest and to let myself prepare for 2016. I had support from an external psych, our team doctor and my coach was on board and aware. It can be done.",depression
I'm finally and officially off anti depressants a year after I was diagnosed with anxiety and depression 🥺🙏🏾,depression
@kevinwdaevo Bitch i was diagnosed w depression at the age of 10,depression
6. Yes i was diagnosed with depression 2 years ago owo,depression
"@photoedfade @MarioMasta64 Yesss during my time in uni! I mean, I technically did graphic design because that was my course, however I stopped illustrating. I was diagnosed with clinical depression and had a huge low in my life... Thankfully, I went back to art. It's a great way to express my feelings!",depression
"@sissgugu My worse heartbreak is a worse heartbreak ever... I was heartbroken for over 2years, not breathing properly, just when I thought I'm healed, I was diagnosed with depression😑",depression
"I feel like I'm making up for 2019 when I was diagnosed with depression and lost interest in art.  Also,  MASSIVE THANKS to ✨@__atelophobic__✨ for buying me a pentab! Without her aid, I most likely would not have made this much art in this godforsaken year...",depression
@euphoriaggukkk Take a step back and try to figure out wether this is stress or something more serious  My dad took me to the hospital to take psychiatric consultation and after some time and evaluations I was diagnosed with depression and an anxiety disorder,depression
"A few of my friends know this, but it's been some months since I was diagnosed with depression. I knew I have AvPD just about two months ago though, but it answered my question on why I feel so lonely and yet I can't even try to talk to people.  https://t.co/uXkeXDDVwg",depression
"what's funny pa is that first week of May i was diagnosed with depression and then boom day6 dropped zombie and i was like,,,,,,,,, well look they really do be releasing the anthem of my life hHhhdfhdhAHDHHDHAH",depression
my god the way i love my oomfs. y'all make me so glad i kept going and didn't give up. i have horrible and anxiety that i struggled with since i was 5 and i was diagnosed with depression in sept. i felt so done with life a week ago and i feel sm better after finding y'all.,depression
"Depression is not something to claim you have in a joking way, it impedes on your life and weighs you down, despite any ironic comments I make on here, I was diagnosed with depression when I was 11 years (ik that's not how it works) but I was and I've been on and off meds.....",depression
I was diagnosed with depression in 3rd grade. This year it knocked me on my ass but I still wake up everyday no matter what and tell myself I'm doing amazing (even if I don't believe it)❤️💪,depression
@celestiaIIove maybe i also definitely think i have adhd but i know i was diagnosed with depression and anxiety 😝,depression
It's always the strong person that hold it all together when unknowingly those are the same people smiling and laughing joking that internalizes a lot and is in pain. I was diagnosed with Depression I have anxiety many times have I contemplated my death. I have tried to commit.,depression
Maybe this is why I was diagnosed with depression.,depression
When I was diagnosed with clinical depression  https://t.co/6kHp1M8d8O,depression
@vampycal i was 12 and 120 pounds when i was diagnosed with depression and anxiety. never in my life was i actually fat i was just using food restriction as a way to cope,depression
@snookybees Made my anxiety horrible. I was diagnosed with anxiety and depression at 8. Never in my life did I have as bad of anxiety as I did on Wellbutrin. Horrible panic attacks and MANY other physical side effects.,depression
"@mr_amygdala @Hiro_Alchemy @Madathoes @WomenPostingLs I was diagnosed with depression and dealt with it a bit longer than three years actually. Educated people made me think it was part of who I am and that I just had to cope with it for the rest of my life. Stopped watching porn, ate clean, and it vanished. No meds.",depression
@ldragoon i was diagnosed with clinical depression when i was around 15-16 😅,depression
"Ngl, having good friends who go through similar struggles and helping each other out really does help make things fucking make sense.   Like when you go tell your friend ""bro I was diagnosed with depression, sike"" and they go ""SAME broo"", how comforting!",depression
"1 year ago today, I was diagnosed with depression. It took me 3 months to get myself out of that dark place I was in. Those 3 months sucked the life out of me completely. 2020 has been the worst year for many of us, but I'm so happy I bounced back and found my peace ❤️",depression
"i don't even open up anything about myself in my family, they didn't even know that i was diagnosed with depression. (nobody knew it. lololol) imagine i had to face it by myself??? oh come on who's stronger now huh?",depression
"@DrKarlynB Oh cool, since I was diagnosed with depression I know where I can go to get free shit. Might as well take advantage of my “condition”, right?  https://t.co/KU5oBJadRD",depression
#MentalHealthMatters  In the last two years there were no thing in this world that could make me happy. I always felt that I'm not even worth living. In august I was diagnosed with depression&amp;anxiety. I'm still under treatment and I'm getting better and better🙏🏼 my support cat❤️:  https://t.co/vGMp7e7xiM,depression
"@eikuobaj Getting diagnosed with ADHD and getting meds is when my life really started to turn around. I was diagnosed with depression before, took lexapro and hated it, but stims make me feel like my brain was idk normal and had working executive functions lol?",depression
"#BestLifeEver really got on my nerves, especially after I was diagnosed with depression at 19, three weeks after my baptism. I don't see that as a coincidence. I felt numb, cried for no reason and had no appetite and you bitches are telling me this is the best life?! Hell no.",depression
"Tw/cw (idk which is more appropriate sorry): depression and anxiety   I was diagnosed with anxiety and depression last year bc of law school, getting kicked out of my dream law school, and dealing with family relations. Like J, I wasn't really aware of all things mental health so",depression
@geeoharee I knew my brain didn't seem to work the same as my peers but I thought it was my fault. Then I was diagnosed with depression and I thought that was the reason I failed at so much I attempted.,depression
then i was diagnosed with depression because i was trying to pretend to be human and sucked at it only based on the fact that i wanted to know whats true and nobody else did and skull fucked pc culture down my throat,depression
"I was diagnosed with major depression disorder, body dysmorphia, I tried to kill myself three times ( drowning , cutting, over dose), but it obviously didn't work. Once I got with God, that went away , I didn't need to take meds any more, my meds was the Bible and Prayer.",depression
"Saja nak share my experience. I was diagnosed with Major Depression Disorder on 2019. I saw ghostly shadow figure and hear voices in my head. So,almost every month ada appointment dengan dr.",depression
"@charlottedonlon Yes. I have. I was diagnosed with depression earlier this year, and have shared about it in my sermons more than once.",depression
"@kazADHD What this distinction would do is exclude the huge number of people with unidentified brain differences. I was diagnosed with depression at 15, diagnosed with ADHD at 32. I wasn't neurotypical for any of that time.",depression
"@littlekiwibirb she's something else. when we were in college, we both were psych majors. And i remember when I was diagnosed with depression, she told me that it's because I wasn't close enough to God. 🥴   i was like... girl.. maybe psychology shouldn't be your job path lmao",depression
I was diagnosed with depression when I don't even feel the symptoms or have them. what I know about feeling depressed is feeling sad all the time the feeling of hopelessness and losing interest in stuff I used to like doing which I don't feel any of these,depression
"it's not because I have “too many problems.” I have one problem, that causes everything else. I was diagnosed with depression six years ago, it's considered chronic now. if you don't like me at my worst. don't you dare ever try to like me at my best.",depression
"@susisu371 I knew I'd been giving too much of myself earlier this year when I was diagnosed with depression. Looking out for my friend with a medical condition, helping with my aunt's housing situation,and supporting my dad because his friend died.. plus my own health. It all bubbled over",depression
@cynicalmomster Me too 😅 I was diagnosed with anxiety and depression at the ripe old age of 7 and at that time adhd in girls was typically misdiagnosed so I'm pretty sure I've had it my whole life and it's now coming to a head,depression
"@GorillaoJustice @SgtJJSharps @gmhales So I agree, to an extent.  1 reason I was diagnosed with depression so late was because I was scared of vetting implications.  Which is why I think it's such an important leadership function for orgs to be transparent about 'this stuff' (including the finance thing here).",depression
"this is my story. earlier this year, I was diagnosed with depression. I don't know what to do. my parents are disappointed. they took me to hospital, but I refused. I don't take medicine, I don't want to be called sick. I said that I'll heal myself. honestly, it's really hard.🙃",depression
my dad died and now i have a lil sister and i was diagnosed with depression... (ALL IN THE GAME BTW) LOL.  https://t.co/rOsIFFNeBg,depression
so basically i was diagnosed with depression and being a bad bitch  https://t.co/7861Qa2pVl,depression
@LeonaLioness6 Most ppl don't know that I was diagnosed with clinical depression in the 80s and spent most of my life on antidepressants. Every day is a struggle.,depression
"So then think its time for an appreciation tweet to my mrs and how she puts up with me, my moods highs + massive lows since i was diagnosed with depression and anxiety. The amount of shit ive thrown her way unintentionally and she is still there to fix me. Id be lost without her",depression
i was diagnosed with depression n anxiety lol 😹💯,depression
So I was diagnosed with depression and anxiety disorder. Jadi gue emg orangnya gak jago manage stress. Gue sering overthinking sampe gabisa tidur dan gue bakal nangis and my brain stop functioning klo gue ngehadapin masalah yg berat buat gue.,depression
@graywasfound i was diagnosed with depression,depression
"@JessiSheron It has always been my favourite! Then again, I was diagnosed with depression at 6yo basically",depression
"Me getting ready to hide my feelings when my brother comes to drop off my niece in a few minutes because I never told him I was diagnosed with depression and anxiety two years ago, simply because I refuse to become one of his clients 😌  https://t.co/0xWdK6xpen",depression
"*Ma'Kayla POV* Heyy guys I'm Ma'Kayla but people call me Kay I'm 16, I live with my dad my mom walked out on us when I was 6 🥺💔 I miss her everyday😪. My dad is a doctor so he's gone most of the time. When I was 13 I was diagnosed with depression and bad anxiety. When I was 14",depression
I guess I shall speak about when I was diagnosed with depression and anxiety 🤷🏾‍♂️ its been on my mind lately because of this year and the holiday's...  https://t.co/TzPe4xsDsP,depression
"I was diagnosed with anxiety and depression, emotion and sleep problems, and attachment issues, and all of the medicine they want me to take will damage my liver which they don't want failure or worse. I don't understand this level of comedy, but I'm hoping I die a happy woman",depression
"@vantaeGogh_ssi I just started college, but I am forced to leave because I was diagnosed with depression and anxiety, and doing so many homeworks and stress is too much for me right now when I can barely get out of bed, so yeah, it's a bit sad haha",depression
@julia13_julia13 @Luz66795355 @KonstantinKisin @berniespofforth remains in place. I was diagnosed with depression in June and have been prescribed Citalopram to help treat it. The lack of structure to my days let to insomnia and borderline alcoholism. To get that back on track I've had to find a temp. job that ideally someone who isn't [2],depression
"So, last week i had an appointment with a therapist for the first time. I was diagnosed with depression.. My mentall health is really bad. Now i have to speak to a psychologist every week, follow group sessions, and many other fucking things.",depression
"@heartshapedoll Get well, mate, and do not feel defeated. I was diagnosed with depression and anxiety in high school. I spent five weeks in the hospital, mostly because back then psychotropic drugs were hit or miss. I cried so much I rarely cry today. I'm better now, but every day is a battle.",depression
@OfficialPLT My cat does the same thing!! He's my ESA and my best friend! I was diagnosed with depression earlier this year and I love when he does this to help calm me. My sweet boy 💗  https://t.co/XahTkIc4KM,depression
"@HarrietsOfIre Treat Yo'self, it's a great accomplishment! Get some bubbly and an expensive takeout even. I was diagnosed with clinical depression at the end of the 1st year of my Masters, wanted to quit many times, but turned it around the following year. It feels wonderful , feel the feels!",depression
"@AJGadjie my dad did the same man, even when i was DIAGNOSED with depression he STILL proceeded to tell me it was just boredom and attention seeking etc. But i got him to properly look into it and once he started to understand he tried to help, its stupid but some people just dont get it",depression
Yes i was diagnosed with depression during my army days cos of personal matters and to be very honest i was ashamed  having this depression sickness.Everyone thought i was okay but deep inside me im dying. I almost committed a suicide but i was stopped by someone.,depression
so this year has sucked. sucked hard. 2 years back i was diagnosed with depression &amp; anxiety(i'm pretty sure this is only a small subset of what i have)  2019 i felt ok like i could handle things. i got up to 2 vids a week and all was good. then 2020 happened. -&gt;,depression
"Dah lah i was diagnosed with depression and anxiety, prescribed with lorezepam. I was just told that im can be off medication this july. Now i guess back to square one.",depression
@WantPeace4All @chrissyteigen Ok- I was diagnosed with depression and anxiety- I take medication for it. That I will have to stop when I am pregnant. So when I have my child I will feed them formula so I can be on my medications and be present for my child. So does that make me a bad person? Or should,depression
"@JewelStaite I breastfed for the first week, but my post-partum depression was so bad that I had to go (back) on anti-depressants and my son had had to switch to formula. I was diagnosed with depression in 1995, and post-partum in 2004 was the WORST I have ever felt. Formula saves lives!",depression
@a24kravitz yes!!!!! i was diagnosed with anxiety and depression and i take pills for it and it gets kinda annoying when people are just like “yea i have depression i've been feeling super low for a long time” without going to a doctor,depression
A lot of people don't fucking understand that I was diagnosed with depression at fucking 4 years old I haven't ever been happy since and people still attend to make sure I cry at night yea thanks,depression
@tokyohaylor Waaa thank u Kels 🥺 I was diagnosed w depression back in August and like I don't really know how to go about asking about them? Because I know that they worked well with my brother so that's why I'm like yeah maybe it'll work for me yunno,depression
Fact. I was diagnosed with depression during g9. Skl,depression
Strong correlation between the year I started supporting Leeds and the time I was diagnosed with anxiety and depression :),depression
"I was diagnosed with depression this year, lost family members, fell out of touch with every social contact both online and irl, developed a chronic condition and struggled with various physical injuries and mishaps. I felt like both my body and mind were failing me.",depression
@JayJNia I was diagnosed with Clinical depression back in 2013 but I suspect they lied and that my issue is generalized anxiety.   Each part of my life has been heavily affected by that misdiagnosis. I hvnt been to therapy to determine anything though because funds but yeah,depression
"@ryuzaki5902 Yes, I was diagnosed with depression and panic attacks disorder 5 years ago :(",depression
@BlueWestlo I was diagnosed with depression when I was around 10 years old. It sucks but anti depressants are a god send at least for me.,depression
"@RubyofBlue Take all the time you need. Just earlier this year I was diagnosed with clinical depression and prescribed antidepressants and went to see a therapist. Some days will be rough, but just keep going and take it one day at a time.",depression
I was diagnosed with anxiety and depression but learned I show allllll the signs of OCD and ADHD but a lot of the times when I went to the doctor for other things they would ask questions that led to answers they WANTED. Not what would help me and now I have no insurance :),depression
"@TheemmATeam @Saraheboon I was diagnosed with depression and anxiety long before I got a referral from my GP to see a neuropsych for a proper evaluation. Turns out a lot of the anxiety was the result of adhd symptoms, and the depression is seriously amplified by it too",depression
"@ItsFaithYuh .... i was diagnosed with depression, anxiety, and adhd , nd if u have something like that u can tell the schoolboard i forget what its called but they let u sit in a classroom by urself with longer times to take a test where as homework i didnt even do that at home i did it in",depression
"In 2014 I was diagnosed with depression and anxiety and on 2018 I lost my Grandma, she had Alzheimer. If BTS hadn't come to my life at that time, I don't know where I'd be right now. I'm always saying that they don't know how many lives they've saved💜",depression
No one should be ashamed of their mental illness.   I was diagnosed with depression and prescribed Prozac (I didn't choose to take it tho)  Sometimes I cry because I feel trapped in life. Sometimes I lack motivation   None of that makes me or anyone like me worth any less.,depression
"""You're so funny"" thanks, I was diagnosed with clinical depression and I've just chosen to go on unmedicated and making jokes about everything is the only way I cope",depression
"I came across this article a few days ago, and it resonated much with a personal journey. A year ago, I was diagnosed with depression. Acknowledging the effects of my eating habits and self-care routine on my mental health has been crucial to work on it.    https://t.co/WvdmxMqjkc",depression
"I felt so relieved! I was diagnosed with depression back in high school bc I was barely passing classes and it (along with other issues) made me want to d*e. I still have trouble keeping up in most classes, and it was so frustrating! I felt like I just wasn't trying hard enough",depression
"@GOT7Official hi, i'm Raluca from Romania.This year i was diagnosed with depression. It's been really hard to continue living my life.GOT7 was my only source of happiness and saved my life. Can you please say something for the fans in my situation? #GOT7 #AskGOT7 #GOT7_Breath #GOT7_LastPiece",depression
"@GOT7Official hi, i'm Raluca from Romania.This year i was diagnosed with depression. It's been really hard to continue living my life.GOT7 was my only source of happiness and saved my life. Can you please say something for the fans in my situation? #GOT7 #AskGOT7 #GOT7_Breath #GOT7_LastPiece",depression
"@GOT7Official hi, i'm Raluca from Romania.This year i was diagnosed with depression. It's been really hard to continue living my life.GOT7 was my only source of happiness and saved my life.Can you please say something for the fans in my situation? #GOT7 #AskGOT7 #GOT7_Breath #GOT7_LastPiece",depression
There's this really depressing film based on a real flood that happened where a bunch of kids died and I remember watching it a ton of times when I was a little kid and I just think I shouldn't have been surprised that I was diagnosed with depression later in life lmao,depression
"Lol I just told my dad I was diagnosed w depression, and bless him, he asked if I knew what was causing it. I wish it was that simple",depression
- confessed and told my mom that i was diagnosed with depression but she told me “kaartehan lang yan” and my dad even said that “kung mamatay siya edi ipalibing”,depression
"I am that kaklong. I was bullied. Teachers mocking me (but there are few great teachers who believe in me), my parents well maybe not that strict but they dun understand me (they are better now). And i was diagnosed with major depression after having my son.",depression
"if u want a fight about korean pop, stay away from me. i may not have my accounts before because i deleted it for i isolated myself from socmed ever since i was diagnosed with anxiety and depression way back 2015, i know everything. BELIEVE ME, I KNOW.",depression
"I was diagnosed with depression and social anxiety by a psychiatrist. I am taking medications. A month ago, I told my parents about my condition. We argued for hours. The pain intensifies to a thousand. I felt this unbearable pain, I wanted to die.",depression
@PDArebellion @ChiariChey i was diagnosed with depression when i was 13. i had multiple terrible doctor's experiences. but im annoying? wanna know whats really annoying? when people fake shit for attention.,depression
"10 years ago I was diagnosed with clinical depression, anxiety, panic attacks , it's hard to be fighting this battle alone",depression
"around this time i sunk into a dark place. my emotions were all over. this is around the time i was diagnosed with depression. it's been a 6 year battle so far that HASNT improved. i've had good days, but i haven't been “happy” for 6 years. to this day i'm in the +",depression
"i was diagnosed with depression and anxiety ages ago but it's left untreated, worsening over the years. Idk what I should do with my life, what steps should I take alone. I gave myself time tho I know it's a sin to everyone around me, but idk, I pray that it'll be better, always.",depression
@__sueashworthx Hello. I was diagnosed with clinical depression 4 years ago and am in a slump just now.,depression
I hate this year🙂 I was diagnosed with major depression and I lost my 8yrs old dog🙂,depression
"2020 is a difficult year, but fortunately it's accompanied by BTS💜  Not long ago, I was diagnosed with depression. I can listen to BTS music when I'm depressed. I'll feel very relieved. I hope BTS and I can accompany each other and keep walking   #Flight_A0709_to_Spring_day  https://t.co/tVAfhbbsIY",depression
"@RiotLoveStrut lol and games are important in my life, for me to calm down and try to treat my depression and make me want to live, at 15 I was diagnosed with depression, I spent 2 terrible years 2017/2018, in 2019 I ended up meeting new people,  in Lolzinho who ended up becoming my best ⬇️⬇️⬇️",depression
@thenicoleham ever since I was diagnosed with depression I wondered if there was a word for just driftlessly doing nothing and being paralyzed by my own inaction and that seems to fit the bill,depression
@peakauto @JFR_Racing @ChrisFixed I am grateful for my wife and daughter. I was diagnosed with depression back in 2008 and they have been my rocks and support through all of my bad days.,depression
@mfsexucation Unhelpful. 😐  I was diagnosed with depression because that was quicker 👀  Whereas I just have a mode of thinking which if I stop trying to fight it and work with it - much easier.,depression
"I went to the psychiatrist today, I was diagnosed with depression",depression
"I was diagnosed with depression on 27/10/20! I've never suffered with this before (now aged 51) however on reality I've been suffering for 12+ months before seeking help.  Please seek help everyone, if you need it as early as possible &amp; don't put it off like me!",depression
so my mom said i was diagnosed with depression but never told me bc she doesn't feel the need to label me/it...,depression
"tw// depression, mental health  today i was diagnosed with depression, anxiety and an eating disorder and my psychiatrist gave me some antidepressants, and honestly i don't know how to fucking feel i just want to be happy and okay",depression
"When I was about 5 or 6 years old, I was molested and raped by a middle-aged man. In elementary, middle, and high-school, I was bullied relentlessly. In my late teens, I was diagnosed with major depression, bipolar disorder in my early 20s. Recently, I was diagnosed with PTSD 1/",depression
"@PrincipalDBeck Hi @PrincipalDBeck, thanks for hosting #Akedchat tonight on such an important topic. I'm Sue, an early childhood educator in Juneau. I was diagnosed with depression earlier this summer &amp; it made me realize that I had to do better regarding my own self-care!",depression
"I told my coworker I was diagnosed with depression and threw up a peace sign and she laughed so hard she cried, I think we just became best friends",depression
"@saerannnn @ribbitpiano Not sure if I'm ND but had that experience in school. Extra classes, I was lucky to pass with the grades I did but that took a lot of hard work. I was diagnosed with depression and anxiety, later BPD starting to look at maybe ADHD as well because my job is being affected",depression
"dear harry. maybe this is a farewell. a few days ago I was diagnosed with depression for the second time in a year. things are very difficult, they seem to fall apart. I know you probably won't read this, but I will never give up. i'm just so tired. +",depression
neither so far! I was diagnosed with depression/anxiety last spring though!,depression
"@NSB_Luci oh well that's fun :/ i was diagnosed with major depression at 14 and i have severe social anxiety as well. so they'd probably tell me no, too if thats the case :)",depression
"@Fatandnerdygirl @TheEbonyMaw I was diagnosed with depression and anxiety in 2016 and since them have been struggling with my mental health.  And if i had a room with cups accumulating FUCKING FUNGI, i'd be  im the urge of cleaning the FUCK OUT OF IT!",depression
"@IlhanMN When I was 19, not in college, and working not great jobs, I was kicked off my dad's health insurance. When I tried to find my own, the agent told me I was completely uninsurable because I was diagnosed with depression.",depression
I thought I would post this because I have been struggling with depression for 7 years now and one way to overcome it is to share your story so here I am. I was diagnosed with depression at the age of 15. And I lost all feelings.and almost died by my own hand. So this is my story,depression
@namikogage @rachelismuhname Also: for my psych evaluation I told them I was diagnosed with anxiety and depression and in my report they wrote that I was “hesitant to acknowledge” my depression. Like. What?,depression
"@LanaWWE @WWENetwork @WWE @lanaWWE i just watched your Chronicle on wwe network, I was diagnosed with depression in 2018, the hardest part was going to the doctor, I was ashamed to admit I needed help and I was ashamed that I couldn't get better on my own, but I'm taking medication, and I got support.",depression
@ChristIsComing4 Ask the Lord to heal you. He did me...I was diagnosed with clinical depression at 24 and was told I would be on medication for the rest of my life. I was given a clean bill of health in 2018 and have not seen medication since.,depression
"These past years, I have been silently struggling with my mental health then last November 2019 I was diagnosed with Major Depression with Psychotic Features and Auditory Hallucinations.",depression
@kioni24 I definitely resonate with this. I was diagnosed with Depression and GAD 12 years before any professional even considered the possibility I was ADHD.,depression
"@sdkookie_ My moms annoying. She totally said no when I was diagnosed w depression, the reason I never got like a psych or anything and why high school was much more of a hell hole",depression
@harrysguccishrt after I watched my first compilation I was diagnosed with depression...definitely not a coincidence 🥰,depression
I was diagnosed with depression &amp; anxiety at 21. I've had many episodes &amp; I'm scared to have another one. Being on medication is the best thing for me now but I hope I can learn to cope with it when I get off of it.,depression
"Those who know me well enough know I struggle with my health and mental health,this time last year I was diagnosed with depression,then this year things got better in February but then by april/may they just went downhill",depression
Most definitely. I was diagnosed with depression for the first time in my life when I was on the receiving end of it. It eats your soul away.,depression
"@FriendlyPlays @ashnichrist We need badges for this now...  I was diagnosed with clinical depression at 16 (14 years now).  The machine we call life isn't at all what I expected as a kid, but none of us are fighting it alone.",depression
"I don't even love Econs &amp; Banking. 4 years learning something that I couldn't excel in, no matter how much I've tried. Plus, I was diagnosed with Depression on my 3rd year.   Syukurlah berjaya jugak grad cukup-cukup makan 😄",depression
@KeabetswePenn Genuinely I suck when it comes to comforting and uplifting people but I couldn't scroll past this tweet and not say anything. I know how you feel because I was diagnosed with depression too and panic disorder. You can beat this🤍🥺 don't give up,depression
"Then again, I didn't realized I was diagnosed with depression a few years back but never went back to a psychiatrist to reevaluate myself",depression
i was diagnosed with depression in 5th grade ajksfhkdjshgksdfjl,depression
@Nautilus134 I was diagnosed with depression and anxiety  It wasn't until two decades and several other diagnoses later that I finally got the autism one in 2010,depression
"I was diagnosed with depression last year, and a major episode took place earlier this year. When Bob was informed about it, he first confirmed that I was getting the  help that I needed, then came up with several concrete plans that could potentially alleviate my stress. 2/18",depression
"Another nurse in Mexico, who earns US$685 a month, told El Pais, “I take anti-depressives because 2 months after the pandemic started I was diagnosed with depression.""   Health workers in Mexico are tired of seeing their patients and colleagues die of Covid-19.",depression
Another gap Africa has to explore as entrepreneurship rapidly rises across the continent.  I was diagnosed w/ depression this year &amp; it's no joking matter. I was suicidal for months; I know I'd pay for such services.,depression
y'all my mom told me i wasn't skinny enough to have anorexia like 8 hours ago and i'm still thinking about it... like does she not realize that her saying that is literally making me want to starve myself i-  btw i was diagnosed with depression anorexia 2 years ago,depression
Blue &amp; grey really makes me think back to my middle school days.. when I was diagnosed with anxiety and depression. It makes me think how much I've grown and I can't help but cry,depression
@y0unganddoomed Throwback to when my mom took my phone and laptop when I was diagnosed with depression ✨🙃,depression
"@Reachie19 I lost someone I knew to suicide, I was diagnosed with depression, my work environment was toxic. It felt like the world was against me, when I opened up to family members they called me mentally ill then I legit snapped and the rest happened",depression
I was diagnosed with Anxiety and Depression.   ⓘ  𝗧𝗵𝗶𝘀 𝗰𝗹𝗮𝗶𝗺 𝗶𝘀 𝗱𝗶𝘀𝗽𝘂𝘁𝗲𝗱 𝗯𝘆 𝗺𝘆 𝗺𝗼𝘁𝗵𝗲𝗿,depression
Not my parents asking me if I don't see that they love me while we within bevs 💀💀💀💀😭Lmao I hate mental illness. Everyone in my family is convinced I dont think they love me and are trying their best since they found out I was diagnosed with depression.,depression
@SsssamanthaaMUA i was diagnosed with depression and sometimes I don't have the mental capacity to do literally anything and then i feel guilty I'm not doing anything which makes me more depressed and it's a vicious cycle,depression
Y'all laugh about “I have crippling depression” but ever since I was diagnosed with depression...  ...I still laugh bc it's a funny meme.,depression
@ScammellKara @Chef1Wayner Many years ago I was diagnosed with clinical depression. Prescribed antidepressants. After awhile I decided to take back control. I would start my day looking into a mirror smiling a false smile. After a few days the smile became easier and more real. Eventually I flushed my meds,depression
@xandvt Great advice.  No one should be ashamed for seeing mental health advice and support. I was diagnosed with depression and prescribed antidepressants and CBT 6 weeks ago.  I cant tell you how much of a difference it has made.,depression
@sofiakathh @hoodgothic I was diagnosed with depression and anxiety before I had any symptoms of ADHD - Those symptoms came after 2-3 years 👀,depression
"I was diagnosed with depression at the age of 13 and ever since then, they just say that I have a tendency for depression and the things I'm struggling with are depression symptoms 🤔",depression
@TheFangirlBiz Finished PhD in 2006 &amp; needed to escape &amp; found #Supernatural ￼ &amp; loved it! Kiddo born in 2007 &amp; I was diagnosed w/ clinical depression &amp; PTSD b/c of near death in childbirth.   Sam &amp; Dean saved me in so many ways. #Spn ￼ is forever tied to these HUGE events &amp; my mental health.,depression
Before I was diagnosed with depression and anxiety I was quite oblivious to mental health issues until I met skz until gradually I met straykids my outlook on life changed and I always silencing to skz song its literally my Oxygen yung skz helped me get rid of my depression.,depression
"For the first time in 15 months, and since I was diagnosed with clinical depression, I was able to get up from my bed when depressive feelings force me to stay there.",depression
"@hoodgothic I was diagnosed with depression at 14, turns out I'm just autistic.  Took the mental health services 3 whole years to even look into anything other than depression and anxiety.   We love a corrupt mental health system🥰😍🤩",depression
lrt i was diagnosed with depression in high school but the thing is i don't have depression!! i was depressed because no one was helping me with my ADHD!!,depression
"@hoodgothic I was diagnosed with anxiety and depression at 14/15 and ADHD at 19, after YEARS of telling doctors something wasn't right and begging to be tested until finally one doctor did. Now I'm 21, medicated, and even tho I still have depression and anxiety they're not as severe because",depression
Finished PhD in 2006 &amp; needed to escape &amp; found #Supernatural  - loved it! Kiddo born in 2007 &amp; I was diagnosed w/ clinical depression &amp; PTSD b/c of near death in childbirth.   Sam &amp; Dean saved me in so many ways. #Spn is forever tied to these HUGE events &amp; my mental health.,depression
"2-years ago I was diagnosed with depression and anxiety, I've been on medication ever since; until I got introduced to pyslocybin mushrooms (psychedelics).  Bonang || Mr Price || Zondo  #Bushiri #PrayForEmtee  https://t.co/LYLJCsqiHC",depression
Does anyone know any main ways to distinguish depression from bpd? I was diagnosed with depression 2 years ago but after looking at some of the bpd symptoms I definitely exhibit some of them but I really can't tell if they're a product of depression or not,depression
"Reminder I was diagnosed with depression AND anxiety disorder, we have worked on the depression and I think I'm mostly out of the woods but my gal anxiety went nowhere",depression
@ambichromatic When I was diagnosed with depression my mom literally said don't use this as an excuse to not do your work😭😭 like what do you think depression is??,depression
@BitterCheri I was diagnosed with depression that year 😂😂😂,depression
@nazuksuratehaal I had to step out as I was diagnosed with depression sitting at home and no family or friends. The doctor himself asked me to step out. And I feel sorry for kids. Their childhood is passing this way,depression
I've really have gotten through this year  Last November- I was diagnosed with major depression  March - had my first relapse July - had my second released and attempted suicide  Today - I am 2 months free from self harm  https://t.co/cPmCNFqKdL,depression
"@hoodgothic @sageyblanco turn it up!! i was told i couldn't have adhd due to ‘ doing well in school ‘, and they ignored my symptoms for years until i had multiple break downs and repeated suicide attempts. turns out i was diagnosed with depression, gad, and severe adhd. my medications keep me sane .",depression
"But it wasn't fine. The dread, worthlessness, self-hate, and frustration that existed for weeks or months before that lightening struck was debilitating. I was diagnosed with depression, which I knew just didn't fit me.",depression
@90SZAIN @banabyul hi hello :) i was diagnosed with depression so uh 😛,depression
"I don't dare say this, but I was diagnosed with depression a couple of weeks ago and am now in therapy so please be patient, we'll get over it my friend @ishvn1",depression
5 Facts 5 Tags  - I was diagnosed with depression - I'm obsessive about things - I'm five feet tall - I respond to things 20 years later - I want to live in Iceland  @themadvalkyrie do dis,depression
is it a coincidence i was diagnosed with depression the same day unus annus was deleted ?? i don't think so...,depression
"If you've followed me for a while you know the holidays haven't been too great or cheery for me and my family. In October 2017 my niece passed away from lupus and then in November 2017 I was diagnosed with depression, postpartum depression, and anxiety. So for the last 3 yrs  https://t.co/ZIIFSugf8V",depression
I was diagnosed with depression how's everyone's day's going  https://t.co/FcjB5s4UeW,depression
"just watched an inner child exercise tiktok &amp; I'm sitting here crying my eyes out because I was really going through it &amp; I didn't tell anyone because I didn't want them thinking I was 'weird'... I was diagnosed with depression at age 6! It was me, it's a chemical imbalance!",depression
"tw // depression , doctors - - - - - i'm genuinely upset that today was HUGE i'm mcyt history and i missed it because of a doctors appointment where i was diagnosed with depression 😃👍",depression
3 of my relatives passed away this year my parents are almost divorced i was diagnosed with depression today and now she's left me what a terrible year,depression
