tweet,class
"@Hamiguytto Greta estaba destinada a ser una sex simbol en Suecia, según cuentan sus apenados padres. Pero conforme iba creciendo no sólo resultaba más mal hecha que la cama de una loca sino que además su cara ya no se lleva ni en los mangos de los paraguas. Fue cuando decidieron el plan B..",Yes
"Yo: dale zorra vení
Greta: mañana nos juntamos gil

YO NECESITO AMOR, CARIÑO Y TERNURA HOY DESCONSIDERADA DEL ORTO HOY NECESITO 💔",Yes
"@jcdelolmowwf @FuturoMiguel @GretaThunberg Y te has dejado el de ""puta"".....mi no entender a este mundo",Yes
@VPITV Que idiota apoya a la neonazi de la Greta?,Yes
"El mundo está jodido desde que los medios sólo le dan difusión a cualquier imbécil  que promueva el odio como @JulianRoman la pendeja Greta, @petrogustavo @EpaColombia1 o @JuanManSantos",Yes
@Javii91218 @Renxta15 cállate puta vos también tendrías q dormir,Yes
@LaFallaras Supongo que siempre serás así de hija de puta... Cualquiera se acerca a ti...,Yes
@elEconomistaes Preguntadle a Greta Majareta.,Yes
"@iBarbarellah eres una perra, no le llegas ni a los zapatos a Greta.",Yes
@RealExpedito @melnicksergio @biobio @GretaThunberg es puro cuento la acomodaron en 1 clase a la loca,Yes
@hobapup callate puta,Yes
"@La_Beggs @Alonso_GD Es tan estúpida tu comentario,  las normas internas no diferencia masculino o femenino en estos casos,  un masculino tampoco podría hacerlo y también. Seria sancionado si lo hace,  no  es porque es o se cree bonito.. Jajajaka  que idiotez no,  signo de feminismo chito",Yes
@ladynooir @maskedadrinette CÁLLATE PUTA,Yes
"@abgsch @FrankRamsesGC @FlessNw @Juan_Sifontes @Caracas_FC @DvoTachira Callate puta, goleada fue el 1-4 y el 0L3, maldito sin moral.",Yes
Pendeja forra y esta. 😒,Yes
@AnabelAlonso_of Estúpida que te crees con el derecho de burlarte de las creencias de los demás... luego pide respeto,Yes
Almmmmm como te mama hablar de los demás pinche morra estupida,Yes
"@enrikebustar @Xandri98989740 @LaNoesNo Lo que es escibir no tanto,la sacaron a tortazos de la escuela y dirctamente a fregar platos como buena chica de vox",Yes
@sandavid26 @GretaThunberg Niñita estupida,Yes
@IvoPompolo Callate puta y lee mi CV,Yes
"Alguien la vio a la hija de mil puta (como vas a ser autista man, no lo seas y listo) de Greta thurnberg (como concha sea) decir algo de Australia? O ya le quitaron la fama y todos felices?",Yes
"@Rumay_Chian El feminismo, ese el problema.",Yes
@LaFallaras Eres una patética.,Yes
"@openarms_fund @sextaNoticias @EFEnoticias @EP_Social @AgenciaAtlas @324cat @rac1 @Planeta_Futuro @elperiodico @CatalunyaRadio Como se entere Greta la majareta que usáis diésel, estáis jodidos.",Yes
"Normal, gilipollas. Hasta que la verborrea de Greta no genere energía tendremos que producirla de algún modo - Japón tiene que abrir 22 plantas de carbón tras prescindir de la energía nuclear https://t.co/CH2e33sBMb https://t.co/UV93kg194q",Yes
@ChloeNamu Callate puta que te dejo en visto,Yes
"@Virabhadra_1 @Candy_Chasirasi Pues no Teniendo en cuenta la época en que estamos, ese árbol está muy verde, al final Greta majareta, va a tener razón con lo del cambio climático
De hecho Susana ha sufrido ya su ""cambio clixmatico"" particular, y comienza a florecer de nievo en ella la ilusión
No somos nadie...",Yes
@BonelliValenn @AbrilArcos Cállate puta,Yes
"Mis tres deseos para el 2020:
- Que el wifi en mi casa llegue hasta el último rincón. 
- Que se destape el BarçaGate. 
- Que dejéis de joder la vida a Greta La Majareta.",Yes
"@LaFallaras No sabes ni leer, payasa.",Yes
@melonerea @solvelozo callate puta JAJAJAJAJA,Yes
@gagaloga @RedIndignada @GretaThunberg Miriam pendeja,Yes
JAJAJA AAYY GRETA...QUE TE CREES QUE SOMOS GILIPOLLAS! PONTE A ESTUDIAR! https://t.co/DZzIeATkiL,Yes
@LaFallaras Solo describen lo que eres. Donde esta el problema loca?,Yes
@FerBetancourt9 Cállate puta,Yes
@LaFallaras @populares @CiudadanosCs Te va a meter un puro por zorra !!,Yes
En España viven los suficientes gilipollas como para que Greta se encuentre como en casa.,Yes
@VPITV Que idiota apoya a la neonazi de la Greta?,Yes
@centuriondevox Una puta psicópata de mierda .,Yes
"@caathytorres @DalasReview por fa, un nuevo video para esta payasa",Yes
"@LaFallaras Anda borracha!!! A ti todo se te puede parecer a cualquier cosa, incluso tú que tienes cara de mierda te creerás bonita😂😂😂.
Te deseo lo peor pedazo de cerda😉",Yes
"@bonilcaricatura Muerte a todos los pobres, que alguien reviva a LFC, alguien debe poner mano dura o perdemos el planeta, que la puta de Greta mo hace lo suficiente y no dirige correctamente su campaña.
-Bonil.",Yes
"""Ya hasta las compañías de transporte ferroviario están hartas del enorme fraude que es Thunberg"" - cita el artículo que registra la última pataleta de la mocosa histérica, borrega de la izquierda... https://t.co/8brF1DKca8",Yes
"@carlos_subileta @AdrienPines @DalasReview @eldiariodedross WTF, primero la denuncia la puso la madre loca de miare, la foto del torso, es una foto que publicó dalas, es público, lo del torso está mal redactado que dalas no le mando la foto, la chica lo tenía, eso lo vas a ver en el vídeo que cae subir dalas.",Yes
@AnabelAlonso_of @javiernegre10 Pero que hija de puta eres,Yes
@el_pais Y ponen a la loca esquizofrenia de Greta Thunberg como símbolo de los que tienen 22 años 😂😂😂😂,Yes
@boIustar callate puta lavate la boca antes de hablar de wosplik,Yes
"La que va a montar Greta Majareta...

El polo norte magnético de la Tierra se mueve hacia Rusia y los científicos están desconcertados https://t.co/ZxAFCZe4xn vía @cnnee",Yes
"@LaFallaras Dos años y medio por violar a una mujer que estaba incapacitada te parece bien, pero 38 años por violar a una golfa calienta pollas te parece proporcionado porque... ¡zon niñooooz!",Yes
@LaFallaras Esta loca la pobre.,Yes
"@AnabelAlonso_of Payasa, borra el twit",Yes
SOY LA UNICA PELOTUDA QUE LE DA MIEDO VOMITAR? 🤔😭,Yes
"A ver, en serio es para montar esto?? Ha descubierto el átomo la Greta?? Es una niña!! Lista, imbécil, asperger,superdotada, estúpida, o lo que fuese, DA IGUAL. Una niña dirigiendo agendas y montando circos a su paso,hablando como si fuese EL MESÍAS. Id a la mierda, por favor. https://t.co/1mf6wCDQ1A",Yes
@Paolajustinilo Cállate puta tú estás igual,Yes
Cá puta de greta,Yes
"La explicación de un marino profesional: ""Así consume Greta"" 
Más tonta que Abundio, que vendió el coche para poder comprar gasolina 

https://t.co/Pg24P5LJn1",Yes
@LaFallaras @paulasusaetas @emesotomayor Hay que estar subnormal  para leer a una loca alcoholica,Yes
@roberto__259 cállate puta,Yes
"@LaFallaras Qu pasa tu vida es tan aburrida y patética qu tienes qu fijarte en lo qu deja los demas de propina? Por qu seguramente tu eres incluso peor, ni dejaras 50 centimos con lo rata y RETRASADA QU ERES",Yes
@wandolitaa feminista de carton,Yes
@LaFallaras No se puede ser más payasa,Yes
@GretaThunberg @estefi_cam Pinche pendeja.,Yes
@nunu__514 cállate puta,Yes
@strongthirlwall callate puta,Yes
@Robespierredea2 @carlesventilla @PorRobledo @pnique Pues opina que estamos deseando saber lo que piensa de Greta Majareta,Yes
"MUJER | Un caso de cara dura machuna de tantos es el futbol ... !es que las mujeres no juegan tan bien al futbol que los hombres! Dicen LOS CERDOS ...

!claro que si guapis! Mientras a las señoras se les mandaba a fregar a los señores se les mandaba a pegar patadas al balon 🤬🔫",Yes
"@LaFallaras @populares @CiudadanosCs Hola Sra. patética .. IGUALDAD ¿ sabe lo que significa esta palabra?? 

https://t.co/lFhdV4M2NZ",Yes
@GretaThunberg deja de romper las bolas pendeja,Yes
"SIEMPRE GENIAL BOLSONARO..!!!
JA..JA..!!!
CLARO QUE ES UNA MOCOSA Y CON UNA CARA DE ODIO QUE NO SE AGUANTA..!!! https://t.co/fIBBKPWqJq",Yes
"La hija de puta de Greta me cambió la temperatura y en vez de 16 grados con fan al máximo me lo puso en calor a 26 grados sin mover aire.

Esto es personal.",Yes
"@AnabelAlonso_of Déjate de estupideces y trabaja para ser mejor en lo tuyo, que ERES PATÉTICA!",Yes
"Alguien digale a la stranger loca, que nadie va a cancelar a @DalasReview, no somos igual de ridículas que ustedes que lo cancelaron por hablar de Juan de Dios y ahora lo van alabar solo por que le hara video a zorrito. Mejor digan que les parecieron los memes que mostro de su + https://t.co/Rqx6nw3m8Y",Yes
Soñe que conseguía entrada para ver a metallica y greta que hija de puta para que sueño eso,Yes
@sofia_quiros_ @AgustinEzMonzon CALLATE PUTA,Yes
"Porque me resultaría un coñazo llegar a Nueva York tardando 8 días en barco. Mi dinero y tiempo son limitados, que le vamos a hacer 🤷🏻‍♂️
https://t.co/DtxZUfwXyG

La opción del catamarán se la cedo a Greta Majareta. https://t.co/BbWgTWn5XA",Yes
Que malaaaaaa lechee puta greta pero quieen es esa niñaaaa. El bombo que la querais daaar que sabe ella de ma vida que monolgos tiene que daaaaaar deee verdad,Yes
"@tvnnoticias La impostora greta dice la portada. Hipócrita, apocaliptica, histérica.Ya se le cayó la máscara al inscribir su nombre como una marca comercial. Ahora va a vender una diversidad de artículos solo poniendo su rostro.Sus intenciones eran esas.Crear su propia marca y ganar dinero👎 https://t.co/hkuSffADi8",Yes
"Greta va a dejar hablar a los científicos. ¡Alabada sea la mesías! Qué mierda se traga la gente. Qué cachondeo y circo es todo. Lo único que tienen claro es que hay que sacrificar a la clase trabajadora aún más. Llevarnos hasta la miseria absoluta. Vete a la puta mierda, Greta.",Yes
"@LaFallaras @Enzo_Galb Por mucho perfume que se ponga una cerda, una cerda siempre es una cerda",Yes
@LaFallaras @sanchezcastejon Os imagináis que esta estúpida devuelva todo lo robado?.... #mindunguis,Yes
@michel010915 Cállate puta,Yes
@MiltonJuancl @nox_ven @Asisomos El “lado negro de Greta” la chiquita histérica  manipulada ambiciosamente por el padre (casi como Luis Miguel ),Yes
Greta puta,Yes
@LaFallaras Estas como una puta cabra 🐐 y además eres imbecil,Yes
Greta es que eres gilipollas dios cállate ya,Yes
@LaFallaras Y a  que me da que no te has comido un rosco en tu puta vida de cartón,Yes
@benshorts Cállate puta,Yes
"@LaFallaras Y tú pedazo de golfa repugnante, que haces?
Me refiero además de emborracharte",Yes
"@DalasReview Mmm sobre las protestas feministas que dañan los monumentos, dalee Dalas",Yes
@fabri_g7 A fregar tu,Yes
@pochibanda @martindelp Cállate puta,Yes
@Armunho ¿No se ha llevado a Pablo a Davos? Pero si ha ido hasta Greta Majareta.,Yes
"#JusticeForJohnnyDepp
Lo mismo pasa con muchos hombres también y debemos evitar que pase lo que pasó a Johnny Depp y a @DalasReview.
Por favor, mentalizar que la violencia de género es de hombres a mujeres y de mujeres a hombres",Yes
"@MarianaTrez @LadyCascabelil1 @DalasReview  y @ZYTJavier ... Que de empoderamiento tiene kims y su musica.. Si toda ella vive con un patán y vividor... Está chica vive con su verdugo y ella en modo perra... Pero versión encadenada, y quien es la mujer que vive con un mantenido y manipulador (kim y no lenia)",Yes
Bueno que igual es por que tenemos una industria que es un chiste y no por que a la gente le mole el discurso de Greta majareta https://t.co/EU9K4tESs7,Yes
Prefiero mil veces a la Greta que a esta pendeja ignorante correista que debería irse a Cuba. https://t.co/DCdQwm1LMY,Yes
@LaFallaras La primera vez que dices una verdad .Lo primero es reconocerlo ahora ve a Proyecto Hombre que te tratarán lo del alcohol y drogas. Con respecto a lo de ser ladrona y puta eso ya ve a un Psicólogo.,Yes
@valenbologn jajajajajaj callate puta,Yes
"¿Cuanto contamina un contenedor ardiendo? 
Creo que a Greta (majareta) no le gusta Tsunami “Democratic”.",Yes
@JorgeDomingogue Ya te digo... pero Greta majareta se cree que en el resto del mundo le hacen caso a sus polladas,Yes
"@LeticiaDolera Ya te puedes emborrachar como una loca, como te gusta.
Anda eh? una ley a la medida de las locas!!
jajaja Ascazo daís. Seguiran muriendo, cada vez más, y todas y cada una será por vuestra culpa. No lo olvides.",Yes
"@GuajeSalvaje Greta eres nuestra última esperanza. 
Esta payasa vestida de Luke Sky Walker engañara a la gente por doquier.",Yes
Ahora a fregar https://t.co/SpaisfONrf,Yes
@cejassbian_ @lulyrey8 Callate puta,Yes
@AnabelAlonso_of Alguna actualización?? Que payasa que eres,Yes
@zukaritas__ @lonefodx Callate puta,Yes
"@LaFallaras @elnacionalcat @ContadorAltsasu A veces pienso que el alcohol hace decir gilipolleces a la gente...luego leo tus twits y me convenzo de ello.
Échate novi@ de una puta vez y deja de echar espuma por la boca, hasta un adefesio como tú tiene su media naranja en algún lado.....ó no...visto tu careto.",Yes
@LaFallaras @sanchezcastejon Vieja loca,Yes
"Esta además de loca es enrredadora
Malo, malo

https://t.co/p8yTW3rn6F https://t.co/p8yTW3rn6F",Yes
@Arian4_c @NachoM_Aguiar callate puta,Yes
"@LaEtxebarria Y luego a fregar, para mantener la tradición",Yes
"La Greta esa sí q es lista con 15 años no va al instituto, quejándose de cosas que no tiene ni puta idea, cobrando 500.000 por cada charla y encima dice que le hemos quitado la infancia y yo aquí estudiando como un matao",Yes
Callate puta que te dejo en visto..,Yes
@mirucejas callate puTa,Yes
"@LeticiaDolera Q parte no entendéis las chiringuiteras de q la niña es puta y se ha inventado la violación?
Lo hizo con total consentimiento y punto, os pongáis como os pongáis.",Yes
"@LaFallaras @ahorapodemos @iunida @PSOE @Esquerra_ERC @compromis @SofCastanon @Adrilastra @Irene_Montero_ @abrazopartio @AAlvarezAlvarez @gabrielrufian @Pablo_Iglesias_ @agarzon Denuncia tú, payasa!",Yes
"@AnabelAlonso_of ¿Por qué no actualizas el marcador, payasa?",Yes
"@IrantzuVarela Doña vividora del conflicto sin dar un palo al agua en su miserable vida te va a señalar con el dedo, a juzgar sin tener ni puta idea y a acosar de todas las maneras habidas y por haber si no vas a la maní ultrapolitizada y sectaria del #8M",Yes
Greta Thunberg se queda pendeja al lado de esta pareja. https://t.co/TfI2I8okha,Yes
"@LaFallaras @populares @CiudadanosCs Eres una loca peligrosa, deberías estar internada y muy vigilada. Eres el claro ejemplo de lo que puede hacer el odio y el resentimiento en una persona.
Eres un mal referente para los crédulos que se dejan guiar por los medios. Un día lo pagarás, como todos lo hacemos.",Yes
@Urdaneta1565 @PilarGonzlezL1 Y Greta Majareta ......tan contenta,Yes
@SanzSool Callate puta,Yes
"@Perlacarr @alec_diaz_ Yo diría realista.. y quizás si machista y feminista.. y lo x lo sig:

Basándome en mis trabajos cuando a una mujer la ponen a cargar dice:
-Ay No!! No ven q soy mujer?
-Ese trabajo no es para una mujer?
-No ven q somos el sexo débil?
-soy mujer y eso es para hombres",Yes
@GirautaOficial @bechoch El feminismo es un club de aspirantes a multiorgásmicas,Yes
@todonoticias se lo pasan a la histérica de los anteojos de murciélago q no sé como se llama Greta Thunberg registra su nombre y el de su movimiento como marcas comerciales https://t.co/BrG3j0TS4a,Yes
@LaFallaras @PeioHR Eres una cerda.,Yes
@CaracolRadio Y que Greta Tumberg estaba loca y que cual calentamiento global y vea..,Yes
@constanzamtza No te rías cabrona jajaja luego se las hicieron a todas y ahí andaban llorandoo😅😂 ntc😅,Yes
"@gongalery Pues que el bizarro de su padre haga una consulta ciudadana, si se ponen pedos o se van a fregar a su progenitora todos los de la 4ta",Yes
"Volveré a publicar esto porque quiero que la gente sepa que Greta Thunberg no solo es una niña con antifa, sino que le gusta disparar. Me parece una agencia muy payasa. https://t.co/txSWFV8OUJ",Yes
"Quedó captado en video el momento en que les gritó ""¡Ahora a casa, que hay que hacer la cena!""
https://t.co/2opeuFd57m",Yes
"@AnabelAlonso_of En serio esta loca ha dicho esto? , ya ha perdido el juicio por completo. Como se atreve a decir semejante barbaridad.",Yes
@Jos57203181 @diegxtapia @Emonolover1 @CesarPandaman @Javiera1902 @LunaMtzOficial @AbrilMoldrano @AlfredSarjok @DalasReview Amenisima dejemos de seguir a  la enferma mental cerda 😭😭😭,Yes
"Su condición de Asperger, no la da licencia para odiar al resto del mundo que no tenga sus ideas, no todos tenemos los medios de los que ella dispone, y lo peor es que cada vez la dan más eco. 
Vaya a estudiar mocosa @GretaThunberg, antes de que te roben más la infancia! https://t.co/8H7Fvk6JgI",Yes
@roodrisanz Callate puta,Yes
@Ioutour callate puta,Yes
@RodriBS70 Mira puta Greta callate la boca,Yes
@24h_tve @GretaThunberg Queeee.. esta minicomunista loca no hace un coño solo andar pegando berrinches.. muy por el contrario a Boyan Slat.. que desde lo 16 años trabajo y creo un sistema efectivo. Esta muchachita lo unico que hace es no ir a clases y culpar a los demas a punta de cantaletas,Yes
@snobohm_sol callate puta,Yes
"@LaFallaras Ando un poco perdido.
Cuando te refieres a la adolescente violada te refieres a la golfa esa de la que hablan en las redes?",Yes
"@AnabelAlonso_of Vete a inocular tu enfermedad mental a tu Puta madre, por favor. Gracias por tu atención.",Yes
"@sallelorier ""la violada "". No tiene límites ninguno . Toda la cabeza llena de materia fecal",Yes
"@GretaThunberg Niña inconciente de lobque realmente es vivir, crees q x estar mal psicologicamente y aparentar gritar señalando errores evidentes del mundo actual ya eres la heroína del cuento. Sal a trabajar por un grupo de niños en extrema necesidad mejor y deja de actuar como loca",Yes
@LaFallaras Menuda payasa estas echa.. 😂😂,Yes
@LaFallaras No habrá querido decir zorra?,Yes
"La Greta será mamerta pero no pendeja, Plata es Plata. https://t.co/UCWpzWSXQr",Yes
@AnabelAlonso_of Estúpida e imbécil,Yes
Patetica rueda de prensa de Greta y los Garbo https://t.co/G4ak80t0zh vía @YouTube,Yes
@pudrenamaria Greta es una cerda!!!,Yes
@CNNEE Greta es una estupida útil por los izquierdozos y verdosos....,Yes
q zorra la Greta en primera clase jajsjajajaa lo k hay k vee,Yes
@hannivrgn Callate puta déjame,Yes
callate puta q hablas vos https://t.co/yCjfFcTALt,Yes
"@MrZoroald A ver a mi visualmente la verdad es que me gustan, pero que puto asco. Togekiss era aguantable hasta esta generacion, que ahora puede subirse la velocidad y la vida con su dinamax y pegarle flincheos a todo dios, anda a fregar hada psicotica",Yes
"@SraRocknRoll @Emma_Marug @rlito69 @MrKalimotxo Ptractica el cpoito con uno de ellos, y el mismo tribunal le absuelve de violación pues dice que ESO SI estaba consentido. La chica no oculta los hechos y se lo cuenta a las amigas. No parece traumatizada. A los chicos 38 años de condena. Que son gilipollas y sigo...",Yes
@DocMalito777 Uhh la pendeja Greta va a llegar justito.. 😂😂 https://t.co/mBZjnCMcqs,Yes
Greta es medio loca pero me cae bien. Me gusta su enojo y su cara de Merlina Adams. Tiene un “no seque” mezcla de qué te da miedo y te da risa.,Yes
@LaFallaras Supongo que te referirás a la hija de puta que ha matado a sus dos hijas y luego se ha suicidado. Podía haber empezado por matarse ella Donde están las feminazis??????,Yes
@CNNChile Que porquería es esta.? Que se quede mejor cantando y si acaso... Del resto es tremenda loca.. Al igual que la Greta..,Yes
@GretaThunberg Loca del coño,Yes
@CristiLondono @GretaThunberg @TIME Esta puta loca que se está forrando,Yes
"@IrantzuVarela Yo me lo ponía en la bio: ""Puta Loca del Coño Terrorista y Bonita"". Tal cual. 
😘",Yes
"@lcvelyhiro callate puta, abandonados estamos :(",Yes
"@AnabelAlonso_of Joder eres putisimamente nefasta, que asco me das puta charo de los cojones, ojala te pase algo en serio",Yes
"@LaFallaras Esta nalfollada abre esa boca para señalar a unos presidentes q con sus luces y sombras han conseguido q entre otras cosas esta mamarracha pueda decir libremente sus chorradas, esa boca la debiera tener para otros menesteres más satisfactorios, y dejar de parecer una malfollada",Yes
aparte que hija de pooh greta como vas a dirigir ASÍ loca estas empatada con la directora de la piba en llamas,Yes
"@LaFallaras @publico_es Pues yo ni apoyo a esos violadores ni a la golfa de la niña.
El que esos tres sean unos mierdas, no quita que la niñata esa sea un putón verbenero.",Yes
"@LeticiaDolera Borracha te he de ver, puta te he de hacer, es un refrán de la tierra de mi madre. No sé  cuántas veces me lo repetiría en mi adolescencia. Ella intentaba protegerme.  Así de inculcada está la cultura de la violación.",Yes
Ya faltaba la puta greta,Yes
"Según Time, la mocosa de Greta Thunberg ""No tiene acceso a las palancas de influencia tradicionales"" ¿es en serio? se ha fotografiado y hablando con la mitad de los gobernantes de Europa 🤣",Yes
"El por culo q están dando con la @GretaThunberg ( una puta cria q va dando lecciones de moral y es la primera q no hace nada ) , las palabras vuelan y se las lleva el viento . Ns como hay subnormales q se creen las cosas de esta payasa",Yes
"Que raro...  No veo ninguna manifestación feminista pidiendo condena,  pena de muerte, ni linchamiento social para la congénere  que violaba a una indefensa niña... Tampoco escucho a ninguna Feminazi cantar LA VIOLADORA ERES TU..... @Santula @LuisBareiro",Yes
@MiluAnsonnaud CÁLLATE PUTA,Yes
@MRetacher Con este mensaje nos transmite 1) que la vida humana está por debajo del valor de un premio 2) que no es una feminista consecuente que defienda que el valor y derechos de una mujer no pueden ser inferiores por el hecho de ser madre 3) que es una cobarde sin escrúpulos......,Yes
"Cuando pasen 20 o 30 años tod@s los adolescentes que ahora adoran a Greta dirán de ella : ""Hay que ver lo gilipollas que éramos entonces"" y ""Hay que ver lo bien que nos engatusó esa mosquita muerta"".",Yes
"@UnaAlienada @DalasReview jaja esa loca quien es me tiene bloqueado, parece de esas fascistas que cuando no tienes sus mismas ideas te silencia de cualquier medio posible",Yes
"@DarthVaderATM Tu puta madre Greta, déjame en Paz!..",Yes
"Hasta el año pasado, uno decía Greta y ya estaba una informada loca completando con Garbo. Hoy decís Greta y te sale esa versión en carne de Lisa Simpson. Nada, qué sé yo. Son las 5.",Yes
@ITownGameplayz @LordGauss17 Callate puta,Yes
¿Os acordáis de Greta Thunberg? ¿Dónde estará esa hija de puta?,Yes
segundo menosprecia a las amas de casa que no saben nada a comparación de ella que aprendió todo de la calle----&gt; el bailando. y encima después habla de cómo se coge a un tipo casado y encima se le caga de risa a la supuesta esposa como buena sorora feminista,Yes
"@LaFallaras Calla petarda, que si no fuera por el cuento feminista del que vives, estsrias viviendo en la puta calle por no haber currado en la puta vida",Yes
"¿Qué saldría de un encuentro entre Greta Thunberg y La Tesorito? “tesoro, NO!” - le arranca y avienta el lipstick lejos mientras se maquilla - “eso está TESTEADO EN ANIMALES cerda estúpida inconsciente”.",Yes
@ades7et7 Cállate puta.,Yes
@GretaThunberg para ti me cago en la puta https://t.co/aJjbwfVwRq,Yes
"Esto lo ha visto histérica Greta????
Lo sabe el felón???
Y el miserable e hipócrita Bardem?
Y....R. Gere????

Uffff qué disgusto se van a llevar cuándo se enteren...😱😯🤔🤔🤔 https://t.co/dMRFva7UKc",Yes
"Qué antisistema más rara es #Greta,alias VinaGreta: todos los poderes políticos, sociales y económicos la amparan y costean sus caprichos de niña estúpida.",Yes
"Todos menos borja, jordi y rubén. Debe ser q nos son españoles. Y mujeres ni una.
Pero, Insultos? ¿LLamar pelirrojo al q lo es es un insulto? 

Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg https://t.co/hRMb36HmMP vía @elpais_tec",Yes
"@centuriondevox Lo que reivindica Irene es del siglo pasado, pues gracias a muchas mujeres ( no a ella), esta desigualdad ya acabó",Yes
@IrantzuVarela Puta loca del coño y terrorista lo tienes todo bonita,Yes
"@LaFallaras @populares Qué patética eres, Fallaras🙄",Yes
nada mas llegar a barcelona entro al metro y hay un pavo gritando un discursito de por que greta thumberg esta loca,Yes
"Hasta la coronilla de la cumbre del clima, de Greta, y de su puta madre.",Yes
@24h_tve @GretaThunberg A la tonta histérica ????? 👁👁,Yes
"@GretaThunberg Cállate de una puta vez por dios, que pareces una muñeca programada, ahora la culpa es de la gente, excluyendo empresas y políticos que les firman lo que sea. Esta niña debe dejar de fomentar estas putas barbaridades, espero que le estén dando dinero por lo q suelta de su boca.",Yes
"2019 
- fanta sabor semen
- argentina en la shit 
- mexico mas dividido que la chingada igual que tus papas 
- area 51 
- los putos tenis FILA 
- tik tok 
- el pais lleno de violencia 
- ya ni tengo puta skill en r6
- el anime dalas 
- peluchin y los demas mecos
- greta tu verga https://t.co/vS8yXoNOSG",Yes
"Puede que las fechas no sean acertadas o tengan mucha incertidumbre. Pero hay evidencia científica. Que con la puta niña de Greta Thumberg de los cojones, el gilipollas sin talento de Bardem o el tonto en vísperas de Alejandro Sanz o la caterva de activistas no se nos olvide. https://t.co/YSKUmuXVJm",Yes
"A esta mocosa la veo hasta en mi plato del cereal 😂😂😂

La activista sueca de 16 años Greta Thunberg fue elegida como Persona del Año por la revista #Time por su lucha para exigir acciones concretas contra el cambio… https://t.co/9Sb7r7RwsG",Yes
Mocosa :  Greta tiene gripa 🤧 https://t.co/RUGkjeEJSt,Yes
@zoemasssaia callate puta,Yes
@LeticiaDolera Eres la tía más patética que he visto,Yes
"Habeis visto la peli de Ali G?  Que lo contratan como mono de feria para representar al parlamento y manipularle y dirigir el cotarro todos los hijos de puta?

Esa es la Greta, pero en este caso la niña se lo cree.

Menos barquitos y atlánticos, y haz algo, pequeña mierda.",Yes
@LaFallaras Prueba  mejor con zorra,Yes
"@LaFallaras Ostia tú, una payasa",Yes
El día que Greta Thunberg descubra esto se va a cagar en su puta madre. https://t.co/taJ3cB4p5w,Yes
He presenciado como una feminista activa en redes y en debates ponía a limpiar todos los días a la única chica del equipo y sacándole de la rotación diaria que hacíamos los hombres #repaso19,Yes
Bolsonaro llama “mocosa” a Greta Thunberg ➨ https://t.co/ZY2kyJXf4Z,Yes
"El consumo de drogas es nocivo para la salud. 
#feminismo #31dicembre #AnoNuevo2020 #Feminazis https://t.co/XiucwPyD0n",Yes
@GretaThunberg Niña títere pendeja,Yes
"#Cultura

😱Se ha desatado la polémica tras confirmar que el escritor mexicano abusó de ella cuando era su alumna✍🏼

#Escritor #Violación #ElenaPoniatowska #Arreola

https://t.co/2gzHh8SiWd",Yes
"@LaFallaras @sanchezcastejon Deberías empezar por imaginarte k devuelven (PSOE) todo lo k nos han robado a los andaluces PAYASA. DIsfruta ahora de tú ""gloria"" k pronto pasarás al ostracismo. Imbécil.",Yes
"@IrantzuVarela 40 años de terrorismo.
800 asesinatos cometidos por  terroristas vascos.
Silencio cómplice de la mayoría de los vascos  y homenajes a etarras  a dia de hoy.
¿ Hay que boicotear los productos de tu tierra, payasa?",Yes
@greta_moroncini Mañana Juana loca,Yes
@LaFallaras 4 de cada 10 hombres son puteros?? Y eso te lo ha contado tu padre o tu Puta madre?,Yes
@AMatiaG Cállate puta,Yes
@LeticiaDolera Hola Leticia Dolera. Dos cosas: pq dices q las “ charlas” son sobre DDHH? Van sobre juegos eroticos 👉#Skolae . Y segundo ¿ tú hablas de derechos? Tu q despediste a una mujer x estar embarazada?Eres patetica.,Yes
@_liblasich callate puta yo dsp me voy a la nieve 👹,Yes
@bbrune21 Cállate puta,Yes
"Me tienen cansada con Greta y no me refiero a Greta Van Fleet 
Pendeja con el cerebro lavado",Yes
@bytati_ Ya pues Greta jajajajajaja payasa,Yes
@JuggerWicho Cállate puta me iba a proponer a ver tus videos pero como dices que no nos propongamos nada  ahora estudiaré para conseguir un buen trabajo estas feliz?,Yes
@ManuelMAP Esa es la Greta loca?,Yes
Nunca estaría con alguien feminista,Yes
@_____greta_____ cuackkkkkkkkkkk puta,Yes
@ampiazurrr Jajajajaja callate puta,Yes
@DalasReview ¿Cómo te va seduciendo niñas de 13 años? ¿O golpeando mujeres que se portan mal? ¿Todo bien con eso?,Yes
"@LaFallaras @sanchezcastejon Te imaginas si nos devuelven el oro robado, las obras de arte...coño! Y los millones de los Eres? Te imaginas? Pá qué te vas a imaginar eso....pá qué!! Payasa.",Yes
@OTuga1 @_cigan0_ Callate puta,Yes
"Por respetar el trabajo de Greta no haces de menos el de ningún otro activista, la tonta del culo esta diciendo que no hagáis caso a una niña que ha hecho oir a los principales líderes mundiales y potenciado enormemente la concienciación es la que hace cero bien a la causa ✖️ https://t.co/0w0n2IomFb",Yes
"Si digo ""creo en el viejito pascuero"" lo menos que me dirían es que soy un idiota! Pero millones creen en la mesiánica Greta Thunberg, a modo de comentario la tierra tiene 4.470 millones de años y contando... https://t.co/8afT00BSqv",Yes
