DailyRate,EmployeeCount,EmployeeNumber,Age,Gender,Education,EducationField,JobRole,Department,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,BusinessTravel,DistanceFromHome,OverTime,MaritalStatus,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
408,1,493,31,Male,4,Life Sciences,Research Scientist,Research & Development,3,2,2,3,4,3,Travel_Rarely,9,Yes,Single,2657,2,2,2,No
156,1,494,21,Female,3,Life Sciences,Sales Representative,Sales,3,4,2,3,4,3,Travel_Rarely,12,No,Single,2716,1,0,0,Yes
1283,1,495,29,Male,3,Life Sciences,Research Scientist,Research & Development,4,3,4,3,4,3,Travel_Rarely,23,No,Single,2201,3,2,1,No
755,1,496,35,Male,4,Life Sciences,Healthcare Representative,Research & Development,3,2,2,3,3,3,Travel_Rarely,9,No,Single,6540,1,1,0,No
1469,1,497,27,Male,2,Medical,Laboratory Technician,Research & Development,4,3,2,3,2,3,Travel_Rarely,1,No,Divorced,3816,5,2,0,No
304,1,498,28,Male,4,Life Sciences,Sales Executive,Sales,2,3,4,3,4,3,Travel_Rarely,9,No,Single,5253,7,5,0,No
1261,1,499,49,Male,3,Other,Healthcare Representative,Research & Development,2,2,3,4,3,3,Travel_Rarely,7,No,Single,10965,5,2,0,No
1178,1,500,51,Female,2,Life Sciences,Sales Executive,Sales,3,3,4,3,3,2,Travel_Rarely,14,No,Married,4936,7,7,0,No
329,1,501,36,Female,3,Life Sciences,Research Scientist,Research & Development,4,3,3,3,2,3,Travel_Rarely,2,No,Married,2543,2,2,2,No
1362,1,502,34,Male,3,Marketing,Sales Executive,Sales,1,4,4,3,2,2,Non-Travel,19,Yes,Single,5304,5,2,0,Yes
1311,1,505,55,Female,3,Life Sciences,Manager,Research & Development,3,3,4,3,3,3,Travel_Rarely,2,Yes,Single,16659,5,4,1,No
1371,1,507,24,Female,4,Marketing,Sales Executive,Sales,4,3,3,3,4,4,Travel_Rarely,10,Yes,Divorced,4260,5,2,0,No
202,1,508,30,Male,1,Technical Degree,Sales Representative,Sales,3,3,2,3,1,3,Travel_Rarely,2,No,Married,2476,1,0,0,No
575,1,510,26,Male,1,Technical Degree,Research Scientist,Research & Development,3,3,1,4,3,3,Travel_Frequently,3,No,Single,3102,6,4,0,Yes
253,1,511,22,Female,3,Medical,Research Scientist,Research & Development,1,3,2,3,4,3,Travel_Rarely,11,No,Married,2244,2,1,1,No
164,1,513,36,Male,2,Medical,Sales Executive,Sales,2,2,3,3,2,3,Travel_Rarely,2,No,Married,7596,10,9,9,No
464,1,514,30,Male,3,Technical Degree,Research Scientist,Research & Development,3,3,4,4,3,3,Travel_Frequently,4,Yes,Single,2285,1,0,0,Yes
1107,1,515,37,Female,3,Life Sciences,Laboratory Technician,Research & Development,4,3,1,3,3,2,Travel_Rarely,14,No,Divorced,3034,18,7,12,No
759,1,516,40,Female,2,Marketing,Sales Executive,Sales,4,3,2,3,3,3,Travel_Rarely,2,No,Divorced,5715,5,4,1,No
201,1,517,42,Female,4,Life Sciences,Laboratory Technician,Research & Development,2,3,1,3,2,3,Travel_Rarely,1,No,Divorced,2576,5,2,1,No
1305,1,518,37,Male,4,Life Sciences,Manufacturing Director,Research & Development,3,3,2,3,4,2,Travel_Rarely,10,Yes,Single,4197,1,0,0,No
982,1,520,43,Male,3,Life Sciences,Research Director,Research & Development,1,2,2,3,3,3,Travel_Rarely,12,No,Divorced,14336,25,10,3,No
555,1,521,40,Female,3,Medical,Laboratory Technician,Research & Development,2,2,3,4,2,3,Travel_Rarely,2,No,Married,3448,1,0,0,No
821,1,522,54,Male,2,Medical,Research Director,Research & Development,1,3,1,3,3,2,Travel_Rarely,5,No,Married,19406,4,2,1,No
1381,1,523,34,Female,4,Marketing,Sales Executive,Sales,3,3,3,3,1,3,Non-Travel,4,No,Married,6538,3,2,1,No
480,1,524,31,Female,2,Medical,Manufacturing Director,Research & Development,2,3,1,3,2,1,Travel_Rarely,7,No,Married,4306,13,10,3,No
313,1,525,43,Male,3,Medical,Laboratory Technician,Research & Development,4,3,4,4,1,3,Travel_Frequently,21,No,Married,2258,3,2,1,No
1473,1,526,43,Female,4,Other,Healthcare Representative,Research & Development,3,3,3,3,4,3,Travel_Rarely,8,Yes,Divorced,4522,5,2,0,No
891,1,527,25,Female,2,Life Sciences,Sales Executive,Sales,2,2,4,3,2,3,Travel_Rarely,4,Yes,Single,4487,5,4,1,No
1063,1,529,37,Female,5,Medical,Research Scientist,Research & Development,2,3,3,3,1,3,Non-Travel,25,Yes,Married,4449,13,11,10,No
329,1,530,31,Male,2,Life Sciences,Laboratory Technician,Research & Development,4,2,1,3,3,3,Travel_Rarely,1,No,Married,2218,4,2,3,No
1218,1,531,39,Male,1,Life Sciences,Manager,Research & Development,2,3,3,3,3,3,Travel_Frequently,1,Yes,Divorced,19197,21,8,1,No
906,1,532,56,Female,3,Life Sciences,Sales Executive,Sales,3,4,1,3,4,2,Travel_Frequently,6,No,Married,13212,7,7,7,No
1082,1,533,30,Female,3,Technical Degree,Sales Executive,Sales,2,3,3,3,2,3,Travel_Rarely,12,No,Single,6577,5,4,4,No
645,1,534,41,Male,3,Marketing,Sales Executive,Sales,2,4,1,3,3,3,Travel_Rarely,1,No,Married,8392,10,7,0,No
1300,1,536,28,Male,2,Medical,Laboratory Technician,Research & Development,3,3,1,3,4,3,Travel_Rarely,17,No,Divorced,4558,10,0,1,No
688,1,538,25,Male,3,Medical,Laboratory Technician,Research & Development,1,3,1,3,3,3,Travel_Rarely,3,No,Married,4031,2,2,0,Yes
319,1,543,52,Male,3,Medical,Manufacturing Director,Research & Development,4,2,3,3,3,3,Travel_Rarely,3,Yes,Married,7969,5,4,0,No
192,1,544,45,Male,2,Life Sciences,Research Scientist,Research & Development,1,3,4,4,4,2,Travel_Rarely,10,No,Married,2654,2,2,0,No
1490,1,546,52,Female,2,Life Sciences,Manager,Research & Development,4,3,4,3,4,1,Travel_Rarely,4,No,Married,16555,5,2,1,No
532,1,547,42,Female,2,Life Sciences,Research Scientist,Research & Development,1,3,3,3,2,3,Travel_Frequently,29,No,Divorced,4556,5,4,0,No
317,1,548,30,Female,3,Life Sciences,Manufacturing Director,Research & Development,3,1,4,4,3,3,Travel_Rarely,2,No,Single,6091,5,4,0,No
422,1,549,60,Female,3,Life Sciences,Manager,Research & Development,1,3,1,3,4,1,Travel_Rarely,7,No,Married,19566,29,8,11,No
1485,1,550,46,Female,3,Medical,Manufacturing Director,Research & Development,3,3,3,3,3,2,Travel_Rarely,18,No,Divorced,4810,10,7,0,No
1368,1,551,42,Female,4,Technical Degree,Healthcare Representative,Research & Development,4,2,4,3,4,4,Travel_Frequently,28,No,Married,4523,6,5,0,No
1448,1,554,24,Female,1,Technical Degree,Sales Representative,Sales,1,3,2,3,2,3,Travel_Rarely,1,Yes,Single,3202,5,3,1,Yes
296,1,555,34,Female,2,Marketing,Sales Representative,Sales,4,1,3,3,4,2,Travel_Frequently,6,No,Divorced,2351,2,2,1,Yes
1490,1,556,38,Male,2,Life Sciences,Laboratory Technician,Research & Development,4,3,4,4,3,3,Travel_Frequently,2,Yes,Married,1702,1,0,0,No
1398,1,558,40,Female,4,Life Sciences,Manager,Sales,3,3,3,3,4,3,Travel_Rarely,2,No,Married,18041,20,15,1,No
1349,1,560,26,Female,3,Life Sciences,Research Scientist,Research & Development,1,3,4,4,2,1,Travel_Rarely,23,No,Divorced,2886,3,2,0,No
1400,1,562,30,Male,3,Life Sciences,Laboratory Technician,Research & Development,3,3,4,3,3,1,Non-Travel,3,No,Married,2097,5,3,1,No
986,1,564,29,Male,4,Medical,Research Director,Research & Development,2,2,3,3,3,3,Travel_Rarely,3,No,Married,11935,10,2,0,No
408,1,565,29,Female,5,Technical Degree,Research Scientist,Research & Development,3,2,2,3,2,4,Travel_Rarely,25,No,Married,2546,2,2,1,Yes
489,1,566,19,Male,2,Technical Degree,Human Resources,Human Resources,1,2,4,3,3,4,Travel_Rarely,2,No,Single,2564,1,0,0,Yes
1398,1,567,30,Female,4,Other,Sales Executive,Sales,3,3,1,3,3,3,Non-Travel,22,No,Married,8412,9,8,7,No
210,1,568,57,Male,3,Marketing,Manager,Sales,1,2,4,3,3,2,Travel_Rarely,29,No,Divorced,14118,1,0,0,No
1099,1,569,50,Male,4,Life Sciences,Manager,Research & Development,2,2,3,3,2,3,Travel_Rarely,29,No,Married,17046,27,10,15,No
1116,1,571,30,Female,3,Medical,Laboratory Technician,Research & Development,3,3,4,3,3,2,Non-Travel,2,No,Single,2564,11,7,6,No
1499,1,573,60,Female,3,Marketing,Sales Executive,Sales,3,2,1,3,4,4,Travel_Frequently,28,No,Married,10266,18,13,13,No
983,1,574,47,Female,2,Medical,Manufacturing Director,Research & Development,1,3,4,3,3,3,Travel_Rarely,2,No,Divorced,5070,5,0,0,No
1009,1,575,46,Male,3,Life Sciences,Research Director,Research & Development,1,3,3,3,3,1,Travel_Rarely,2,No,Married,17861,3,2,0,No
144,1,577,35,Male,3,Life Sciences,Laboratory Technician,Research & Development,4,1,3,3,3,3,Travel_Rarely,22,No,Single,4230,5,4,4,No
548,1,578,54,Female,4,Life Sciences,Laboratory Technician,Research & Development,3,3,3,3,3,3,Travel_Rarely,8,No,Single,3780,1,0,0,No
1303,1,579,34,Male,4,Life Sciences,Research Scientist,Research & Development,4,2,3,3,3,3,Travel_Rarely,2,No,Divorced,2768,7,3,5,No
1125,1,580,46,Female,3,Marketing,Sales Executive,Sales,3,2,4,3,3,3,Travel_Rarely,10,Yes,Married,9071,3,2,1,No
1274,1,581,31,Male,1,Life Sciences,Manufacturing Director,Research & Development,3,3,2,4,4,4,Travel_Rarely,9,No,Divorced,10648,13,8,0,No
1277,1,582,33,Male,1,Medical,Manager,Research & Development,2,3,3,3,4,4,Travel_Rarely,15,Yes,Married,13610,7,6,7,Yes
587,1,584,33,Male,1,Medical,Laboratory Technician,Research & Development,1,1,4,3,1,3,Travel_Rarely,10,No,Divorced,3408,4,3,1,Yes
413,1,585,30,Male,1,Marketing,Sales Representative,Sales,4,3,2,3,1,3,Travel_Rarely,7,No,Single,2983,3,2,1,No
1276,1,586,35,Male,3,Life Sciences,Healthcare Representative,Research & Development,4,3,3,3,3,3,Travel_Rarely,16,Yes,Married,7632,8,7,0,No
534,1,587,31,Male,3,Life Sciences,Healthcare Representative,Research & Development,1,3,3,3,1,3,Travel_Frequently,20,No,Married,9824,1,0,0,Yes
988,1,590,34,Female,3,Human Resources,Human Resources,Human Resources,2,3,1,3,3,3,Travel_Frequently,23,Yes,Divorced,9950,3,2,0,Yes
1474,1,591,42,Male,2,Other,Laboratory Technician,Research & Development,2,3,3,3,4,3,Travel_Frequently,5,No,Married,2093,2,2,2,No
635,1,592,36,Male,4,Medical,Sales Executive,Sales,2,3,4,3,4,2,Non-Travel,10,No,Single,9980,10,3,9,No
1368,1,593,22,Male,1,Technical Degree,Laboratory Technician,Research & Development,3,2,3,3,3,3,Travel_Frequently,4,No,Single,3894,2,2,1,Yes
163,1,595,48,Female,5,Marketing,Sales Executive,Sales,2,3,4,3,1,3,Travel_Rarely,2,No,Married,4051,9,7,6,No
1117,1,597,55,Female,5,Life Sciences,Manager,Sales,1,3,2,4,4,3,Travel_Rarely,18,No,Single,16835,10,9,7,No
267,1,599,41,Male,2,Life Sciences,Sales Executive,Sales,4,3,4,3,4,3,Non-Travel,10,No,Single,6230,14,3,1,No
619,1,600,35,Male,3,Marketing,Sales Executive,Sales,2,3,3,3,3,3,Travel_Rarely,1,No,Married,4717,11,9,6,No
302,1,601,40,Female,3,Life Sciences,Manufacturing Director,Research & Development,2,3,3,3,3,3,Travel_Rarely,6,No,Single,13237,20,6,5,No
443,1,602,39,Female,1,Life Sciences,Laboratory Technician,Research & Development,3,3,3,3,1,3,Travel_Frequently,8,No,Married,3755,8,3,0,No
828,1,604,31,Male,1,Life Sciences,Sales Executive,Sales,2,3,4,3,3,4,Travel_Rarely,2,Yes,Single,6582,6,5,0,No
319,1,605,42,Male,3,Medical,Manufacturing Director,Research & Development,4,3,1,4,4,2,Travel_Rarely,24,Yes,Married,7406,10,9,5,No
561,1,606,45,Male,3,Other,Sales Executive,Sales,4,3,2,3,2,4,Travel_Rarely,2,No,Married,4805,8,7,3,No
426,1,608,26,Female,4,Life Sciences,Human Resources,Human Resources,2,3,3,3,2,2,Travel_Frequently,17,Yes,Divorced,2741,7,7,1,Yes
232,1,611,29,Male,3,Technical Degree,Manufacturing Director,Research & Development,4,3,4,3,2,4,Travel_Rarely,19,No,Divorced,4262,3,2,1,No
922,1,612,33,Female,5,Medical,Research Director,Research & Development,1,4,3,3,3,3,Travel_Rarely,1,No,Divorced,16184,6,1,0,No
688,1,613,31,Male,3,Life Sciences,Manager,Sales,3,2,4,4,3,2,Travel_Rarely,7,No,Divorced,11557,5,4,0,No
1306,1,614,18,Male,3,Marketing,Sales Representative,Sales,2,3,2,3,4,3,Travel_Frequently,5,Yes,Single,1878,0,0,0,Yes
1094,1,615,40,Male,3,Other,Sales Executive,Sales,3,1,1,3,3,3,Non-Travel,28,No,Divorced,10932,1,0,0,No
509,1,616,41,Female,4,Other,Healthcare Representative,Research & Development,1,2,3,3,1,3,Non-Travel,2,Yes,Single,6811,8,7,0,No
775,1,618,26,Male,2,Medical,Sales Executive,Sales,1,3,3,3,1,3,Travel_Rarely,29,No,Divorced,4306,0,0,0,No
195,1,620,35,Female,3,Medical,Sales Executive,Sales,1,3,3,3,4,3,Travel_Rarely,1,No,Single,4859,5,4,0,No
258,1,621,34,Male,4,Life Sciences,Sales Executive,Sales,4,4,4,3,4,3,Travel_Rarely,21,No,Single,5337,10,7,5,No
471,1,622,26,Male,3,Technical Degree,Laboratory Technician,Research & Development,3,1,4,3,2,1,Travel_Rarely,24,Yes,Single,2340,1,0,0,Yes
799,1,623,37,Female,3,Technical Degree,Manufacturing Director,Research & Development,2,3,4,3,4,4,Travel_Rarely,1,No,Single,7491,6,5,1,No
1034,1,624,46,Female,1,Medical,Healthcare Representative,Research & Development,1,3,3,3,4,2,Travel_Frequently,18,No,Married,10527,2,2,1,No
1276,1,625,41,Female,5,Life Sciences,Manager,Sales,2,3,1,3,2,3,Travel_Rarely,2,No,Married,16595,18,16,11,No
142,1,626,37,Male,4,Medical,Sales Executive,Sales,1,3,2,3,4,3,Non-Travel,9,No,Divorced,8834,9,5,7,No
956,1,630,52,Male,2,Technical Degree,Research Scientist,Research & Development,4,3,1,3,2,3,Travel_Rarely,6,Yes,Divorced,5577,10,9,6,No
1474,1,631,32,Male,4,Other,Sales Executive,Sales,4,4,3,3,4,3,Non-Travel,11,No,Married,4707,4,2,1,Yes
535,1,632,24,Male,3,Medical,Sales Representative,Sales,4,3,4,3,3,3,Travel_Frequently,24,No,Married,2400,2,2,2,No
1495,1,634,38,Female,3,Medical,Healthcare Representative,Research & Development,3,3,3,3,3,3,Travel_Rarely,10,No,Married,9824,1,0,0,No
446,1,635,37,Female,4,Life Sciences,Manufacturing Director,Research & Development,2,3,2,3,2,2,Travel_Rarely,1,No,Married,6447,6,5,4,No
1245,1,638,49,Male,4,Life Sciences,Research Director,Research & Development,4,2,3,3,3,3,Travel_Rarely,18,Yes,Divorced,19502,31,9,0,No
691,1,639,24,Male,3,Medical,Research Scientist,Research & Development,2,4,4,3,2,3,Travel_Rarely,23,Yes,Married,2725,6,5,1,No
703,1,641,26,Male,2,Marketing,Sales Executive,Sales,1,3,2,4,4,4,Travel_Rarely,28,No,Married,6272,5,3,1,No
823,1,643,24,Male,2,Other,Laboratory Technician,Research & Development,4,2,2,4,4,3,Travel_Rarely,17,No,Married,2127,1,0,0,No
1246,1,644,50,Male,3,Medical,Manager,Human Resources,1,3,2,3,3,3,Travel_Frequently,3,No,Married,18200,32,5,10,No
622,1,645,25,Male,1,Medical,Sales Representative,Sales,2,3,3,3,3,3,Travel_Rarely,13,No,Married,2096,7,4,0,No
1287,1,647,24,Female,3,Life Sciences,Laboratory Technician,Research & Development,1,3,3,3,4,3,Travel_Frequently,7,Yes,Married,2886,6,3,1,Yes
448,1,648,30,Male,4,Life Sciences,Sales Representative,Sales,2,2,1,3,3,4,Travel_Frequently,12,No,Married,2033,1,0,0,Yes
254,1,649,34,Male,2,Life Sciences,Research Scientist,Research & Development,2,2,4,3,4,3,Travel_Rarely,1,Yes,Married,3622,6,5,1,No
1365,1,650,31,Male,4,Medical,Sales Executive,Sales,2,3,1,3,3,1,Travel_Rarely,13,No,Divorced,4233,3,1,1,Yes
538,1,652,35,Male,2,Other,Laboratory Technician,Research & Development,1,2,4,3,4,3,Travel_Rarely,25,No,Single,3681,3,2,0,No
525,1,653,31,Male,4,Medical,Sales Executive,Sales,1,4,4,4,4,4,Travel_Rarely,6,No,Divorced,5460,7,7,5,No
798,1,655,27,Female,4,Medical,Research Scientist,Research & Development,1,2,3,3,3,2,Travel_Rarely,6,No,Divorced,2187,5,3,0,No
558,1,656,37,Male,3,Marketing,Sales Executive,Sales,4,3,3,3,3,2,Travel_Rarely,2,Yes,Married,9602,3,0,1,No
959,1,657,20,Female,3,Life Sciences,Research Scientist,Research & Development,4,2,2,3,4,4,Travel_Rarely,1,No,Single,2836,1,0,0,No
622,1,659,42,Female,4,Life Sciences,Healthcare Representative,Research & Development,3,3,4,3,2,3,Travel_Rarely,2,No,Married,4089,10,2,2,No
782,1,661,43,Male,4,Other,Research Director,Research & Development,2,2,4,3,3,2,Travel_Rarely,6,Yes,Divorced,16627,1,0,0,No
362,1,662,38,Female,1,Life Sciences,Research Scientist,Research & Development,3,3,1,3,4,2,Travel_Rarely,1,No,Single,2619,0,0,0,No
1001,1,663,43,Male,5,Medical,Laboratory Technician,Research & Development,4,3,3,3,2,3,Travel_Frequently,9,Yes,Divorced,5679,8,7,4,No
1236,1,664,48,Female,4,Life Sciences,Manager,Research & Development,4,2,1,3,1,1,Travel_Rarely,1,No,Married,15402,3,2,0,No
1112,1,665,44,Female,4,Life Sciences,Human Resources,Human Resources,1,2,3,3,2,4,Travel_Rarely,1,No,Single,5985,2,2,0,No
204,1,666,34,Female,3,Technical Degree,Sales Representative,Sales,3,3,3,3,4,3,Travel_Rarely,14,Yes,Divorced,2579,8,2,0,No
1420,1,667,27,Male,1,Marketing,Sales Representative,Sales,3,3,1,3,2,3,Travel_Rarely,2,No,Divorced,3041,4,3,0,Yes
1343,1,669,21,Male,1,Technical Degree,Sales Representative,Sales,3,3,3,3,3,3,Travel_Rarely,22,No,Single,3447,3,2,1,No
1315,1,671,44,Male,4,Other,Manager,Research & Development,4,3,4,3,1,4,Travel_Rarely,3,Yes,Married,19513,2,2,0,No
604,1,675,22,Male,1,Medical,Research Scientist,Research & Development,1,3,3,4,4,3,Travel_Rarely,6,No,Married,2773,2,2,2,No
1216,1,677,33,Male,4,Marketing,Sales Executive,Sales,3,3,3,3,4,3,Travel_Rarely,8,No,Divorced,7104,5,0,1,No
646,1,679,32,Female,4,Life Sciences,Research Scientist,Research & Development,1,3,4,3,4,2,Travel_Rarely,9,Yes,Married,6322,6,4,0,No
160,1,680,30,Female,3,Medical,Research Scientist,Research & Development,3,3,3,4,3,3,Travel_Frequently,3,No,Divorced,2083,1,0,0,No
238,1,682,53,Female,1,Medical,Sales Executive,Sales,4,3,1,4,4,4,Travel_Rarely,1,No,Single,8381,14,7,8,No
1397,1,683,34,Male,5,Life Sciences,Research Scientist,Research & Development,2,3,4,3,4,2,Travel_Rarely,1,No,Married,2691,10,9,8,No
306,1,684,45,Female,4,Life Sciences,Sales Executive,Sales,1,3,1,3,4,3,Travel_Frequently,26,No,Married,4286,1,1,0,Yes
991,1,686,26,Female,3,Life Sciences,Laboratory Technician,Research & Development,3,3,4,3,3,3,Travel_Rarely,6,Yes,Married,2659,3,2,0,No
482,1,689,37,Male,3,Other,Manufacturing Director,Research & Development,3,3,3,3,3,3,Travel_Rarely,3,No,Married,9434,10,7,7,No
1176,1,690,29,Female,2,Medical,Sales Executive,Sales,2,3,3,3,1,2,Travel_Rarely,3,No,Married,5561,6,0,1,No
1017,1,691,35,Male,4,Life Sciences,Research Scientist,Research & Development,2,1,4,3,2,3,Travel_Rarely,6,No,Single,6646,17,11,11,No
1296,1,692,33,Male,3,Life Sciences,Healthcare Representative,Research & Development,3,3,4,4,3,1,Travel_Frequently,6,No,Divorced,7725,13,11,4,No
397,1,698,54,Male,4,Medical,Human Resources,Human Resources,3,3,2,3,3,4,Travel_Rarely,19,No,Married,10725,9,7,7,No
913,1,699,36,Male,2,Medical,Manufacturing Director,Research & Development,2,2,2,3,3,3,Travel_Rarely,9,Yes,Divorced,8847,3,2,0,No
1115,1,700,27,Male,4,Medical,Research Scientist,Research & Development,1,2,4,3,4,3,Travel_Rarely,3,No,Single,2045,4,2,1,No
1362,1,701,20,Male,1,Medical,Research Scientist,Research & Development,4,3,3,3,4,3,Travel_Rarely,10,Yes,Single,1009,1,0,1,Yes
1076,1,702,33,Male,3,Life Sciences,Research Scientist,Research & Development,1,3,1,3,1,3,Travel_Frequently,3,Yes,Single,3348,10,8,9,Yes
727,1,704,35,Male,3,Life Sciences,Laboratory Technician,Research & Development,3,2,3,3,3,3,Non-Travel,3,No,Married,1281,1,0,0,No
885,1,705,23,Male,3,Medical,Research Scientist,Research & Development,1,4,1,3,1,4,Travel_Rarely,4,No,Married,2819,3,2,0,No
810,1,707,25,Male,3,Life Sciences,Sales Executive,Sales,4,4,2,4,3,3,Travel_Rarely,8,No,Married,4851,3,2,1,No
243,1,709,38,Female,4,Marketing,Sales Executive,Sales,4,2,4,4,1,3,Travel_Rarely,7,No,Single,4028,7,7,0,No
806,1,710,29,Male,4,Life Sciences,Research Scientist,Research & Development,2,1,4,3,4,3,Travel_Frequently,1,No,Divorced,2720,10,7,2,No
817,1,712,48,Male,1,Marketing,Sales Executive,Sales,2,4,2,3,4,3,Travel_Rarely,2,No,Married,8120,2,2,2,No
1410,1,714,27,Female,1,Medical,Sales Executive,Sales,4,4,4,4,2,3,Travel_Frequently,3,Yes,Divorced,4647,6,5,0,No
1225,1,715,37,Male,2,Life Sciences,Research Scientist,Research & Development,4,4,4,3,1,3,Travel_Rarely,10,No,Single,4680,1,0,0,No
1207,1,716,50,Male,1,Medical,Laboratory Technician,Research & Development,4,4,3,3,3,3,Travel_Rarely,28,Yes,Married,3221,20,8,3,No
1442,1,717,34,Female,3,Medical,Healthcare Representative,Research & Development,4,2,2,3,2,4,Travel_Rarely,9,No,Single,8621,8,7,7,No
693,1,720,24,Female,2,Life Sciences,Sales Executive,Sales,1,3,3,3,1,3,Travel_Rarely,3,No,Single,4577,2,2,2,Yes
408,1,721,39,Female,4,Technical Degree,Healthcare Representative,Research & Development,4,2,3,3,1,3,Travel_Rarely,2,No,Single,4553,20,7,11,No
929,1,722,32,Male,3,Marketing,Sales Executive,Sales,4,3,4,3,4,2,Travel_Rarely,10,No,Single,5396,10,7,0,No
562,1,723,50,Male,2,Technical Degree,Sales Executive,Sales,2,3,3,3,1,3,Travel_Frequently,8,Yes,Married,6796,4,3,1,Yes
827,1,724,38,Female,4,Life Sciences,Healthcare Representative,Research & Development,2,4,4,3,3,2,Travel_Rarely,1,No,Single,7625,9,7,1,No
608,1,725,27,Female,2,Life Sciences,Manufacturing Director,Research & Development,3,3,1,3,4,3,Travel_Rarely,1,No,Married,7412,9,7,0,No
1018,1,727,32,Female,2,Life Sciences,Research Director,Research & Development,3,3,4,3,4,3,Travel_Rarely,3,No,Single,11159,7,7,7,No
703,1,728,47,Male,4,Marketing,Sales Executive,Sales,4,3,1,3,4,3,Travel_Rarely,14,No,Single,4960,7,7,1,No
580,1,729,40,Male,4,Life Sciences,Sales Executive,Sales,4,2,1,4,3,3,Travel_Frequently,5,Yes,Married,10475,18,13,1,No
970,1,730,53,Male,3,Life Sciences,Research Director,Research & Development,3,4,3,3,3,3,Travel_Rarely,7,No,Married,14814,5,1,1,No
427,1,731,41,Male,4,Human Resources,Manager,Human Resources,2,2,4,3,2,2,Travel_Rarely,10,No,Divorced,19141,21,6,12,No
1179,1,732,60,Male,4,Marketing,Sales Executive,Sales,1,3,1,3,4,3,Travel_Rarely,16,No,Single,5405,2,2,2,No
294,1,733,27,Male,2,Life Sciences,Manufacturing Director,Research & Development,4,3,1,4,3,2,Travel_Frequently,10,No,Divorced,8793,9,7,1,No
314,1,734,41,Male,3,Human Resources,Manager,Human Resources,4,2,3,3,2,3,Travel_Rarely,1,No,Married,19189,22,7,2,No
316,1,738,50,Male,4,Marketing,Sales Representative,Sales,4,3,2,3,4,3,Travel_Rarely,8,No,Married,3875,2,2,2,No
654,1,741,28,Female,2,Life Sciences,Research Scientist,Research & Development,1,1,2,3,4,3,Travel_Rarely,1,Yes,Single,2216,7,7,3,Yes
427,1,742,36,Female,3,Life Sciences,Research Director,Research & Development,1,4,1,3,1,3,Non-Travel,8,No,Married,11713,8,7,0,No
168,1,743,38,Female,3,Life Sciences,Manufacturing Director,Research & Development,3,3,3,3,4,4,Travel_Rarely,1,Yes,Single,7861,1,0,0,No
381,1,744,44,Male,3,Medical,Laboratory Technician,Research & Development,1,1,3,3,3,3,Non-Travel,24,No,Single,3708,5,2,1,No
217,1,746,47,Female,3,Medical,Sales Executive,Sales,4,3,3,3,4,2,Travel_Frequently,3,Yes,Divorced,13770,22,2,11,No
501,1,747,30,Male,5,Marketing,Sales Executive,Sales,3,3,4,4,4,2,Travel_Rarely,27,No,Divorced,5304,8,7,7,No
1396,1,749,29,Male,3,Life Sciences,Sales Representative,Sales,3,3,3,3,3,3,Travel_Rarely,10,No,Single,2642,1,0,0,No
933,1,752,42,Male,3,Medical,Research Scientist,Research & Development,3,4,3,3,4,3,Travel_Frequently,19,Yes,Divorced,2759,2,2,2,Yes
775,1,754,43,Male,3,Life Sciences,Sales Executive,Sales,4,2,4,3,3,3,Travel_Frequently,15,No,Married,6804,2,2,2,No
970,1,757,34,Female,2,Medical,Healthcare Representative,Research & Development,2,3,3,3,4,3,Travel_Rarely,8,No,Single,6142,5,1,4,No
650,1,758,23,Male,1,Medical,Laboratory Technician,Research & Development,2,3,1,3,4,4,Travel_Rarely,9,No,Married,2500,4,3,0,No
141,1,760,39,Female,3,Human Resources,Human Resources,Human Resources,3,4,2,3,3,1,Travel_Rarely,3,No,Married,6389,8,3,3,No
832,1,762,56,Male,3,Medical,Healthcare Representative,Research & Development,3,3,4,3,3,2,Travel_Rarely,9,No,Married,11103,10,7,1,No
804,1,763,40,Female,1,Medical,Research Scientist,Research & Development,4,2,4,4,4,2,Travel_Rarely,2,Yes,Single,2342,4,2,2,No
975,1,764,27,Female,3,Medical,Healthcare Representative,Research & Development,4,2,1,3,1,1,Travel_Rarely,7,No,Single,6811,7,6,0,No
1090,1,766,29,Male,3,Marketing,Sales Representative,Sales,4,3,2,3,4,3,Travel_Rarely,10,No,Divorced,2297,2,2,2,No
346,1,769,53,Male,3,Life Sciences,Laboratory Technician,Research & Development,4,3,4,3,4,3,Travel_Rarely,6,No,Single,2450,2,2,2,No
1225,1,771,35,Female,4,Life Sciences,Healthcare Representative,Research & Development,4,3,1,3,1,4,Non-Travel,2,No,Divorced,5093,1,0,0,No
430,1,772,32,Male,4,Life Sciences,Laboratory Technician,Research & Development,1,3,4,3,4,3,Travel_Frequently,24,No,Married,5309,10,8,4,No
268,1,773,38,Male,5,Medical,Research Scientist,Research & Development,4,3,3,3,2,1,Travel_Rarely,2,Yes,Married,3057,1,0,0,No
167,1,775,34,Female,5,Life Sciences,Manufacturing Director,Research & Development,2,3,1,3,3,3,Travel_Rarely,8,No,Divorced,5121,0,0,0,No
