sex,age,who,adult_male,class,alive,alone,sibsp,parch,fare,deck,embark_town,survived?
male,23.0,man,True,Second,no,True,0,0,10.5,,Southampton,NO
female,28.0,woman,False,Second,yes,True,0,0,12.65,,Southampton,YES
male,39.0,man,True,Third,yes,True,0,0,7.925,,Southampton,YES
male,26.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
female,21.0,woman,False,Third,no,False,1,0,9.825,,Southampton,NO
male,28.0,man,True,Third,no,False,1,0,15.85,,Southampton,NO
female,20.0,woman,False,Third,no,True,0,0,8.6625,,Southampton,NO
male,34.0,man,True,Second,no,False,1,0,21.0,,Southampton,NO
male,51.0,man,True,Third,no,True,0,0,7.75,,Southampton,NO
male,3.0,child,False,Second,yes,False,1,1,18.75,,Southampton,YES
male,21.0,man,True,Third,no,True,0,0,7.775,,Southampton,NO
female,,woman,False,Third,no,False,3,1,25.4667,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,,man,True,Third,no,True,0,0,6.8583,,Queenstown,NO
female,33.0,woman,False,First,yes,False,1,0,90.0,C,Queenstown,YES
male,,man,True,Second,no,True,0,0,0.0,,Southampton,NO
male,44.0,man,True,Third,yes,True,0,0,7.925,,Southampton,YES
female,,woman,False,Third,no,True,0,0,8.05,,Southampton,NO
female,34.0,woman,False,Second,yes,False,1,1,32.5,,Southampton,YES
female,18.0,woman,False,Second,yes,False,0,2,13.0,,Southampton,YES
male,30.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
female,10.0,child,False,Third,no,False,0,2,24.15,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.8958,,Cherbourg,NO
male,21.0,man,True,Third,no,True,0,0,7.7333,,Queenstown,NO
male,29.0,man,True,Third,no,True,0,0,7.875,,Southampton,NO
female,28.0,woman,False,Third,no,False,1,1,14.4,,Southampton,NO
male,18.0,man,True,Third,no,False,1,1,20.2125,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.25,,Southampton,NO
female,28.0,woman,False,Second,yes,False,1,0,26.0,,Southampton,YES
female,19.0,woman,False,Second,yes,True,0,0,26.0,,Southampton,YES
male,,man,True,Third,no,True,0,0,7.75,,Queenstown,NO
male,32.0,man,True,Third,yes,True,0,0,8.05,E,Southampton,YES
male,28.0,man,True,First,yes,True,0,0,26.55,C,Southampton,YES
female,,woman,False,Third,yes,False,1,0,16.1,,Southampton,YES
female,42.0,woman,False,Second,yes,False,1,0,26.0,,Southampton,YES
male,17.0,man,True,Third,no,True,0,0,7.125,,Southampton,NO
male,50.0,man,True,First,no,False,1,0,55.9,E,Southampton,NO
female,14.0,child,False,First,yes,False,1,2,120.0,B,Southampton,YES
female,21.0,woman,False,Third,no,False,2,2,34.375,,Southampton,NO
female,24.0,woman,False,Second,yes,False,2,3,18.75,,Southampton,YES
male,64.0,man,True,First,no,False,1,4,263.0,C,Southampton,NO
male,31.0,man,True,Second,no,True,0,0,10.5,,Southampton,NO
female,45.0,woman,False,Second,yes,False,1,1,26.25,,Southampton,YES
male,20.0,man,True,Third,no,True,0,0,9.5,,Southampton,NO
male,25.0,man,True,Third,no,False,1,0,7.775,,Southampton,NO
female,28.0,woman,False,Second,yes,True,0,0,13.0,,Southampton,YES
male,,man,True,Third,yes,True,0,0,8.1125,,Southampton,YES
male,4.0,child,False,First,yes,False,0,2,81.8583,A,Southampton,YES
female,13.0,child,False,Second,yes,False,0,1,19.5,,Southampton,YES
male,34.0,man,True,First,yes,True,0,0,26.55,,Southampton,YES
female,5.0,child,False,Third,yes,False,2,1,19.2583,,Cherbourg,YES
male,52.0,man,True,First,yes,True,0,0,30.5,C,Southampton,YES
male,36.0,man,True,Second,no,False,1,2,27.75,,Southampton,NO
male,,man,True,Third,no,False,1,0,19.9667,,Southampton,NO
male,30.0,man,True,First,no,True,0,0,27.75,C,Cherbourg,NO
male,49.0,man,True,First,yes,False,1,0,89.1042,C,Cherbourg,YES
male,,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,29.0,man,True,Third,yes,True,0,0,7.8958,,Cherbourg,YES
male,65.0,man,True,First,no,True,0,0,26.55,E,Southampton,NO
female,,woman,False,First,yes,False,1,0,51.8625,D,Southampton,YES
female,50.0,woman,False,Second,yes,True,0,0,10.5,,Southampton,YES
male,,man,True,Third,no,True,0,0,7.75,,Queenstown,NO
male,48.0,man,True,First,yes,True,0,0,26.55,E,Southampton,YES
male,34.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,47.0,man,True,First,no,True,0,0,38.5,E,Southampton,NO
male,48.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
male,,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,38.0,man,True,Third,no,True,0,0,7.05,,Southampton,NO
male,,man,True,Second,no,True,0,0,0.0,,Southampton,NO
male,56.0,man,True,First,no,True,0,0,26.55,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.725,,Queenstown,NO
female,0.75,child,False,Third,yes,False,2,1,19.2583,,Cherbourg,YES
male,,man,True,Third,no,True,0,0,7.25,,Southampton,NO
male,38.0,man,True,Third,no,True,0,0,8.6625,,Southampton,NO
female,33.0,woman,False,Second,yes,False,1,2,27.75,,Southampton,YES
female,23.0,woman,False,Second,yes,True,0,0,13.7917,D,Cherbourg,YES
female,22.0,woman,False,Third,no,True,0,0,9.8375,,Southampton,NO
male,,man,True,First,no,True,0,0,52.0,A,Southampton,NO
male,34.0,man,True,Second,no,False,1,0,21.0,,Southampton,NO
male,29.0,man,True,Third,no,False,1,0,7.0458,,Southampton,NO
male,22.0,man,True,Third,no,True,0,0,7.5208,,Southampton,NO
female,2.0,child,False,Third,yes,False,0,1,12.2875,,Southampton,YES
male,9.0,child,False,Third,no,False,5,2,46.9,,Southampton,NO
male,,man,True,Second,no,True,0,0,0.0,,Southampton,NO
male,50.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
female,63.0,woman,False,Third,yes,True,0,0,9.5875,,Southampton,YES
male,25.0,man,True,First,yes,False,1,0,91.0792,B,Cherbourg,YES
female,,woman,False,Third,no,False,3,1,25.4667,,Southampton,NO
female,35.0,woman,False,First,yes,False,1,0,90.0,C,Southampton,YES
male,58.0,man,True,First,no,True,0,0,29.7,B,Cherbourg,NO
male,30.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,9.0,child,False,Third,yes,False,1,1,15.9,,Southampton,YES
male,,man,True,Third,no,False,1,0,19.9667,,Southampton,NO
male,21.0,man,True,Third,no,True,0,0,7.25,,Southampton,NO
male,55.0,man,True,First,no,True,0,0,30.5,C,Southampton,NO
male,71.0,man,True,First,no,True,0,0,49.5042,,Cherbourg,NO
male,21.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,,man,True,Third,no,True,0,0,14.4583,,Cherbourg,NO
female,54.0,woman,False,First,yes,False,1,0,78.2667,D,Cherbourg,YES
male,,man,True,Third,no,True,0,0,15.1,,Southampton,NO
female,25.0,woman,False,First,no,False,1,2,151.55,C,Southampton,NO
male,24.0,man,True,Third,no,True,0,0,7.7958,,Southampton,NO
male,17.0,man,True,Third,no,True,0,0,8.6625,,Southampton,NO
female,21.0,woman,False,Third,no,True,0,0,7.75,,Queenstown,NO
female,,woman,False,Third,no,True,0,0,7.6292,,Queenstown,NO
female,37.0,woman,False,Third,no,True,0,0,9.5875,,Southampton,NO
female,16.0,woman,False,First,yes,True,0,0,86.5,B,Southampton,YES
male,18.0,man,True,First,no,False,1,0,108.9,C,Cherbourg,NO
female,33.0,woman,False,Second,yes,False,0,2,26.0,,Southampton,YES
male,,man,True,First,yes,True,0,0,26.55,,Southampton,YES
male,28.0,man,True,Third,no,True,0,0,22.525,,Southampton,NO
male,26.0,man,True,Third,yes,True,0,0,56.4958,,Southampton,YES
male,29.0,man,True,Third,yes,True,0,0,7.75,,Queenstown,YES
male,,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,36.0,man,True,First,yes,True,0,0,26.2875,E,Southampton,YES
female,54.0,woman,False,First,yes,False,1,0,59.4,,Cherbourg,YES
male,24.0,man,True,Third,no,True,0,0,7.4958,,Southampton,NO
male,47.0,man,True,First,no,True,0,0,34.0208,D,Southampton,NO
female,34.0,woman,False,Second,yes,True,0,0,10.5,F,Southampton,YES
male,,man,True,Third,no,True,0,0,24.15,,Queenstown,NO
female,36.0,woman,False,Second,yes,False,1,0,26.0,,Southampton,YES
male,32.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
female,30.0,woman,False,First,yes,True,0,0,93.5,B,Southampton,YES
male,22.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.225,,Cherbourg,NO
female,44.0,woman,False,First,yes,False,0,1,57.9792,B,Cherbourg,YES
male,,man,True,Third,no,True,0,0,7.2292,,Cherbourg,NO
male,40.5,man,True,Third,no,True,0,0,7.75,,Queenstown,NO
female,50.0,woman,False,Second,yes,True,0,0,10.5,,Southampton,YES
male,,man,True,First,no,True,0,0,221.7792,C,Southampton,NO
male,39.0,man,True,Third,no,True,0,0,7.925,,Southampton,NO
male,23.0,man,True,Second,no,False,2,1,11.5,,Southampton,NO
female,2.0,child,False,Second,yes,False,1,1,26.0,,Southampton,YES
male,,man,True,Third,no,True,0,0,7.2292,,Cherbourg,NO
male,17.0,man,True,Third,no,False,1,1,7.2292,,Cherbourg,NO
female,,woman,False,Third,yes,False,0,2,22.3583,,Cherbourg,YES
female,30.0,woman,False,Third,no,True,0,0,8.6625,,Southampton,NO
female,7.0,child,False,Second,yes,False,0,2,26.25,,Southampton,YES
male,45.0,man,True,First,no,True,0,0,26.55,B,Southampton,NO
female,30.0,woman,False,First,yes,True,0,0,106.425,,Cherbourg,YES
male,,man,True,Third,no,True,0,0,14.5,,Southampton,NO
female,22.0,woman,False,First,yes,False,0,2,49.5,B,Cherbourg,YES
female,36.0,woman,False,First,yes,False,0,2,71.0,B,Southampton,YES
female,9.0,child,False,Third,no,False,4,2,31.275,,Southampton,NO
female,11.0,child,False,Third,no,False,4,2,31.275,,Southampton,NO
male,32.0,man,True,Second,yes,False,1,0,26.0,,Southampton,YES
male,50.0,man,True,First,no,False,1,0,106.425,C,Cherbourg,NO
male,64.0,man,True,First,no,True,0,0,26.0,,Southampton,NO
female,19.0,woman,False,Second,yes,False,1,0,26.0,,Southampton,YES
male,,man,True,Second,yes,True,0,0,13.8625,,Cherbourg,YES
male,33.0,man,True,Third,no,False,1,1,20.525,,Southampton,NO
male,8.0,child,False,Second,yes,False,1,1,36.75,,Southampton,YES
male,17.0,man,True,First,yes,False,0,2,110.8833,C,Cherbourg,YES
male,27.0,man,True,Second,no,True,0,0,26.0,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.8292,,Queenstown,NO
male,22.0,man,True,Third,yes,True,0,0,7.225,,Cherbourg,YES
female,22.0,woman,False,Third,yes,True,0,0,7.775,,Southampton,YES
male,62.0,man,True,First,no,True,0,0,26.55,,Southampton,NO
female,48.0,woman,False,First,yes,False,1,0,39.6,A,Cherbourg,YES
male,,man,True,First,no,True,0,0,227.525,,Cherbourg,NO
female,39.0,woman,False,First,yes,False,1,1,79.65,E,Southampton,YES
female,36.0,woman,False,Third,yes,False,1,0,17.4,,Southampton,YES
male,,man,True,Third,no,True,0,0,7.75,,Queenstown,NO
male,40.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,28.0,man,True,Second,no,True,0,0,13.5,,Southampton,NO
male,,man,True,Third,no,True,0,0,8.05,,Southampton,NO
female,,woman,False,Third,no,True,0,0,8.05,,Southampton,NO
male,24.0,man,True,Third,no,False,2,0,24.15,,Southampton,NO
male,19.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
female,29.0,woman,False,Third,no,False,0,4,21.075,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.2292,,Cherbourg,NO
male,32.0,man,True,Third,yes,True,0,0,7.8542,,Southampton,YES
male,62.0,man,True,Second,yes,True,0,0,10.5,,Southampton,YES
female,53.0,woman,False,First,yes,False,2,0,51.4792,C,Southampton,YES
male,36.0,man,True,First,yes,True,0,0,26.3875,E,Southampton,YES
female,,woman,False,Third,yes,True,0,0,7.75,,Queenstown,YES
male,16.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,19.0,man,True,Third,no,True,0,0,14.5,,Southampton,NO
female,34.0,woman,False,Second,yes,True,0,0,13.0,,Southampton,YES
female,39.0,woman,False,First,yes,False,1,0,55.9,E,Southampton,YES
female,,woman,False,Third,no,False,1,0,14.4583,,Cherbourg,NO
male,32.0,man,True,Third,yes,True,0,0,7.925,,Southampton,YES
female,25.0,woman,False,Second,yes,False,1,1,30.0,,Southampton,YES
female,39.0,woman,False,First,yes,False,1,1,110.8833,C,Cherbourg,YES
male,54.0,man,True,Second,no,True,0,0,26.0,,Southampton,NO
male,36.0,man,True,First,no,True,0,0,40.125,A,Cherbourg,NO
male,,man,True,Third,no,True,0,0,8.7125,,Cherbourg,NO
female,18.0,woman,False,First,yes,False,0,2,79.65,E,Southampton,YES
male,47.0,man,True,Second,no,True,0,0,15.0,,Southampton,NO
male,60.0,man,True,First,yes,False,1,1,79.2,B,Cherbourg,YES
male,22.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,35.0,man,True,Third,no,True,0,0,7.125,,Southampton,NO
female,52.0,woman,False,First,yes,False,1,0,78.2667,D,Cherbourg,YES
male,47.0,man,True,Third,no,True,0,0,7.25,,Southampton,NO
female,,woman,False,Third,no,False,0,2,7.75,,Queenstown,NO
male,37.0,man,True,Second,no,False,1,0,26.0,,Southampton,NO
male,36.0,man,True,Third,no,False,1,1,24.15,,Southampton,NO
female,,woman,False,Second,yes,True,0,0,33.0,,Southampton,YES
male,49.0,man,True,Third,no,True,0,0,0.0,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.225,,Cherbourg,NO
male,49.0,man,True,First,yes,False,1,0,56.9292,A,Cherbourg,YES
female,24.0,woman,False,Second,yes,False,2,1,27.0,,Southampton,YES
male,,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,,man,True,First,no,True,0,0,42.4,,Southampton,NO
male,44.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
male,35.0,man,True,First,yes,True,0,0,26.55,,Cherbourg,YES
male,36.0,man,True,Third,no,False,1,0,15.55,,Southampton,NO
male,30.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,27.0,man,True,First,yes,True,0,0,30.5,,Southampton,YES
female,22.0,woman,False,Second,yes,False,1,2,41.5792,,Cherbourg,YES
female,40.0,woman,False,First,yes,True,0,0,153.4625,C,Southampton,YES
female,39.0,woman,False,Third,no,False,1,5,31.275,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.05,,Southampton,NO
female,,woman,False,Third,yes,False,1,0,15.5,,Queenstown,YES
male,,man,True,Third,no,True,0,0,7.75,,Queenstown,NO
male,35.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
female,24.0,woman,False,Second,yes,False,1,2,65.0,,Southampton,YES
male,34.0,man,True,Third,no,False,1,1,14.4,,Southampton,NO
female,26.0,woman,False,Third,no,False,1,0,16.1,,Southampton,NO
female,4.0,child,False,Second,yes,False,2,1,39.0,F,Southampton,YES
male,26.0,man,True,Second,no,True,0,0,10.5,,Southampton,NO
male,27.0,man,True,Third,no,False,1,0,14.4542,,Cherbourg,NO
male,42.0,man,True,First,yes,False,1,0,52.5542,D,Southampton,YES
male,20.0,man,True,Third,yes,False,1,1,15.7417,,Cherbourg,YES
male,21.0,man,True,Third,no,True,0,0,7.8542,,Southampton,NO
male,21.0,man,True,Third,no,True,0,0,16.1,,Southampton,NO
male,61.0,man,True,First,no,True,0,0,32.3208,D,Southampton,NO
male,57.0,man,True,Second,no,True,0,0,12.35,,Queenstown,NO
female,21.0,woman,False,First,yes,True,0,0,77.9583,D,Southampton,YES
male,26.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.7333,,Queenstown,NO
male,80.0,man,True,First,yes,True,0,0,30.0,A,Southampton,YES
male,51.0,man,True,Third,no,True,0,0,7.0542,,Southampton,NO
male,32.0,man,True,First,yes,True,0,0,30.5,B,Cherbourg,YES
male,,man,True,First,no,True,0,0,0.0,,Southampton,NO
female,9.0,child,False,Third,no,False,3,2,27.9,,Southampton,NO
female,28.0,woman,False,Second,yes,True,0,0,13.0,,Southampton,YES
male,32.0,man,True,Third,no,True,0,0,7.925,,Southampton,NO
male,31.0,man,True,Second,no,False,1,1,26.25,,Southampton,NO
female,41.0,woman,False,Third,no,False,0,5,39.6875,,Southampton,NO
male,,man,True,Third,no,False,1,0,16.1,,Southampton,NO
male,20.0,man,True,Third,no,True,0,0,7.8542,,Southampton,NO
female,24.0,woman,False,First,yes,True,0,0,69.3,B,Cherbourg,YES
female,2.0,child,False,Third,no,False,3,2,27.9,,Southampton,NO
male,,man,True,Third,yes,True,0,0,56.4958,,Southampton,YES
female,0.75,child,False,Third,yes,False,2,1,19.2583,,Cherbourg,YES
male,48.0,man,True,First,yes,False,1,0,76.7292,D,Cherbourg,YES
male,19.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,56.0,man,True,First,yes,True,0,0,35.5,A,Cherbourg,YES
male,,man,True,Third,no,True,0,0,7.55,,Southampton,NO
female,23.0,woman,False,Third,yes,True,0,0,7.55,,Southampton,YES
male,,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
female,18.0,woman,False,Second,yes,False,0,1,23.0,,Southampton,YES
male,21.0,man,True,Third,no,True,0,0,8.4333,,Southampton,NO
female,,woman,False,Third,yes,True,0,0,7.8292,,Queenstown,YES
female,18.0,woman,False,Third,no,True,0,0,6.75,,Queenstown,NO
male,24.0,man,True,Second,no,False,2,0,73.5,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
female,32.0,woman,False,Third,no,False,1,1,15.5,,Queenstown,NO
male,23.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
male,58.0,man,True,First,no,False,0,2,113.275,D,Cherbourg,NO
male,50.0,man,True,First,yes,False,2,0,133.65,,Southampton,YES
male,40.0,man,True,Third,no,True,0,0,7.225,,Cherbourg,NO
male,47.0,man,True,First,no,True,0,0,25.5875,E,Southampton,NO
male,36.0,man,True,Third,no,True,0,0,7.4958,,Southampton,NO
male,20.0,man,True,Third,yes,False,1,0,7.925,,Southampton,YES
male,32.0,man,True,Second,no,False,2,0,73.5,,Southampton,NO
male,25.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.775,,Southampton,NO
male,43.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
female,,woman,False,First,yes,False,1,0,52.0,C,Southampton,YES
female,40.0,woman,False,Second,yes,False,1,1,39.0,,Southampton,YES
male,31.0,man,True,First,no,False,1,0,52.0,B,Southampton,NO
male,70.0,man,True,Second,no,True,0,0,10.5,,Southampton,NO
male,31.0,man,True,Second,yes,True,0,0,13.0,,Southampton,YES
male,,man,True,Second,no,True,0,0,0.0,,Southampton,NO
male,18.0,man,True,Third,no,True,0,0,7.775,,Southampton,NO
male,24.5,man,True,Third,no,True,0,0,8.05,,Southampton,NO
female,18.0,woman,False,Third,yes,True,0,0,9.8417,,Southampton,YES
female,43.0,woman,False,Third,no,False,1,6,46.9,,Southampton,NO
male,36.0,man,True,First,yes,False,0,1,512.3292,B,Cherbourg,YES
female,,woman,False,Third,no,True,0,0,8.1375,,Queenstown,NO
male,27.0,man,True,First,yes,True,0,0,76.7292,D,Cherbourg,YES
male,20.0,man,True,Third,no,True,0,0,9.225,,Southampton,NO
male,14.0,child,False,Third,no,False,5,2,46.9,,Southampton,NO
male,60.0,man,True,Second,no,False,1,1,39.0,,Southampton,NO
male,25.0,man,True,Second,no,False,1,2,41.5792,,Cherbourg,NO
male,14.0,child,False,Third,no,False,4,1,39.6875,,Southampton,NO
male,19.0,man,True,Third,no,True,0,0,10.1708,,Southampton,NO
male,18.0,man,True,Third,no,True,0,0,7.7958,,Southampton,NO
female,15.0,child,False,First,yes,False,0,1,211.3375,B,Southampton,YES
male,31.0,man,True,First,yes,False,1,0,57.0,B,Southampton,YES
female,4.0,child,False,Third,yes,False,0,1,13.4167,,Cherbourg,YES
male,,man,True,Third,yes,True,0,0,56.4958,,Southampton,YES
male,25.0,man,True,Third,no,True,0,0,7.225,,Cherbourg,NO
male,60.0,man,True,First,no,True,0,0,26.55,,Southampton,NO
male,52.0,man,True,Second,no,True,0,0,13.5,,Southampton,NO
male,44.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
female,,woman,False,Third,yes,True,0,0,7.7333,,Queenstown,YES
male,49.0,man,True,First,no,False,1,1,110.8833,C,Cherbourg,NO
male,42.0,man,True,Third,no,True,0,0,7.65,F,Southampton,NO
female,18.0,woman,False,First,yes,False,1,0,227.525,C,Cherbourg,YES
male,35.0,man,True,First,yes,True,0,0,26.2875,E,Southampton,YES
female,18.0,woman,False,Third,no,False,0,1,14.4542,,Cherbourg,NO
male,25.0,man,True,Third,no,True,0,0,7.7417,,Queenstown,NO
male,26.0,man,True,Third,no,False,1,0,7.8542,,Southampton,NO
male,39.0,man,True,Second,no,True,0,0,26.0,,Southampton,NO
female,45.0,woman,False,Second,yes,True,0,0,13.5,,Southampton,YES
male,42.0,man,True,First,yes,True,0,0,26.2875,E,Southampton,YES
female,22.0,woman,False,First,yes,True,0,0,151.55,,Southampton,YES
male,,man,True,Third,yes,False,1,1,15.2458,,Cherbourg,YES
female,24.0,woman,False,First,yes,True,0,0,49.5042,C,Cherbourg,YES
male,,man,True,First,no,True,0,0,26.55,C,Southampton,NO
male,48.0,man,True,First,yes,False,1,0,52.0,C,Southampton,YES
male,29.0,man,True,Third,no,True,0,0,9.4833,,Southampton,NO
male,52.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
male,19.0,man,True,Third,no,True,0,0,7.65,F,Southampton,NO
female,38.0,woman,False,First,yes,True,0,0,227.525,C,Cherbourg,YES
female,27.0,woman,False,Second,yes,True,0,0,10.5,E,Southampton,YES
male,,man,True,Third,no,True,0,0,15.5,,Queenstown,NO
male,33.0,man,True,Third,no,True,0,0,7.775,,Southampton,NO
female,6.0,child,False,Second,yes,False,0,1,33.0,,Southampton,YES
male,17.0,man,True,Third,no,False,1,0,7.0542,,Southampton,NO
male,34.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
male,50.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
male,27.0,man,True,First,yes,False,1,0,53.1,E,Southampton,YES
male,20.0,man,True,Third,no,True,0,0,8.6625,,Southampton,NO
female,30.0,woman,False,Second,yes,False,3,0,21.0,,Southampton,YES
female,,woman,False,Third,yes,True,0,0,7.7375,,Queenstown,YES
male,25.0,man,True,Second,no,False,1,0,26.0,,Southampton,NO
female,25.0,woman,False,Third,no,False,1,0,7.925,,Southampton,NO
female,29.0,woman,False,First,yes,True,0,0,211.3375,B,Southampton,YES
male,11.0,child,False,Third,no,True,0,0,18.7875,,Cherbourg,NO
male,,man,True,Second,no,True,0,0,0.0,,Southampton,NO
male,23.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
male,23.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
male,28.5,man,True,Third,no,True,0,0,16.1,,Southampton,NO
female,48.0,woman,False,Third,no,False,1,3,34.375,,Southampton,NO
male,35.0,man,True,First,yes,True,0,0,512.3292,B,Cherbourg,YES
male,,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,,man,True,First,yes,True,0,0,30.0,D,Southampton,YES
male,36.0,man,True,First,no,False,1,0,78.85,C,Southampton,NO
female,21.0,woman,False,First,yes,False,2,2,262.375,B,Cherbourg,YES
male,24.0,man,True,Third,no,False,1,0,16.1,,Southampton,NO
male,31.0,man,True,Third,yes,True,0,0,7.925,,Southampton,YES
male,70.0,man,True,First,no,False,1,1,71.0,B,Southampton,NO
male,16.0,man,True,Third,no,False,1,1,20.25,,Southampton,NO
female,30.0,woman,False,Second,yes,True,0,0,13.0,,Southampton,YES
male,19.0,man,True,First,no,False,1,0,53.1,D,Southampton,NO
male,31.0,man,True,Third,no,True,0,0,7.75,,Queenstown,NO
female,4.0,child,False,Second,yes,False,1,1,23.0,,Southampton,YES
male,6.0,child,False,Third,yes,False,0,1,12.475,E,Southampton,YES
male,33.0,man,True,Third,no,True,0,0,9.5,,Southampton,NO
male,23.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
female,48.0,woman,False,Second,yes,False,1,2,65.0,,Southampton,YES
male,0.67,child,False,Second,yes,False,1,1,14.5,,Southampton,YES
male,28.0,man,True,Third,no,True,0,0,7.7958,,Southampton,NO
male,18.0,man,True,Second,no,True,0,0,11.5,,Southampton,NO
male,34.0,man,True,Third,no,True,0,0,8.05,,Southampton,NO
female,33.0,woman,False,First,yes,True,0,0,86.5,B,Southampton,YES
male,,man,True,Third,no,True,0,0,14.5,,Southampton,NO
male,41.0,man,True,Third,no,True,0,0,7.125,,Southampton,NO
male,20.0,man,True,Third,yes,True,0,0,7.2292,,Cherbourg,YES
female,36.0,woman,False,First,yes,False,1,2,120.0,B,Southampton,YES
male,16.0,man,True,Third,no,True,0,0,7.775,,Southampton,NO
female,51.0,woman,False,First,yes,False,1,0,77.9583,D,Southampton,YES
male,,man,True,First,no,True,0,0,39.6,,Cherbourg,NO
female,30.5,woman,False,Third,no,True,0,0,7.75,,Queenstown,NO
male,,man,True,Third,no,False,1,0,24.15,,Queenstown,NO
male,32.0,man,True,Third,no,True,0,0,8.3625,,Southampton,NO
male,24.0,man,True,Third,no,True,0,0,9.5,,Southampton,NO
male,48.0,man,True,Third,no,True,0,0,7.8542,,Southampton,NO
female,57.0,woman,False,Second,no,True,0,0,10.5,E,Southampton,NO
male,,man,True,Third,no,True,0,0,7.225,,Cherbourg,NO
female,54.0,woman,False,Second,yes,False,1,3,23.0,,Southampton,YES
male,18.0,man,True,Third,no,True,0,0,7.75,,Southampton,NO
male,,man,True,Third,no,True,0,0,7.75,F,Queenstown,NO
female,5.0,child,False,Third,yes,True,0,0,12.475,,Southampton,YES
male,,man,True,Third,no,True,0,0,7.7375,,Queenstown,NO
female,43.0,woman,False,First,yes,False,0,1,211.3375,B,Southampton,YES
female,13.0,child,False,Third,yes,True,0,0,7.2292,,Cherbourg,YES
female,17.0,woman,False,First,yes,False,1,0,57.0,B,Southampton,YES
male,29.0,man,True,First,no,True,0,0,30.0,D,Southampton,NO
male,,man,True,Third,no,False,1,2,23.45,,Southampton,NO
male,25.0,man,True,Third,no,True,0,0,7.05,,Southampton,NO
male,25.0,man,True,Third,no,True,0,0,7.25,,Southampton,NO
female,18.0,woman,False,Third,yes,True,0,0,7.4958,,Southampton,YES
male,8.0,child,False,Third,no,False,4,1,29.125,,Queenstown,NO
male,1.0,child,False,Third,yes,False,1,2,20.575,,Southampton,YES
male,46.0,man,True,First,no,True,0,0,79.2,B,Cherbourg,NO
male,,man,True,Third,no,True,0,0,7.75,,Queenstown,NO
male,16.0,man,True,Second,no,True,0,0,26.0,,Southampton,NO
female,,woman,False,Third,no,False,8,2,69.55,,Southampton,NO
male,,man,True,First,no,True,0,0,30.6958,,Cherbourg,NO
male,25.0,man,True,Third,no,True,0,0,7.8958,,Southampton,NO
male,39.0,man,True,Second,no,True,0,0,13.0,,Southampton,NO
female,49.0,woman,False,First,yes,True,0,0,25.9292,D,Southampton,YES
female,31.0,woman,False,Third,yes,True,0,0,8.6833,,Southampton,YES
male,30.0,man,True,Third,no,True,0,0,7.2292,,Cherbourg,NO
