Age,Job,Marital_Status,Education,Has_Credit,Housing_Loan,Personal_Loan,Contact,Duraction_Contact,Number_Contacts,Prev_Outcome,Employment_VarRate,Consumer_PriceIndex,Consumer_Confidence,Month_Rate,Employees,Client_Subscribed
47,admin,divorced,high school,no,no,no,cellular,480,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36,admin,single,high school,no,no,no,cellular,259,1,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,services,divorced,high school,no,no,no,cellular,222,3,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
32,blue-collar,single,high school,no,no,yes,cellular,204,3,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
34,services,married,high school,no,no,no,telephone,9,14,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37,admin,single,high school,no,no,no,cellular,609,2,success,-1.7,94.215,-40.3,0.782,4991.6,yes
39,services,married,high school,no,no,no,telephone,919,2,nonexistent,1.1,93.994,-36.4,4.856,5191,no
20,student,single,high school,no,no,no,cellular,187,2,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
33,admin,married,high school,no,no,no,cellular,595,2,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
42,self-employed,married,high school,no,no,no,telephone,83,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
40,services,single,high school,no,no,no,cellular,197,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
54,technician,married,high school,no,no,no,cellular,58,3,failure,-1.8,93.075,-47.1,1.405,5099.1,no
52,blue-collar,married,high school,no,no,no,cellular,57,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
71,retired,married,high school,no,no,no,cellular,363,1,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
42,blue-collar,divorced,high school,no,no,no,telephone,256,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40,technician,single,high school,no,no,no,cellular,85,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
58,services,married,high school,no,no,no,cellular,155,5,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,services,married,high school,no,no,no,telephone,181,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
26,student,single,high school,no,no,no,cellular,235,1,failure,-1.7,94.215,-40.3,0.893,4991.6,no
32,admin,married,high school,no,no,no,cellular,219,2,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
39,technician,married,high school,no,no,no,cellular,749,2,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
52,admin,married,high school,no,no,no,telephone,643,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,services,married,high school,no,no,yes,cellular,175,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
32,admin,single,high school,no,no,no,cellular,1143,1,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
55,services,married,high school,no,no,yes,cellular,371,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,services,married,high school,no,no,no,cellular,312,2,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
42,admin,single,high school,no,no,no,cellular,163,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,admin,divorced,high school,no,no,no,cellular,121,17,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,management,married,high school,no,no,yes,cellular,245,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
24,services,married,high school,no,no,no,cellular,10,5,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32,services,married,high school,no,no,no,cellular,217,1,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
35,admin,married,high school,no,no,no,cellular,95,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
39,retired,single,high school,no,no,no,telephone,109,4,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,unemployed,married,high school,no,no,no,cellular,284,2,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
34,services,married,high school,no,no,no,cellular,71,3,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
34,services,married,high school,no,no,no,telephone,211,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,blue-collar,married,high school,no,no,no,cellular,144,3,failure,-1.8,92.893,-46.2,1.266,5099.1,no
27,services,single,high school,no,no,no,cellular,423,3,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,yes
54,retired,married,high school,no,no,no,cellular,172,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
38,services,divorced,high school,no,no,no,cellular,503,1,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,high school,no,no,no,telephone,286,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin,single,high school,no,no,no,cellular,140,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
32,admin,married,high school,no,no,no,cellular,187,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
28,blue-collar,single,high school,no,no,no,cellular,16,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
27,admin,single,high school,no,no,no,cellular,192,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
26,services,single,high school,no,no,no,telephone,155,3,nonexistent,1.1,93.994,-36.4,4.855,5191,no
51,admin,married,high school,no,no,no,cellular,286,2,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
44,services,divorced,high school,no,no,no,cellular,903,4,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
25,student,single,high school,no,no,no,telephone,345,2,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
28,services,single,high school,no,no,no,telephone,406,3,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
55,admin,married,high school,no,no,yes,cellular,307,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
24,student,single,high school,no,no,no,telephone,132,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
26,blue-collar,single,high school,no,no,no,cellular,49,3,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
33,blue-collar,single,high school,no,no,no,cellular,2301,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
43,admin,married,high school,no,no,no,cellular,127,1,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
38,management,married,high school,no,no,no,telephone,776,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,admin,divorced,high school,no,no,no,cellular,87,5,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,entrepreneur,divorced,high school,no,no,no,cellular,298,2,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
32,services,married,high school,no,no,no,cellular,1090,1,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
33,services,married,high school,no,no,no,telephone,147,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,services,married,high school,no,no,no,cellular,377,3,failure,-1.8,93.075,-47.1,1.466,5099.1,no
34,services,single,high school,no,no,no,telephone,29,16,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,technician,married,high school,no,no,no,cellular,46,3,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,single,high school,no,no,no,telephone,394,3,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
25,services,single,high school,no,no,no,cellular,553,1,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no
31,management,single,high school,no,no,no,cellular,90,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
51,services,married,high school,no,no,no,telephone,236,2,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,blue-collar,married,high school,no,no,no,telephone,718,13,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
51,technician,married,high school,no,no,no,cellular,198,2,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
48,admin,divorced,high school,no,no,no,telephone,315,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,services,single,high school,no,no,yes,cellular,9,17,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
32,blue-collar,married,high school,no,no,yes,telephone,140,1,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
57,admin,divorced,high school,no,no,no,cellular,473,1,success,-1.1,94.199,-37.5,0.877,4963.6,yes
30,admin,divorced,high school,no,no,no,cellular,131,2,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
24,student,single,high school,no,no,no,cellular,557,1,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
32,technician,married,high school,no,no,no,cellular,195,3,failure,-1.8,92.893,-46.2,1.281,5099.1,no
42,admin,single,high school,no,no,no,cellular,127,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34,technician,single,high school,no,no,no,cellular,63,1,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
35,services,married,high school,no,no,no,cellular,130,3,failure,-1.8,92.893,-46.2,1.354,5099.1,no
32,housemaid,single,high school,no,no,no,telephone,406,2,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
55,admin,married,high school,no,no,no,telephone,94,1,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,technician,married,high school,no,no,no,cellular,79,1,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,housemaid,married,high school,no,no,no,cellular,399,1,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
38,blue-collar,single,high school,no,no,no,cellular,136,2,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
36,admin,single,high school,no,no,yes,telephone,148,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
21,student,single,high school,no,no,no,cellular,362,1,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,yes
31,admin,married,high school,no,no,no,telephone,952,4,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
41,admin,divorced,high school,no,no,no,telephone,72,3,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,admin,married,high school,no,no,no,cellular,166,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin,single,high school,no,no,no,cellular,96,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,services,married,high school,no,no,yes,cellular,340,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
34,admin,single,high school,no,no,no,cellular,127,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,management,married,high school,no,no,yes,cellular,256,2,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
32,services,married,high school,no,no,no,cellular,55,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,admin,married,high school,no,no,yes,cellular,112,1,failure,-3.4,92.649,-30.1,0.719,5017.5,no
32,admin,married,high school,no,no,no,cellular,84,1,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
30,student,single,high school,no,no,no,cellular,592,3,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
43,services,divorced,high school,no,no,no,cellular,122,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
66,retired,divorced,high school,no,no,no,cellular,211,1,failure,-1.7,94.215,-40.3,0.896,4991.6,no
44,services,single,high school,no,no,no,telephone,20,1,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,no
24,services,single,high school,no,no,no,telephone,401,2,nonexistent,1.1,93.994,-36.4,4.858,5191,no
25,admin,married,high school,no,no,no,cellular,95,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,management,married,high school,no,no,no,telephone,206,1,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
35,technician,married,high school,no,no,no,telephone,208,3,nonexistent,1.1,93.994,-36.4,4.858,5191,no
37,admin,married,high school,no,no,no,cellular,14,3,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
30,admin,single,high school,no,no,no,cellular,72,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
25,admin,married,high school,no,no,no,telephone,498,1,nonexistent,1.1,93.994,-36.4,4.855,5191,no
58,entrepreneur,married,high school,no,no,no,cellular,145,1,failure,-1.1,94.199,-37.5,0.882,4963.6,no
31,blue-collar,single,high school,no,no,no,cellular,42,6,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
26,admin,single,high school,no,no,no,telephone,619,2,nonexistent,1.1,93.994,-36.4,4.859,5191,yes
39,technician,married,high school,no,no,no,cellular,225,2,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,admin,married,high school,no,no,no,cellular,172,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
39,admin,married,high school,no,no,no,cellular,138,1,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
30,services,single,high school,no,no,no,cellular,111,2,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
30,services,married,high school,no,no,no,telephone,147,2,nonexistent,1.1,93.994,-36.4,4.864,5191,no
38,admin,married,high school,no,no,no,cellular,275,1,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
37,admin,married,high school,no,no,no,telephone,316,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,admin,married,high school,no,no,no,cellular,318,2,failure,-1.8,92.893,-46.2,1.313,5099.1,no
62,admin,married,high school,no,no,no,telephone,163,2,nonexistent,-1.8,92.843,-50,1.52,5099.1,yes
24,services,single,high school,no,no,no,cellular,1150,3,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
33,admin,single,high school,no,no,no,cellular,87,1,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,no
31,admin,single,high school,no,no,no,cellular,89,1,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
53,services,married,high school,no,no,no,telephone,429,1,nonexistent,1.1,93.994,-36.4,4.859,5191,no
31,services,single,high school,no,no,no,cellular,16,35,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
43,services,married,high school,no,no,yes,telephone,262,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,services,married,high school,no,no,yes,cellular,74,1,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
40,unemployed,divorced,high school,no,no,yes,telephone,257,1,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
34,services,divorced,high school,no,no,no,cellular,66,1,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
34,technician,married,high school,no,no,no,cellular,347,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
21,student,single,high school,no,no,no,cellular,328,1,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes
38,blue-collar,single,high school,no,no,no,cellular,141,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
38,technician,single,high school,no,no,no,telephone,152,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,services,married,high school,no,no,no,telephone,162,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,services,divorced,high school,no,no,no,telephone,155,2,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
40,admin,single,high school,no,no,no,telephone,97,1,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
47,services,divorced,high school,no,no,no,telephone,421,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
62,management,divorced,high school,no,no,no,cellular,405,1,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes
31,admin,married,high school,no,no,no,telephone,469,3,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,services,married,high school,no,no,no,cellular,186,2,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,no
40,management,single,high school,no,no,no,cellular,94,4,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,admin,married,high school,no,no,no,cellular,276,1,nonexistent,-3.4,92.379,-29.8,0.778,5017.5,no
25,services,single,high school,no,no,no,cellular,79,1,failure,-1.1,94.601,-49.5,0.977,4963.6,no
42,management,married,high school,no,no,no,cellular,588,3,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
33,blue-collar,married,high school,no,no,no,telephone,328,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,admin,single,high school,no,no,no,cellular,230,4,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
47,management,married,high school,no,no,no,cellular,282,1,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
46,admin,married,high school,no,no,no,cellular,504,1,failure,-0.1,93.2,-42,4.191,5195.8,no
37,services,married,high school,no,no,no,cellular,157,4,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
42,services,single,high school,no,no,no,telephone,207,4,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,management,married,high school,no,no,no,cellular,292,3,nonexistent,-1.8,93.876,-40,0.682,5008.7,yes
46,services,married,high school,no,no,no,cellular,92,1,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
28,services,married,high school,no,no,yes,cellular,200,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,entrepreneur,married,high school,no,no,no,telephone,232,3,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
34,admin,single,high school,no,no,no,telephone,194,3,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,admin,single,high school,no,no,no,cellular,399,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
54,admin,married,high school,no,no,no,cellular,28,10,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
43,services,married,high school,no,no,no,cellular,345,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
34,management,single,high school,no,no,no,cellular,264,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,services,single,high school,no,no,yes,cellular,50,2,failure,-1.8,92.893,-46.2,1.327,5099.1,no
33,admin,single,high school,no,no,no,telephone,60,1,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
26,services,single,high school,no,no,no,cellular,91,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
58,admin,divorced,high school,no,no,no,telephone,81,1,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,no
34,services,married,high school,no,no,no,telephone,51,2,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
43,blue-collar,single,high school,no,no,yes,telephone,137,1,nonexistent,-1.8,93.876,-40,0.699,5008.7,no
31,admin,married,high school,no,no,no,telephone,182,8,nonexistent,1.1,93.994,-36.4,4.858,5191,no
33,blue-collar,married,high school,no,no,no,cellular,87,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29,services,divorced,high school,no,no,yes,telephone,251,11,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,blue-collar,married,high school,no,no,no,cellular,136,5,failure,-1.8,92.893,-46.2,1.266,5099.1,no
51,admin,married,high school,no,no,no,cellular,40,4,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30,admin,single,high school,no,no,no,cellular,219,3,success,-1.1,94.199,-37.5,0.883,4963.6,yes
47,admin,divorced,high school,no,no,no,cellular,204,6,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35,services,single,high school,no,no,no,telephone,65,2,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
35,admin,married,high school,no,no,no,telephone,91,2,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,student,single,high school,no,no,no,cellular,268,5,failure,-1.8,92.843,-50,1.64,5099.1,yes
52,admin,married,high school,no,no,no,cellular,165,1,failure,-0.1,93.2,-42,4.021,5195.8,no
56,admin,married,high school,no,no,no,telephone,242,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
38,blue-collar,married,high school,no,no,no,cellular,102,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,admin,married,high school,no,no,no,telephone,215,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,admin,single,high school,no,no,no,cellular,1011,1,failure,-0.1,93.2,-42,4.12,5195.8,yes
25,student,single,high school,no,no,no,telephone,97,1,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,admin,married,high school,no,no,yes,cellular,155,2,success,-2.9,92.201,-31.4,0.884,5076.2,yes
37,services,married,high school,no,no,yes,cellular,264,5,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,admin,married,high school,no,no,no,cellular,123,5,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
47,services,married,high school,no,no,no,cellular,130,1,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
31,blue-collar,married,high school,no,no,no,cellular,248,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,services,single,high school,no,no,no,telephone,207,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,unemployed,single,high school,no,no,no,cellular,339,2,nonexistent,-1.8,93.876,-40,0.692,5008.7,no
31,services,married,high school,no,no,no,telephone,636,6,nonexistent,1.1,93.994,-36.4,4.859,5191,no
32,services,married,high school,no,no,no,cellular,161,2,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
41,management,married,high school,no,no,yes,telephone,129,2,nonexistent,1.1,93.994,-36.4,4.856,5191,no
46,admin,single,high school,no,no,no,cellular,251,3,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
57,admin,divorced,high school,no,no,no,telephone,162,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,technician,single,high school,no,no,no,cellular,155,2,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
26,admin,single,high school,no,no,no,cellular,134,3,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
40,self-employed,married,high school,no,no,no,cellular,521,1,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,blue-collar,single,high school,no,no,no,telephone,450,3,success,-1.8,93.369,-34.8,0.652,5008.7,yes
32,blue-collar,married,high school,no,no,no,cellular,259,2,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,admin,married,high school,no,no,yes,telephone,349,2,nonexistent,1.1,93.994,-36.4,4.86,5191,no
31,technician,divorced,high school,no,no,no,cellular,129,3,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,blue-collar,married,high school,no,no,no,telephone,340,1,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
25,student,single,high school,no,no,no,cellular,485,2,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
41,admin,divorced,high school,no,no,no,telephone,177,4,nonexistent,1.1,93.994,-36.4,4.857,5191,no
48,admin,married,high school,no,no,no,telephone,82,1,nonexistent,1.1,93.994,-36.4,4.856,5191,no
43,admin,married,high school,no,no,no,telephone,1422,10,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
39,services,married,high school,no,no,no,telephone,359,3,nonexistent,1.1,93.994,-36.4,4.86,5191,no
42,admin,married,high school,no,no,yes,cellular,219,6,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,admin,single,high school,no,no,yes,telephone,12,1,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
49,admin,single,high school,no,no,no,cellular,103,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,blue-collar,single,high school,no,no,no,telephone,213,4,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,admin,single,high school,no,no,no,telephone,132,22,nonexistent,1.1,93.994,-36.4,4.86,5191,no
52,management,married,high school,no,no,no,cellular,408,1,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
55,admin,married,high school,no,no,no,telephone,317,2,success,-1.1,94.601,-49.5,0.977,4963.6,no
26,admin,married,high school,no,no,no,telephone,120,6,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
32,services,married,high school,no,no,no,telephone,175,1,nonexistent,1.1,93.994,-36.4,4.855,5191,no
22,student,single,high school,no,no,no,cellular,53,2,success,-2.9,92.201,-31.4,0.873,5076.2,no
46,admin,single,high school,no,no,no,cellular,329,2,failure,-1.7,94.027,-38.3,0.904,4991.6,no
58,admin,married,high school,no,no,no,cellular,214,1,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
38,technician,married,high school,no,no,no,cellular,100,5,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
54,management,married,high school,no,no,no,cellular,725,4,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,technician,married,high school,no,no,no,telephone,128,1,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,services,single,high school,no,no,no,cellular,256,2,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes
60,retired,married,high school,no,no,no,cellular,181,3,success,-1.8,93.876,-40,0.699,5008.7,yes
49,admin,divorced,high school,no,no,no,cellular,602,1,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
46,admin,married,high school,no,no,no,cellular,243,1,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
28,services,married,high school,no,no,no,cellular,171,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,admin,married,high school,no,no,no,telephone,726,2,nonexistent,1.1,93.994,-36.4,4.859,5191,no
60,retired,divorced,high school,no,no,no,cellular,99,2,failure,-3.4,92.379,-29.8,0.768,5017.5,no
43,services,divorced,high school,no,no,no,cellular,388,3,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,admin,single,high school,no,no,no,cellular,75,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,self-employed,married,high school,no,no,no,cellular,532,3,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
26,blue-collar,single,high school,no,no,yes,cellular,111,8,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
50,technician,married,high school,no,no,no,telephone,224,5,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,admin,divorced,high school,no,no,yes,cellular,263,1,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
25,blue-collar,married,high school,no,no,no,telephone,217,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
40,technician,single,high school,no,no,no,telephone,151,4,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,admin,married,high school,no,no,no,cellular,91,2,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,services,single,high school,no,no,no,telephone,66,2,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,admin,married,high school,no,no,no,telephone,350,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,services,married,high school,no,no,no,cellular,124,4,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
26,blue-collar,single,high school,no,no,no,telephone,201,1,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
33,technician,single,high school,no,no,no,cellular,124,2,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
57,technician,married,high school,no,no,yes,cellular,161,1,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
33,services,single,high school,no,no,no,telephone,702,1,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,entrepreneur,married,high school,no,no,no,cellular,623,1,failure,-0.1,93.2,-42,4.191,5195.8,no
28,admin,single,high school,no,no,no,cellular,491,2,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
40,services,single,high school,no,no,no,cellular,275,1,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
24,services,single,high school,no,no,yes,cellular,91,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
39,services,divorced,high school,no,no,no,cellular,151,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,admin,single,high school,no,no,yes,cellular,295,1,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,services,married,high school,no,no,yes,cellular,87,4,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,technician,single,high school,no,no,no,cellular,445,2,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
27,admin,single,high school,no,no,no,cellular,314,2,failure,-1.8,93.075,-47.1,1.41,5099.1,no
23,student,single,high school,no,no,no,cellular,361,2,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
27,student,single,high school,no,no,yes,cellular,537,2,failure,-2.9,92.469,-33.6,1.029,5076.2,no
52,services,married,high school,no,no,yes,cellular,38,2,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
36,services,married,high school,no,no,yes,telephone,1590,2,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,unemployed,single,high school,no,no,no,cellular,13,11,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
