PetID,Type,Breed,Age,Color,Size,Weight,Vaccinated,HealthCondition,TimeInShelter,AdoptionFee,PreviousOwner,AdoptionLikelihood
843,Bird,Parakeet,120,Brown,Small,17.4,1,0,82,248,0,Unlikely
844,Cat,Siamese,149,White,Medium,15.6,1,0,65,101,1,Likely
845,Cat,Siamese,122,Gray,Medium,1.4,1,1,62,336,1,Unlikely
846,Rabbit,Rabbit,32,White,Large,11.5,1,0,56,82,1,Unlikely
847,Dog,Poodle,119,Brown,Medium,18.4,1,0,67,190,1,Likely
848,Bird,Parakeet,39,Orange,Large,25.6,0,0,17,416,0,Unlikely
849,Dog,Labrador,12,White,Medium,26.8,0,1,8,142,0,Likely
850,Rabbit,Rabbit,175,White,Medium,15.0,0,0,60,236,0,Unlikely
851,Dog,Poodle,18,Black,Medium,22.1,0,1,40,286,0,Unlikely
852,Rabbit,Rabbit,149,Brown,Small,10.2,0,0,81,276,1,Unlikely
853,Cat,Persian,141,Orange,Medium,10.9,1,0,89,386,0,Likely
854,Bird,Parakeet,149,White,Small,6.6,1,0,62,381,1,Unlikely
855,Bird,Parakeet,126,White,Small,17.3,1,0,41,449,0,Unlikely
856,Bird,Parakeet,136,Orange,Medium,10.1,0,0,12,290,0,Unlikely
857,Rabbit,Rabbit,46,Brown,Large,3.4,1,0,89,168,0,Unlikely
858,Cat,Persian,104,Black,Large,20.9,1,0,54,442,0,Unlikely
859,Rabbit,Rabbit,135,White,Large,21.5,1,0,89,143,0,Unlikely
860,Bird,Parakeet,151,Black,Medium,11.4,1,1,11,183,0,Unlikely
861,Bird,Parakeet,86,Gray,Large,3.2,0,1,60,44,0,Unlikely
862,Cat,Siamese,150,Brown,Small,13.4,0,0,68,242,0,Unlikely
863,Dog,Poodle,89,Gray,Large,13.8,1,0,78,314,0,Unlikely
864,Bird,Parakeet,22,Gray,Medium,20.4,0,0,46,433,0,Likely
865,Cat,Siamese,92,Gray,Large,10.1,1,0,38,468,0,Unlikely
866,Cat,Persian,29,Brown,Small,20.8,1,1,61,267,0,Unlikely
867,Cat,Persian,13,Brown,Medium,26.3,0,0,17,475,0,Likely
868,Dog,Poodle,2,Orange,Large,7.9,0,1,66,252,0,Unlikely
869,Cat,Siamese,29,Black,Medium,29.4,1,1,72,395,0,Unlikely
870,Cat,Siamese,27,Black,Medium,12.2,1,1,36,288,0,Unlikely
871,Rabbit,Rabbit,50,Orange,Medium,8.8,1,0,74,211,0,Likely
872,Dog,Labrador,95,Orange,Large,13.2,0,0,7,487,0,Unlikely
873,Rabbit,Rabbit,151,Gray,Medium,3.7,0,0,16,176,0,Unlikely
874,Dog,Labrador,88,Orange,Large,4.6,0,0,14,20,1,Unlikely
875,Bird,Parakeet,44,White,Small,13.0,0,0,80,315,0,Unlikely
876,Rabbit,Rabbit,22,Black,Large,23.1,1,0,25,51,0,Likely
877,Cat,Siamese,171,Orange,Small,27.1,0,0,4,437,1,Unlikely
878,Rabbit,Rabbit,165,White,Large,20.3,1,0,29,422,0,Unlikely
879,Rabbit,Rabbit,97,White,Medium,4.1,1,0,56,232,1,Likely
880,Cat,Siamese,3,White,Large,20.5,0,0,6,432,0,Unlikely
881,Bird,Parakeet,118,White,Medium,19.4,1,0,1,122,0,Likely
882,Bird,Parakeet,19,Gray,Small,24.4,1,0,39,361,1,Likely
883,Rabbit,Rabbit,23,White,Large,24.9,1,0,1,447,0,Likely
884,Rabbit,Rabbit,157,Gray,Medium,26.2,1,0,63,99,0,Likely
885,Rabbit,Rabbit,30,Gray,Small,13.0,1,0,57,213,0,Unlikely
886,Dog,Poodle,39,White,Small,21.2,1,0,67,409,0,Unlikely
887,Rabbit,Rabbit,108,Black,Large,8.8,1,0,65,326,0,Unlikely
888,Cat,Persian,111,White,Small,30.0,1,0,65,134,0,Unlikely
889,Bird,Parakeet,25,White,Medium,6.1,1,0,21,455,1,Likely
890,Dog,Golden Retriever,128,White,Small,1.3,1,0,30,317,1,Unlikely
891,Bird,Parakeet,111,Black,Small,5.3,1,0,33,217,0,Unlikely
892,Rabbit,Rabbit,136,Brown,Medium,23.5,1,0,48,87,1,Likely
893,Cat,Siamese,106,Brown,Small,14.0,1,1,22,279,0,Unlikely
894,Cat,Siamese,144,Gray,Small,14.0,0,0,54,39,0,Unlikely
895,Cat,Siamese,72,Gray,Small,28.7,1,1,4,239,1,Unlikely
896,Cat,Siamese,129,Black,Small,27.7,1,0,87,331,1,Unlikely
897,Bird,Parakeet,108,Orange,Medium,10.0,1,0,55,430,1,Likely
898,Dog,Labrador,5,Brown,Small,7.1,1,0,44,135,0,Likely
899,Dog,Poodle,3,Gray,Medium,25.6,1,0,89,181,0,Likely
900,Cat,Siamese,132,Brown,Small,27.3,1,0,12,264,1,Unlikely
901,Bird,Parakeet,104,Black,Small,16.7,0,0,81,258,0,Unlikely
902,Cat,Persian,64,Black,Small,19.3,1,0,79,181,0,Unlikely
903,Cat,Persian,106,Orange,Small,8.5,1,0,74,20,0,Unlikely
904,Rabbit,Rabbit,98,Orange,Medium,24.2,1,0,52,350,1,Likely
905,Dog,Labrador,10,Black,Medium,19.3,1,1,76,431,0,Likely
906,Dog,Labrador,149,Gray,Medium,15.6,1,0,65,430,0,Likely
907,Rabbit,Rabbit,128,Brown,Large,2.7,0,0,65,471,0,Unlikely
908,Dog,Golden Retriever,46,White,Small,27.6,0,0,10,195,0,Unlikely
909,Rabbit,Rabbit,155,Orange,Small,18.8,1,0,18,211,1,Unlikely
910,Bird,Parakeet,66,White,Medium,6.6,0,1,47,446,0,Unlikely
911,Dog,Poodle,169,Gray,Large,18.6,1,0,66,15,0,Unlikely
912,Dog,Golden Retriever,112,Orange,Small,20.6,1,0,49,201,0,Unlikely
913,Bird,Parakeet,13,White,Medium,16.2,1,0,72,362,0,Likely
914,Rabbit,Rabbit,137,Gray,Small,21.8,0,0,22,217,0,Unlikely
915,Cat,Persian,164,Brown,Small,17.9,1,0,86,92,0,Unlikely
916,Bird,Parakeet,86,Gray,Medium,28.5,1,1,26,132,0,Unlikely
917,Dog,Poodle,90,Orange,Medium,2.6,1,0,9,138,0,Likely
918,Dog,Labrador,58,Black,Small,4.1,1,1,21,156,1,Unlikely
919,Cat,Persian,54,Brown,Small,6.0,0,1,63,492,1,Unlikely
920,Dog,Golden Retriever,12,White,Medium,21.0,1,0,6,334,0,Likely
921,Dog,Poodle,14,Orange,Small,19.7,1,0,14,69,0,Likely
922,Cat,Persian,121,Black,Small,26.9,1,0,33,303,1,Unlikely
923,Rabbit,Rabbit,162,Gray,Medium,22.3,1,0,71,14,0,Likely
924,Dog,Poodle,121,Black,Small,15.7,1,0,24,234,0,Unlikely
925,Cat,Persian,20,Orange,Small,29.8,0,1,73,211,1,Unlikely
926,Dog,Golden Retriever,75,Orange,Large,8.7,0,0,75,289,0,Unlikely
927,Rabbit,Rabbit,144,Black,Medium,25.2,1,0,87,59,0,Likely
928,Dog,Poodle,70,Gray,Large,13.4,1,0,51,251,0,Unlikely
929,Cat,Siamese,56,Black,Large,19.8,0,0,2,445,0,Unlikely
930,Bird,Parakeet,101,Orange,Large,22.1,1,1,15,1,1,Unlikely
931,Cat,Persian,132,Orange,Small,19.4,1,0,35,235,0,Unlikely
932,Cat,Siamese,111,White,Small,5.1,1,0,36,335,0,Unlikely
933,Rabbit,Rabbit,125,White,Large,13.8,1,0,39,18,1,Unlikely
934,Cat,Persian,132,Brown,Large,17.3,1,1,4,481,1,Unlikely
935,Bird,Parakeet,20,Orange,Large,25.6,1,0,64,48,0,Likely
936,Cat,Persian,138,White,Small,13.9,1,1,74,77,0,Unlikely
937,Bird,Parakeet,24,Black,Large,27.6,1,0,6,471,0,Unlikely
938,Cat,Persian,154,Gray,Large,13.8,1,0,57,27,1,Unlikely
939,Dog,Labrador,37,Black,Medium,16.9,0,0,30,47,0,Likely
940,Dog,Golden Retriever,54,Gray,Medium,24.1,0,0,74,95,0,Unlikely
941,Cat,Siamese,103,White,Small,17.9,1,0,67,164,0,Unlikely
942,Rabbit,Rabbit,149,Brown,Medium,28.8,1,0,15,457,0,Likely
943,Rabbit,Rabbit,38,Black,Medium,20.1,1,0,17,432,0,Likely
944,Rabbit,Rabbit,174,Black,Medium,16.2,1,0,18,364,0,Likely
945,Bird,Parakeet,4,Black,Small,1.7,1,0,19,175,0,Likely
946,Rabbit,Rabbit,57,Gray,Medium,13.0,1,0,76,72,0,Likely
947,Rabbit,Rabbit,173,White,Small,9.7,1,0,88,471,0,Unlikely
948,Rabbit,Rabbit,20,Black,Large,22.7,1,0,69,355,0,Likely
949,Cat,Siamese,17,Black,Medium,7.0,0,0,24,28,1,Likely
950,Rabbit,Rabbit,119,Brown,Small,7.0,1,0,48,443,1,Unlikely
951,Dog,Labrador,71,Brown,Medium,6.5,1,0,30,156,0,Likely
952,Dog,Golden Retriever,4,White,Large,4.6,1,1,15,313,0,Unlikely
953,Bird,Parakeet,14,White,Small,10.0,1,0,47,303,0,Likely
954,Dog,Golden Retriever,3,Orange,Small,26.7,1,0,44,278,0,Likely
955,Dog,Labrador,80,Brown,Small,23.5,1,1,27,282,0,Unlikely
956,Rabbit,Rabbit,55,Orange,Large,22.3,1,1,84,478,0,Unlikely
957,Cat,Siamese,132,Gray,Large,24.1,0,0,64,490,1,Unlikely
958,Rabbit,Rabbit,120,Orange,Large,8.8,1,1,41,6,0,Unlikely
959,Dog,Labrador,24,Black,Small,26.7,0,0,68,304,0,Unlikely
960,Rabbit,Rabbit,162,Orange,Large,5.0,1,0,5,181,0,Unlikely
961,Bird,Parakeet,158,White,Medium,10.8,0,0,53,108,1,Unlikely
962,Cat,Persian,82,Gray,Large,18.0,1,0,8,323,0,Unlikely
963,Dog,Golden Retriever,147,Black,Small,4.0,0,0,22,205,1,Unlikely
964,Cat,Siamese,159,Orange,Medium,22.2,0,1,7,233,0,Unlikely
965,Bird,Parakeet,60,Gray,Large,12.2,1,1,22,425,1,Unlikely
966,Dog,Poodle,147,Gray,Medium,23.7,1,0,46,457,1,Likely
967,Rabbit,Rabbit,49,Black,Medium,15.3,0,0,30,186,1,Unlikely
968,Dog,Poodle,63,Orange,Small,6.2,1,0,16,427,0,Unlikely
969,Cat,Persian,110,Gray,Medium,22.3,1,0,79,481,0,Likely
970,Cat,Persian,150,Gray,Medium,8.3,1,0,5,409,0,Likely
971,Bird,Parakeet,152,Brown,Small,15.2,0,0,67,406,1,Unlikely
972,Dog,Golden Retriever,109,Gray,Small,3.2,1,1,23,328,0,Unlikely
973,Rabbit,Rabbit,76,Brown,Small,18.9,0,0,61,356,0,Unlikely
974,Cat,Siamese,30,Orange,Medium,20.3,1,0,74,7,0,Likely
975,Cat,Siamese,58,Orange,Medium,12.0,0,0,5,52,0,Unlikely
976,Bird,Parakeet,117,Orange,Medium,28.7,1,0,23,397,0,Likely
977,Dog,Labrador,159,White,Small,26.4,0,1,79,198,0,Unlikely
978,Dog,Labrador,100,Orange,Large,21.5,1,0,82,390,0,Likely
979,Dog,Poodle,19,Gray,Medium,21.7,1,0,25,136,0,Likely
980,Dog,Labrador,176,Black,Large,8.3,0,0,8,258,1,Unlikely
981,Rabbit,Rabbit,173,Brown,Small,20.0,0,0,21,333,1,Unlikely
982,Rabbit,Rabbit,94,White,Medium,6.7,1,0,2,400,1,Likely
983,Bird,Parakeet,113,Orange,Large,5.2,1,0,22,497,0,Unlikely
984,Dog,Golden Retriever,146,Orange,Medium,30.0,1,0,72,171,1,Likely
985,Rabbit,Rabbit,63,Black,Medium,19.0,1,0,87,85,0,Likely
986,Rabbit,Rabbit,116,Black,Medium,13.5,1,0,72,45,0,Likely
987,Cat,Siamese,113,White,Large,9.4,1,0,68,345,0,Unlikely
988,Bird,Parakeet,47,Brown,Small,18.5,0,0,64,185,0,Unlikely
989,Rabbit,Rabbit,57,Orange,Medium,2.4,1,0,19,155,0,Likely
990,Rabbit,Rabbit,118,White,Small,3.7,0,1,87,492,1,Unlikely
991,Bird,Parakeet,45,Gray,Small,2.0,1,0,82,397,0,Unlikely
992,Cat,Persian,161,Gray,Large,15.5,1,0,53,8,0,Unlikely
993,Dog,Labrador,145,White,Large,18.4,1,0,87,114,0,Likely
994,Bird,Parakeet,4,Orange,Small,2.8,1,0,52,153,0,Likely
995,Dog,Golden Retriever,148,White,Medium,21.9,1,0,47,129,0,Likely
996,Dog,Golden Retriever,47,Orange,Large,7.7,1,1,82,330,0,Unlikely
997,Dog,Poodle,143,Black,Medium,20.9,0,0,54,80,1,Unlikely
998,Dog,Labrador,47,White,Medium,29.5,1,0,44,383,0,Likely
999,Cat,Persian,78,Orange,Medium,21.0,1,0,7,289,0,Likely
1000,Rabbit,Rabbit,124,White,Small,26.6,1,1,1,146,1,Unlikely
1001,Dog,Poodle,75,White,Medium,28.5,0,0,63,294,1,Unlikely
1002,Dog,Golden Retriever,103,Orange,Small,15.1,0,0,39,465,1,Unlikely
1003,Bird,Parakeet,137,Orange,Small,21.4,0,1,19,268,0,Unlikely
1004,Dog,Labrador,90,Brown,Medium,25.7,0,0,31,132,0,Likely
1005,Dog,Golden Retriever,144,White,Medium,11.3,1,0,77,49,0,Likely
1006,Rabbit,Rabbit,69,Gray,Medium,8.6,1,0,24,22,1,Likely
1007,Dog,Golden Retriever,61,White,Medium,28.5,1,0,69,377,1,Likely
1008,Rabbit,Rabbit,138,White,Small,22.1,1,0,87,375,0,Unlikely
1009,Cat,Siamese,50,Orange,Medium,7.4,1,0,83,87,0,Likely
1010,Rabbit,Rabbit,3,White,Medium,14.0,0,0,65,412,1,Likely
1011,Rabbit,Rabbit,107,White,Small,24.1,1,1,33,111,0,Unlikely
1012,Bird,Parakeet,113,Gray,Large,16.9,1,1,59,110,0,Unlikely
1013,Cat,Siamese,94,Orange,Large,19.8,0,0,33,71,0,Unlikely
1014,Rabbit,Rabbit,118,White,Small,22.9,1,0,32,153,0,Unlikely
1015,Dog,Labrador,81,Black,Large,19.0,1,0,59,462,1,Likely
1016,Bird,Parakeet,109,Brown,Small,16.7,0,0,41,56,0,Unlikely
1017,Rabbit,Rabbit,51,Gray,Medium,22.7,0,0,12,256,0,Unlikely
1018,Dog,Golden Retriever,147,White,Medium,22.1,1,0,73,155,0,Likely
1019,Dog,Labrador,170,Black,Large,19.3,0,0,11,112,0,Unlikely
1020,Bird,Parakeet,35,White,Medium,11.4,1,0,19,317,0,Likely
1021,Rabbit,Rabbit,46,White,Large,12.8,0,0,54,46,0,Unlikely
1022,Dog,Golden Retriever,154,Orange,Large,29.1,1,0,57,237,0,Unlikely
1023,Dog,Labrador,69,Orange,Medium,4.3,1,0,42,333,0,Likely
1024,Cat,Persian,93,Orange,Medium,8.8,1,0,71,105,1,Likely
1025,Bird,Parakeet,64,Black,Large,15.3,1,0,31,481,0,Unlikely
1026,Cat,Siamese,165,White,Medium,25.3,0,0,52,186,0,Unlikely
1027,Cat,Siamese,49,Brown,Small,5.7,1,0,2,158,1,Unlikely
1028,Bird,Parakeet,149,Gray,Medium,9.0,1,0,83,197,0,Likely
1029,Bird,Parakeet,74,Orange,Medium,2.9,0,0,38,381,1,Unlikely
1030,Dog,Golden Retriever,5,Orange,Small,21.5,0,0,32,176,0,Unlikely
1031,Bird,Parakeet,100,White,Medium,7.9,1,1,10,260,1,Unlikely
1032,Cat,Siamese,70,White,Medium,12.3,1,0,8,286,1,Likely
1033,Rabbit,Rabbit,90,Black,Large,13.9,1,0,75,292,0,Unlikely
1034,Dog,Poodle,4,Black,Medium,26.8,1,0,20,334,1,Likely
1035,Cat,Persian,126,Orange,Medium,12.9,1,1,20,142,1,Unlikely
1036,Dog,Labrador,39,White,Small,5.2,1,0,9,307,0,Likely
1037,Cat,Siamese,163,Brown,Large,16.2,1,0,72,490,0,Unlikely
1038,Cat,Siamese,129,Gray,Large,28.9,0,0,15,196,0,Unlikely
1039,Rabbit,Rabbit,24,White,Large,18.6,1,0,88,475,1,Unlikely
1040,Cat,Siamese,57,White,Medium,29.5,1,0,63,224,0,Likely
1041,Cat,Siamese,100,Black,Large,25.4,1,0,21,394,0,Unlikely
1042,Cat,Persian,70,Gray,Small,2.0,1,1,5,42,0,Unlikely
1043,Dog,Labrador,41,Orange,Large,20.1,1,0,35,453,0,Likely
1044,Dog,Poodle,174,White,Small,9.3,1,1,85,150,0,Unlikely
1045,Bird,Parakeet,60,Orange,Large,17.2,0,0,68,295,0,Unlikely
1046,Rabbit,Rabbit,108,White,Large,9.1,0,1,48,62,1,Unlikely
1047,Rabbit,Rabbit,57,Orange,Small,11.1,1,0,80,129,0,Unlikely
1048,Dog,Labrador,31,Gray,Large,27.8,1,0,62,254,0,Likely
1049,Cat,Persian,84,Black,Large,7.0,0,1,35,462,0,Unlikely
1050,Dog,Golden Retriever,152,Gray,Large,26.3,1,1,70,342,0,Unlikely
1051,Bird,Parakeet,36,Brown,Medium,1.9,0,0,21,213,0,Unlikely
1052,Dog,Labrador,158,Black,Small,3.6,1,0,80,72,0,Likely
1053,Rabbit,Rabbit,152,Gray,Large,25.8,1,1,39,430,0,Unlikely
1054,Rabbit,Rabbit,108,Brown,Small,19.3,1,0,34,103,0,Unlikely
1055,Cat,Persian,106,White,Small,22.7,0,0,15,157,0,Unlikely
1056,Bird,Parakeet,158,White,Small,7.1,1,1,6,271,0,Unlikely
1057,Bird,Parakeet,86,Orange,Large,16.6,1,0,66,314,1,Unlikely
1058,Dog,Poodle,135,Black,Large,22.4,1,0,88,237,0,Unlikely
1059,Bird,Parakeet,163,White,Small,19.2,1,0,56,302,1,Unlikely
1060,Bird,Parakeet,14,Black,Medium,14.7,1,0,49,371,1,Likely
1061,Cat,Persian,120,White,Small,28.8,1,0,1,157,0,Unlikely
1062,Bird,Parakeet,138,Orange,Medium,20.6,0,1,65,108,1,Unlikely
1063,Bird,Parakeet,80,Gray,Small,27.3,1,0,28,8,0,Unlikely
1064,Cat,Siamese,144,Orange,Small,22.2,1,1,20,320,0,Unlikely
1065,Dog,Labrador,106,Brown,Small,22.3,1,1,48,58,0,Unlikely
1066,Cat,Persian,70,White,Large,3.3,0,0,72,357,1,Unlikely
1067,Cat,Persian,44,Brown,Medium,11.4,0,0,65,191,0,Unlikely
1068,Rabbit,Rabbit,73,Brown,Medium,25.9,0,0,51,135,1,Unlikely
1069,Rabbit,Rabbit,45,Black,Small,7.7,1,0,43,250,0,Unlikely
1070,Rabbit,Rabbit,107,White,Large,4.3,1,0,49,378,1,Unlikely
1071,Dog,Golden Retriever,84,Brown,Large,10.5,1,0,25,435,0,Unlikely
1072,Dog,Golden Retriever,82,Gray,Medium,7.4,1,0,74,145,0,Likely
1073,Dog,Golden Retriever,107,Brown,Large,27.8,0,0,76,346,0,Unlikely
1074,Dog,Poodle,21,Gray,Medium,26.2,1,0,41,465,0,Likely
1075,Dog,Golden Retriever,178,Black,Medium,15.5,1,0,71,351,0,Likely
1076,Rabbit,Rabbit,161,Brown,Medium,2.8,1,0,64,57,1,Likely
1077,Dog,Labrador,7,Orange,Large,21.7,1,0,61,176,0,Likely
1078,Rabbit,Rabbit,70,Black,Medium,19.1,1,0,12,287,1,Likely
1079,Dog,Poodle,127,Gray,Medium,29.1,1,0,81,244,0,Likely
1080,Dog,Poodle,143,Black,Small,17.2,0,0,69,47,1,Unlikely
1081,Cat,Persian,160,Brown,Medium,10.8,1,0,14,300,0,Likely
1082,Dog,Labrador,148,White,Medium,16.1,1,0,34,437,0,Likely
1083,Dog,Golden Retriever,143,White,Small,29.4,1,0,48,355,1,Unlikely
1084,Dog,Poodle,176,Gray,Small,21.2,0,0,61,99,0,Unlikely
1085,Dog,Golden Retriever,149,Gray,Large,20.5,0,0,81,212,0,Unlikely
1086,Rabbit,Rabbit,170,White,Medium,8.0,1,0,35,301,0,Likely
1087,Dog,Golden Retriever,154,Gray,Large,22.6,1,1,65,479,0,Unlikely
1088,Bird,Parakeet,120,Black,Large,22.8,1,0,59,414,0,Unlikely
1089,Rabbit,Rabbit,128,Orange,Small,10.2,0,1,36,164,1,Unlikely
1090,Dog,Poodle,142,Orange,Large,15.0,0,0,79,399,0,Unlikely
1091,Bird,Parakeet,57,Black,Medium,9.5,1,0,19,429,0,Likely
1092,Dog,Labrador,165,Orange,Small,8.5,1,0,42,125,0,Likely
1093,Cat,Siamese,58,Brown,Medium,1.8,1,0,69,301,0,Likely
1094,Bird,Parakeet,21,Black,Medium,9.3,1,0,19,461,0,Likely
1095,Dog,Labrador,82,Gray,Small,17.1,1,0,39,120,1,Likely
1096,Cat,Persian,69,Black,Medium,1.0,0,0,69,87,1,Unlikely
1097,Bird,Parakeet,131,White,Small,9.2,0,0,52,216,0,Unlikely
1098,Rabbit,Rabbit,87,Gray,Medium,26.6,1,0,12,60,1,Likely
1099,Bird,Parakeet,165,White,Small,18.2,1,0,83,301,0,Unlikely
1100,Dog,Golden Retriever,49,Gray,Large,18.6,0,0,47,178,1,Unlikely
1101,Rabbit,Rabbit,147,Orange,Medium,12.7,1,0,76,189,0,Likely
1102,Cat,Persian,115,Black,Small,20.6,1,1,36,162,0,Unlikely
1103,Rabbit,Rabbit,89,Brown,Medium,6.5,0,0,63,80,0,Unlikely
1104,Rabbit,Rabbit,85,Gray,Medium,24.7,0,0,76,493,0,Unlikely
1105,Cat,Persian,128,Gray,Medium,4.4,0,0,82,169,0,Unlikely
1106,Rabbit,Rabbit,140,White,Small,20.0,1,1,51,300,0,Unlikely
1107,Rabbit,Rabbit,169,Orange,Large,10.9,0,0,43,373,0,Unlikely
1108,Dog,Poodle,161,White,Large,22.7,1,0,34,195,0,Unlikely
1109,Rabbit,Rabbit,178,White,Large,16.9,1,0,49,202,0,Unlikely
1110,Rabbit,Rabbit,117,Orange,Small,14.1,0,0,18,46,0,Unlikely
1111,Cat,Persian,127,Brown,Large,5.9,0,0,61,462,0,Unlikely
1112,Cat,Persian,71,White,Small,19.5,0,0,57,157,0,Unlikely
1113,Cat,Persian,86,White,Medium,29.3,1,1,5,407,0,Unlikely
1114,Rabbit,Rabbit,33,Gray,Medium,24.9,0,0,89,193,1,Unlikely
1115,Dog,Labrador,81,Orange,Large,2.7,0,0,24,426,1,Unlikely
1116,Rabbit,Rabbit,152,Black,Small,11.9,1,0,64,417,0,Unlikely
1117,Rabbit,Rabbit,61,Brown,Medium,27.8,0,0,59,278,0,Unlikely
1118,Bird,Parakeet,61,Brown,Small,15.6,1,0,38,316,0,Unlikely
1119,Cat,Siamese,98,Orange,Small,20.2,1,0,33,478,1,Unlikely
1120,Dog,Labrador,28,Gray,Medium,27.5,1,0,10,420,0,Likely
1121,Dog,Labrador,43,Gray,Small,26.3,1,0,37,268,0,Likely
1122,Rabbit,Rabbit,169,Orange,Medium,15.6,0,0,87,480,0,Unlikely
1123,Dog,Labrador,167,Gray,Medium,13.7,1,0,11,198,0,Likely
1124,Dog,Poodle,86,Brown,Medium,10.9,1,0,24,223,0,Likely
1125,Bird,Parakeet,177,Brown,Small,21.9,1,0,88,262,0,Unlikely
1126,Dog,Poodle,17,Black,Medium,9.3,0,1,71,425,0,Unlikely
1127,Cat,Siamese,98,Orange,Small,8.2,1,0,21,165,0,Unlikely
1128,Rabbit,Rabbit,98,White,Medium,11.3,0,0,20,179,0,Unlikely
1129,Dog,Golden Retriever,65,White,Medium,6.1,1,1,10,427,0,Unlikely
1130,Dog,Poodle,74,Black,Large,21.2,1,0,89,191,0,Unlikely
1131,Cat,Persian,85,Black,Large,18.9,0,1,47,396,1,Unlikely
1132,Cat,Persian,5,Gray,Large,15.0,1,0,47,215,0,Likely
1133,Bird,Parakeet,2,Black,Small,12.3,1,0,15,283,0,Likely
1134,Dog,Labrador,22,Black,Small,27.4,1,0,44,351,0,Likely
1135,Bird,Parakeet,112,White,Medium,1.8,1,1,62,106,0,Unlikely
1136,Rabbit,Rabbit,57,Gray,Medium,23.3,1,0,6,465,0,Likely
1137,Dog,Poodle,66,Black,Medium,27.2,1,1,66,97,0,Unlikely
1138,Dog,Poodle,74,Black,Medium,13.9,0,0,76,367,0,Unlikely
1139,Rabbit,Rabbit,98,Gray,Small,17.0,1,1,4,481,0,Unlikely
1140,Bird,Parakeet,144,Orange,Medium,28.4,0,0,23,498,0,Unlikely
1141,Dog,Golden Retriever,112,Gray,Medium,7.2,1,0,13,229,0,Likely
1142,Dog,Poodle,179,White,Large,16.1,1,1,81,256,0,Unlikely
1143,Bird,Parakeet,125,Orange,Medium,14.8,1,1,31,42,0,Unlikely
1144,Dog,Poodle,167,Brown,Medium,8.5,1,0,16,241,0,Likely
1145,Bird,Parakeet,86,Gray,Medium,24.7,1,0,41,41,0,Likely
1146,Bird,Parakeet,76,White,Small,27.1,1,0,1,94,0,Unlikely
1147,Dog,Labrador,88,Orange,Large,23.7,1,0,12,433,0,Likely
1148,Dog,Poodle,168,Gray,Medium,6.7,1,0,56,253,0,Likely
1149,Dog,Golden Retriever,38,Black,Medium,3.5,1,0,50,187,1,Likely
1150,Bird,Parakeet,59,Gray,Large,18.6,1,0,20,384,1,Unlikely
1151,Dog,Labrador,138,Brown,Medium,2.7,0,0,66,306,0,Likely
1152,Rabbit,Rabbit,99,Gray,Small,20.5,1,0,36,399,0,Unlikely
1153,Bird,Parakeet,63,Orange,Medium,16.4,1,0,79,166,0,Likely
1154,Cat,Persian,49,Orange,Small,20.2,1,0,38,270,0,Unlikely
1155,Dog,Labrador,32,Gray,Small,18.1,1,0,22,124,1,Likely
1156,Bird,Parakeet,135,Orange,Medium,13.3,1,0,61,160,1,Likely
1157,Dog,Poodle,21,Black,Large,6.8,1,0,50,86,1,Likely
1158,Bird,Parakeet,20,Gray,Small,9.9,1,0,59,308,0,Likely
1159,Dog,Golden Retriever,154,Black,Large,16.2,0,1,20,488,0,Unlikely
1160,Dog,Labrador,127,Black,Medium,19.9,1,0,36,225,1,Likely
1161,Dog,Poodle,68,White,Small,23.6,1,1,15,144,0,Unlikely
1162,Cat,Siamese,110,Gray,Medium,23.2,0,0,62,344,1,Unlikely
1163,Dog,Labrador,116,Orange,Large,29.2,1,0,3,247,0,Likely
1164,Cat,Siamese,143,Black,Medium,9.3,1,0,5,361,0,Likely
1165,Cat,Siamese,120,White,Medium,3.1,1,0,56,5,0,Likely
1166,Bird,Parakeet,79,Gray,Small,11.0,1,0,31,30,0,Unlikely
1167,Dog,Labrador,116,Gray,Medium,22.6,1,0,86,196,0,Likely
1168,Rabbit,Rabbit,92,Brown,Medium,13.7,1,0,35,231,0,Likely
1169,Cat,Siamese,14,Brown,Medium,24.7,1,0,71,295,0,Likely
1170,Dog,Poodle,155,Black,Small,16.9,1,0,70,413,0,Unlikely
1171,Rabbit,Rabbit,125,Brown,Large,28.0,1,0,26,324,0,Unlikely
1172,Bird,Parakeet,168,Black,Large,28.5,1,0,1,459,0,Unlikely
1173,Rabbit,Rabbit,58,Orange,Medium,3.0,1,1,83,134,1,Unlikely
1174,Bird,Parakeet,28,Black,Small,14.2,1,0,7,492,0,Unlikely
1175,Cat,Persian,26,Brown,Medium,18.7,1,0,36,12,0,Likely
1176,Cat,Persian,113,Orange,Large,8.4,1,0,76,496,1,Unlikely
1177,Cat,Siamese,66,Brown,Small,12.8,1,1,84,3,1,Unlikely
1178,Bird,Parakeet,153,Black,Large,20.7,1,0,87,177,0,Unlikely
1179,Cat,Persian,131,White,Large,7.6,1,0,25,233,1,Unlikely
1180,Dog,Poodle,44,Gray,Small,18.5,1,0,59,258,0,Unlikely
1181,Rabbit,Rabbit,97,Brown,Small,21.2,1,0,61,139,0,Unlikely
1182,Dog,Poodle,42,Black,Medium,3.6,1,0,29,64,0,Likely
1183,Cat,Siamese,6,Orange,Medium,15.4,1,0,18,282,0,Likely
1184,Dog,Labrador,167,Brown,Large,8.6,1,1,41,362,1,Unlikely
