PetID,Type,Breed,Age,Color,Size,Weight,Vaccinated,HealthCondition,TimeInShelter,AdoptionFee,PreviousOwner,AdoptionLikelihood
800,Dog,Golden Retriever,178.0,Brown,Medium,16.1,1,0,71.0,348,1.0,Likely
801,Rabbit,Rabbit,49.0,Orange,Small,6.5,0,0,57.0,494,0.0,Unlikely
802,Bird,Parakeet,36.0,Black,Large,14.4,1,0,6.0,109,0.0,Unlikely
803,Rabbit,Rabbit,126.0,Black,Large,27.2,1,1,49.0,481,1.0,Unlikely
804,Dog,Labrador,68.0,White,Large,2.5,0,0,22.0,467,0.0,Unlikely
805,Rabbit,Rabbit,78.0,Orange,Medium,26.0,1,1,77.0,337,0.0,Unlikely
806,Rabbit,Rabbit,105.0,Brown,Small,10.9,1,0,76.0,77,1.0,Unlikely
807,Cat,Siamese,169.0,Black,Large,27.1,0,0,4.0,465,0.0,Unlikely
808,Cat,Siamese,122.0,Orange,Small,28.3,0,0,72.0,1,0.0,Unlikely
809,Cat,Siamese,119.0,Orange,Large,20.5,0,1,64.0,320,1.0,Unlikely
810,Rabbit,Rabbit,114.0,Brown,Large,20.3,1,0,37.0,275,0.0,Unlikely
811,Dog,Labrador,10.0,Orange,Small,14.1,0,0,31.0,289,0.0,Likely
812,Rabbit,Rabbit,149.0,Orange,Small,25.2,0,1,37.0,296,1.0,Unlikely
813,Dog,Labrador,164.0,Orange,Small,28.9,0,0,45.0,168,0.0,Unlikely
814,Cat,Siamese,140.0,Black,Medium,23.5,1,0,8.0,239,0.0,Likely
815,Bird,Parakeet,91.0,Brown,,19.0,1,0,40.0,458,1.0,Unlikely
816,Bird,Parakeet,2.0,Orange,Medium,18.6,1,1,5.0,474,1.0,Likely
817,Rabbit,Rabbit,118.0,Orange,Small,25.6,0,0,28.0,22,0.0,Unlikely
818,Dog,Golden Retriever,13.0,Black,Large,16.7,1,0,81.0,293,0.0,Likely
819,Dog,Labrador,160.0,Brown,Medium,24.3,1,1,87.0,171,1.0,Likely
820,Rabbit,Rabbit,95.0,White,Large,15.8,1,0,9.0,322,1.0,Unlikely
821,Bird,Parakeet,144.0,Black,Medium,2.8,1,0,2.0,317,0.0,Likely
822,Dog,Golden Retriever,32.0,Brown,Small,12.1,1,0,63.0,395,0.0,Unlikely
823,Rabbit,Rabbit,32.0,Orange,Medium,13.9,1,0,51.0,285,0.0,Likely
824,Cat,Siamese,124.0,Brown,Large,5.1,0,0,31.0,478,1.0,Unlikely
825,Cat,Siamese,11.0,Brown,Large,4.0,1,1,7.0,342,1.0,Unlikely
826,Cat,Persian,10.0,Brown,Large,16.5,1,0,30.0,192,1.0,Likely
827,Bird,Parakeet,15.0,White,Large,3.5,1,0,58.0,168,1.0,Likely
828,Rabbit,Rabbit,17.0,Brown,Small,9.8,1,0,3.0,403,0.0,Likely
829,Cat,Persian,168.0,White,Medium,22.6,1,0,51.0,117,0.0,Likely
830,Cat,Persian,146.0,Orange,Small,29.0,0,0,56.0,5,1.0,Unlikely
831,Bird,Parakeet,153.0,White,Small,21.8,0,0,73.0,330,1.0,Unlikely
832,Cat,Siamese,59.0,Orange,Small,29.8,1,0,10.0,482,0.0,Unlikely
833,Cat,Siamese,78.0,Orange,Large,21.3,1,0,61.0,131,0.0,Unlikely
834,Bird,Parakeet,124.0,White,Large,9.5,0,0,50.0,92,1.0,Unlikely
835,Cat,Persian,114.0,Black,Large,20.5,0,0,47.0,250,0.0,Unlikely
836,Cat,Siamese,22.0,Gray,Medium,21.4,1,1,1.0,9,0.0,Likely
837,Rabbit,Rabbit,158.0,Brown,Large,11.8,1,0,57.0,50,,Unlikely
838,Dog,Labrador,172.0,Gray,Medium,1.5,1,0,38.0,348,0.0,Likely
839,Bird,Parakeet,32.0,Brown,Large,21.4,1,1,62.0,293,0.0,Unlikely
840,Cat,Persian,179.0,Brown,Large,1.6,1,0,79.0,128,1.0,Unlikely
841,Bird,Parakeet,174.0,Orange,Small,19.3,1,0,89.0,487,0.0,Unlikely
842,Dog,Poodle,113.0,Brown,Small,5.7,1,0,70.0,391,0.0,Unlikely
843,Bird,Parakeet,120.0,Brown,Small,17.4,1,0,82.0,248,0.0,Unlikely
844,Cat,Siamese,149.0,White,Medium,15.6,1,0,65.0,101,1.0,Likely
845,Cat,Siamese,122.0,Gray,Medium,1.4,1,1,62.0,336,1.0,Unlikely
846,Rabbit,Rabbit,32.0,White,Large,11.5,1,0,56.0,82,1.0,Unlikely
847,Dog,Poodle,119.0,Brown,Medium,18.4,1,0,67.0,190,1.0,Likely
848,Bird,Parakeet,39.0,Orange,Large,25.6,0,0,17.0,416,0.0,Unlikely
849,Dog,Labrador,12.0,White,Medium,26.8,0,1,8.0,142,0.0,Likely
850,Rabbit,Rabbit,175.0,White,Medium,15.0,0,0,60.0,236,0.0,Unlikely
851,Dog,Poodle,18.0,Black,Medium,22.1,0,1,40.0,286,0.0,Unlikely
852,Rabbit,Rabbit,149.0,Brown,Small,10.2,0,0,81.0,276,1.0,Unlikely
853,Cat,Persian,141.0,Orange,Medium,10.9,1,0,89.0,386,0.0,Likely
854,Bird,Parakeet,149.0,White,Small,6.6,1,0,62.0,381,1.0,Unlikely
855,Bird,Parakeet,126.0,White,Small,17.3,1,0,41.0,449,0.0,Unlikely
856,Bird,Parakeet,136.0,Orange,Medium,10.1,0,0,12.0,290,0.0,Unlikely
857,Rabbit,Rabbit,46.0,Brown,Large,3.4,1,0,89.0,168,0.0,Unlikely
858,Cat,Persian,104.0,Black,Large,20.9,1,0,54.0,442,0.0,Unlikely
859,Rabbit,Rabbit,135.0,White,Large,21.5,1,0,89.0,143,0.0,Unlikely
860,Bird,Parakeet,151.0,Black,Medium,11.4,1,1,11.0,183,0.0,Unlikely
861,Bird,Parakeet,86.0,Gray,Large,3.2,0,1,60.0,44,0.0,Unlikely
862,Cat,Siamese,150.0,Brown,Small,13.4,0,0,68.0,242,0.0,Unlikely
863,Dog,Poodle,89.0,Gray,Large,13.8,1,0,78.0,314,0.0,Unlikely
864,Bird,Parakeet,22.0,Gray,Medium,20.4,0,0,46.0,433,0.0,Likely
865,Cat,Siamese,92.0,Gray,Large,10.1,1,0,38.0,468,0.0,Unlikely
866,Cat,Persian,29.0,Brown,Small,20.8,1,1,61.0,267,0.0,Unlikely
867,Cat,Persian,13.0,Brown,Medium,26.3,0,0,17.0,475,0.0,Likely
868,Dog,Poodle,2.0,Orange,Large,7.9,0,1,66.0,252,0.0,Unlikely
869,Cat,Siamese,29.0,Black,Medium,29.4,1,1,72.0,395,0.0,Unlikely
870,Cat,Siamese,27.0,Black,Medium,12.2,1,1,36.0,288,0.0,Unlikely
871,Rabbit,Rabbit,50.0,Orange,Medium,8.8,1,0,74.0,211,0.0,Likely
872,Dog,Labrador,95.0,Orange,Large,13.2,0,0,7.0,487,0.0,Unlikely
873,Rabbit,Rabbit,151.0,Gray,Medium,3.7,0,0,16.0,176,0.0,Unlikely
874,Dog,Labrador,88.0,Orange,Large,4.6,0,0,14.0,20,1.0,Unlikely
875,Bird,Parakeet,44.0,White,Small,13.0,0,0,80.0,315,0.0,Unlikely
876,Rabbit,Rabbit,22.0,Black,Large,23.1,1,0,25.0,51,0.0,Likely
877,Cat,Siamese,171.0,Orange,Small,27.1,0,0,4.0,437,1.0,Unlikely
878,Rabbit,Rabbit,165.0,White,Large,20.3,1,0,29.0,422,0.0,Unlikely
879,Rabbit,Rabbit,97.0,White,Medium,4.1,1,0,56.0,232,,Likely
880,Cat,Siamese,3.0,White,Large,20.5,0,0,6.0,432,0.0,Unlikely
881,Bird,Parakeet,118.0,White,Medium,19.4,1,0,1.0,122,0.0,Likely
882,Bird,Parakeet,19.0,Gray,Small,24.4,1,0,39.0,361,1.0,Likely
883,Rabbit,Rabbit,23.0,White,Large,24.9,1,0,1.0,447,0.0,Likely
884,Rabbit,Rabbit,157.0,Gray,Medium,26.2,1,0,63.0,99,0.0,Likely
885,Rabbit,Rabbit,30.0,Gray,Small,13.0,1,0,57.0,213,0.0,Unlikely
886,Dog,Poodle,39.0,White,Small,21.2,1,0,67.0,409,0.0,Unlikely
887,Rabbit,Rabbit,108.0,Black,,8.8,1,0,65.0,326,0.0,Unlikely
888,Cat,Persian,111.0,White,Small,30.0,1,0,65.0,134,0.0,Unlikely
889,Bird,Parakeet,25.0,White,Medium,6.1,1,0,21.0,455,1.0,Likely
890,Dog,Golden Retriever,128.0,White,Small,1.3,1,0,30.0,317,1.0,Unlikely
891,Bird,Parakeet,111.0,Black,Small,5.3,1,0,33.0,217,0.0,Unlikely
892,Rabbit,Rabbit,136.0,Brown,Medium,23.5,1,0,48.0,87,1.0,Likely
893,Cat,Siamese,106.0,Brown,Small,14.0,1,1,22.0,279,0.0,Unlikely
894,Cat,Siamese,144.0,Gray,Small,14.0,0,0,54.0,39,0.0,Unlikely
895,Cat,Siamese,72.0,Gray,Small,28.7,1,1,4.0,239,1.0,Unlikely
896,Cat,Siamese,129.0,Black,Small,27.7,1,0,87.0,331,1.0,Unlikely
897,Bird,Parakeet,108.0,Orange,Medium,10.0,1,0,55.0,430,1.0,Likely
898,Dog,Labrador,5.0,Brown,Small,7.1,1,0,44.0,135,0.0,Likely
899,Dog,Poodle,3.0,Gray,Medium,25.6,1,0,89.0,181,0.0,Likely
900,Cat,Siamese,132.0,Brown,Small,27.3,1,0,12.0,264,1.0,Unlikely
901,Bird,Parakeet,104.0,Black,Small,16.7,0,0,,258,0.0,Unlikely
902,Cat,Persian,64.0,Black,Small,19.3,1,0,79.0,181,0.0,Unlikely
903,Cat,Persian,106.0,Orange,Small,8.5,1,0,74.0,20,0.0,Unlikely
904,Rabbit,Rabbit,98.0,Orange,Medium,24.2,1,0,52.0,350,1.0,Likely
905,Dog,Labrador,10.0,Black,Medium,19.3,1,1,76.0,431,0.0,Likely
906,Dog,Labrador,149.0,Gray,Medium,15.6,1,0,65.0,430,0.0,Likely
907,Rabbit,Rabbit,128.0,Brown,Large,2.7,0,0,65.0,471,0.0,Unlikely
908,Dog,Golden Retriever,46.0,White,Small,27.6,0,0,10.0,195,0.0,Unlikely
909,Rabbit,Rabbit,155.0,Orange,Small,18.8,1,0,18.0,211,1.0,Unlikely
910,Bird,Parakeet,66.0,White,Medium,6.6,0,1,47.0,446,0.0,Unlikely
911,Dog,Poodle,169.0,Gray,Large,18.6,1,0,66.0,15,0.0,Unlikely
912,Dog,Golden Retriever,112.0,Orange,Small,20.6,1,0,49.0,201,0.0,Unlikely
913,Bird,Parakeet,13.0,White,Medium,16.2,1,0,72.0,362,0.0,Likely
914,Rabbit,Rabbit,137.0,Gray,Small,21.8,0,0,22.0,217,0.0,Unlikely
915,Cat,Persian,164.0,Brown,Small,17.9,1,0,86.0,92,0.0,Unlikely
916,Bird,Parakeet,86.0,Gray,Medium,28.5,1,1,26.0,132,0.0,Unlikely
917,Dog,Poodle,90.0,Orange,Medium,2.6,1,0,9.0,138,0.0,Likely
918,Dog,Labrador,58.0,Black,Small,4.1,1,1,21.0,156,1.0,Unlikely
919,Cat,Persian,54.0,Brown,Small,6.0,0,1,63.0,492,1.0,Unlikely
920,Dog,Golden Retriever,12.0,White,Medium,21.0,1,0,6.0,334,0.0,Likely
921,Dog,Poodle,14.0,Orange,Small,19.7,1,0,14.0,69,0.0,Likely
922,Cat,Persian,121.0,Black,Small,26.9,1,0,33.0,303,1.0,Unlikely
923,Rabbit,Rabbit,162.0,Gray,Medium,22.3,1,0,71.0,14,0.0,Likely
924,Dog,Poodle,121.0,Black,Small,15.7,1,0,24.0,234,0.0,Unlikely
925,Cat,Persian,20.0,Orange,Small,29.8,0,1,73.0,211,1.0,Unlikely
926,Dog,Golden Retriever,75.0,Orange,Large,8.7,0,0,75.0,289,0.0,Unlikely
927,Rabbit,Rabbit,144.0,Black,Medium,25.2,1,0,87.0,59,0.0,Likely
928,Dog,Poodle,70.0,Gray,Large,13.4,1,0,51.0,251,0.0,Unlikely
929,Cat,Siamese,56.0,Black,Large,19.8,0,0,2.0,445,0.0,Unlikely
930,Bird,Parakeet,101.0,Orange,Large,22.1,1,1,15.0,1,1.0,Unlikely
931,Cat,Persian,132.0,Orange,Small,19.4,1,0,35.0,235,0.0,Unlikely
932,Cat,Siamese,111.0,White,Small,5.1,1,0,36.0,335,0.0,Unlikely
933,Rabbit,Rabbit,125.0,White,Large,13.8,1,0,39.0,18,1.0,Unlikely
934,Cat,Persian,132.0,Brown,Large,17.3,1,1,4.0,481,1.0,Unlikely
935,Bird,Parakeet,20.0,Orange,Large,25.6,1,0,64.0,48,0.0,Likely
936,Cat,Persian,138.0,White,Small,13.9,1,1,74.0,77,0.0,Unlikely
937,Bird,Parakeet,24.0,Black,Large,27.6,1,0,6.0,471,0.0,Unlikely
938,Cat,Persian,154.0,Gray,Large,13.8,1,0,57.0,27,1.0,Unlikely
939,Dog,Labrador,37.0,Black,Medium,16.9,0,0,30.0,47,0.0,Likely
940,Dog,Golden Retriever,54.0,Gray,Medium,24.1,0,0,74.0,95,0.0,Unlikely
941,Cat,Siamese,103.0,White,Small,17.9,1,0,67.0,164,0.0,Unlikely
942,Rabbit,Rabbit,149.0,Brown,Medium,28.8,1,0,15.0,457,0.0,Likely
943,Rabbit,Rabbit,38.0,Black,Medium,20.1,1,0,17.0,432,0.0,Likely
944,Rabbit,Rabbit,174.0,Black,Medium,16.2,1,0,18.0,364,0.0,Likely
945,Bird,Parakeet,4.0,Black,Small,1.7,1,0,19.0,175,0.0,Likely
946,Rabbit,Rabbit,57.0,Gray,Medium,13.0,1,0,76.0,72,0.0,Likely
947,Rabbit,Rabbit,173.0,White,Small,9.7,1,0,88.0,471,0.0,Unlikely
948,Rabbit,Rabbit,20.0,Black,Large,22.7,1,0,69.0,355,0.0,Likely
949,Cat,Siamese,17.0,Black,Medium,7.0,0,0,24.0,28,1.0,Likely
950,Rabbit,Rabbit,119.0,Brown,Small,7.0,1,0,48.0,443,1.0,Unlikely
951,Dog,Labrador,71.0,Brown,Medium,6.5,1,0,30.0,156,0.0,Likely
952,Dog,Golden Retriever,4.0,White,Large,4.6,1,1,15.0,313,0.0,Unlikely
953,Bird,Parakeet,14.0,White,Small,10.0,1,0,47.0,303,0.0,Likely
954,Dog,Golden Retriever,3.0,Orange,Small,26.7,1,0,44.0,278,0.0,Likely
955,Dog,Labrador,80.0,Brown,Small,23.5,1,1,27.0,282,,Unlikely
956,Rabbit,Rabbit,55.0,Orange,Large,22.3,1,1,84.0,478,0.0,Unlikely
957,Cat,Siamese,132.0,Gray,Large,24.1,0,0,64.0,490,1.0,Unlikely
958,Rabbit,Rabbit,120.0,Orange,Large,8.8,1,1,41.0,6,0.0,Unlikely
959,Dog,Labrador,24.0,Black,Small,26.7,0,0,68.0,304,0.0,Unlikely
960,Rabbit,Rabbit,162.0,Orange,Large,5.0,1,0,5.0,181,0.0,Unlikely
961,Bird,Parakeet,158.0,White,Medium,10.8,0,0,53.0,108,1.0,Unlikely
962,Cat,Persian,82.0,Gray,Large,18.0,1,0,8.0,323,0.0,Unlikely
963,Dog,Golden Retriever,147.0,Black,Small,4.0,0,0,22.0,205,1.0,Unlikely
964,Cat,Siamese,159.0,Orange,Medium,22.2,0,1,7.0,233,0.0,Unlikely
965,Bird,Parakeet,60.0,Gray,Large,12.2,1,1,22.0,425,1.0,Unlikely
966,Dog,Poodle,147.0,Gray,Medium,23.7,1,0,46.0,457,1.0,Likely
967,Rabbit,Rabbit,49.0,Black,Medium,15.3,0,0,30.0,186,1.0,Unlikely
968,Dog,Poodle,63.0,Orange,Small,6.2,1,0,16.0,427,0.0,Unlikely
969,Cat,Persian,110.0,Gray,Medium,22.3,1,0,79.0,481,0.0,Likely
970,Cat,Persian,150.0,Gray,Medium,8.3,1,0,5.0,409,0.0,Likely
971,Bird,Parakeet,152.0,Brown,Small,15.2,0,0,67.0,406,1.0,Unlikely
972,Dog,Golden Retriever,109.0,Gray,Small,3.2,1,1,23.0,328,0.0,Unlikely
973,Rabbit,Rabbit,76.0,Brown,Small,18.9,0,0,61.0,356,0.0,Unlikely
974,Cat,Siamese,30.0,Orange,Medium,20.3,1,0,74.0,7,0.0,Likely
975,Cat,Siamese,58.0,Orange,Medium,12.0,0,0,5.0,52,0.0,Unlikely
976,Bird,Parakeet,117.0,Orange,Medium,28.7,1,0,23.0,397,0.0,Likely
977,Dog,Labrador,159.0,White,Small,26.4,0,1,79.0,198,0.0,Unlikely
978,Dog,Labrador,100.0,Orange,Large,21.5,1,0,82.0,390,0.0,Likely
979,Dog,Poodle,19.0,Gray,Medium,21.7,1,0,25.0,136,0.0,Likely
980,Dog,Labrador,176.0,Black,Large,8.3,0,0,8.0,258,1.0,Unlikely
981,Rabbit,Rabbit,173.0,Brown,Small,20.0,0,0,21.0,333,1.0,Unlikely
982,Rabbit,Rabbit,94.0,White,Medium,6.7,1,0,2.0,400,1.0,Likely
983,Bird,Parakeet,113.0,Orange,Large,5.2,1,0,22.0,497,0.0,Unlikely
984,Dog,Golden Retriever,146.0,Orange,Medium,30.0,1,0,72.0,171,1.0,Likely
985,Rabbit,Rabbit,63.0,Black,Medium,19.0,1,0,87.0,85,0.0,Likely
986,Rabbit,Rabbit,116.0,Black,Medium,13.5,1,0,72.0,45,0.0,Likely
987,Cat,Siamese,113.0,White,Large,9.4,1,0,68.0,345,0.0,Unlikely
988,Bird,Parakeet,47.0,Brown,Small,18.5,0,0,64.0,185,0.0,Unlikely
989,Rabbit,Rabbit,57.0,Orange,Medium,2.4,1,0,19.0,155,0.0,Likely
990,Rabbit,Rabbit,118.0,White,Small,3.7,0,1,87.0,492,1.0,Unlikely
991,Bird,Parakeet,45.0,Gray,Small,2.0,1,0,82.0,397,0.0,Unlikely
992,Cat,Persian,161.0,Gray,Large,15.5,1,0,53.0,8,,Unlikely
993,Dog,Labrador,145.0,White,Large,18.4,1,0,87.0,114,0.0,Likely
994,Bird,Parakeet,4.0,Orange,Small,2.8,1,0,52.0,153,0.0,Likely
995,Dog,Golden Retriever,148.0,White,Medium,21.9,1,0,47.0,129,0.0,Likely
996,Dog,Golden Retriever,47.0,Orange,Large,7.7,1,1,82.0,330,0.0,Unlikely
997,Dog,Poodle,143.0,Black,Medium,20.9,0,0,54.0,80,1.0,Unlikely
998,Dog,Labrador,47.0,White,Medium,29.5,1,0,44.0,383,0.0,Likely
999,Cat,Persian,78.0,Orange,Medium,21.0,1,0,7.0,289,0.0,Likely
1000,Rabbit,Rabbit,124.0,White,Small,26.6,1,1,1.0,146,1.0,Unlikely
1001,Dog,Poodle,75.0,White,Medium,28.5,0,0,63.0,294,1.0,Unlikely
1002,Dog,Golden Retriever,103.0,Orange,Small,15.1,0,0,39.0,465,1.0,Unlikely
1003,Bird,Parakeet,137.0,Orange,Small,21.4,0,1,19.0,268,0.0,Unlikely
1004,Dog,Labrador,90.0,Brown,Medium,25.7,0,0,31.0,132,0.0,Likely
1005,Dog,Golden Retriever,144.0,White,Medium,11.3,1,0,77.0,49,0.0,Likely
1006,Rabbit,Rabbit,69.0,Gray,Medium,8.6,1,0,24.0,22,1.0,Likely
1007,Dog,Golden Retriever,61.0,White,Medium,28.5,1,0,69.0,377,1.0,Likely
1008,Rabbit,Rabbit,138.0,White,,22.1,1,0,87.0,375,0.0,Unlikely
1009,Cat,Siamese,50.0,Orange,Medium,7.4,1,0,83.0,87,0.0,Likely
1010,Rabbit,Rabbit,3.0,White,Medium,14.0,0,0,65.0,412,1.0,Likely
1011,Rabbit,Rabbit,107.0,White,Small,24.1,1,1,33.0,111,0.0,Unlikely
1012,Bird,Parakeet,113.0,Gray,Large,16.9,1,1,59.0,110,0.0,Unlikely
1013,Cat,Siamese,94.0,Orange,Large,19.8,0,0,33.0,71,0.0,Unlikely
1014,Rabbit,Rabbit,118.0,White,Small,22.9,1,0,32.0,153,0.0,Unlikely
1015,Dog,Labrador,81.0,Black,Large,19.0,1,0,59.0,462,1.0,Likely
1016,Bird,Parakeet,109.0,Brown,Small,16.7,0,0,41.0,56,0.0,Unlikely
1017,Rabbit,Rabbit,51.0,Gray,Medium,22.7,0,0,12.0,256,0.0,Unlikely
1018,Dog,Golden Retriever,147.0,White,Medium,22.1,1,0,73.0,155,0.0,Likely
1019,Dog,Labrador,170.0,Black,Large,19.3,0,0,11.0,112,0.0,Unlikely
1020,Bird,Parakeet,35.0,White,Medium,11.4,1,0,19.0,317,,Likely
1021,Rabbit,Rabbit,46.0,White,Large,12.8,0,0,54.0,46,0.0,Unlikely
1022,Dog,Golden Retriever,154.0,Orange,Large,29.1,1,0,57.0,237,0.0,Unlikely
1023,Dog,Labrador,69.0,Orange,Medium,4.3,1,0,42.0,333,0.0,Likely
1024,Cat,Persian,93.0,Orange,Medium,8.8,1,0,71.0,105,1.0,Likely
1025,Bird,Parakeet,64.0,Black,Large,15.3,1,0,31.0,481,0.0,Unlikely
1026,Cat,Siamese,165.0,White,Medium,25.3,0,0,52.0,186,0.0,Unlikely
1027,Cat,Siamese,49.0,Brown,Small,5.7,1,0,2.0,158,1.0,Unlikely
1028,Bird,Parakeet,149.0,Gray,Medium,9.0,1,0,83.0,197,0.0,Likely
1029,Bird,Parakeet,74.0,Orange,Medium,2.9,0,0,38.0,381,1.0,Unlikely
1030,Dog,Golden Retriever,5.0,Orange,Small,21.5,0,0,32.0,176,0.0,Unlikely
1031,Bird,Parakeet,100.0,White,Medium,7.9,1,1,10.0,260,1.0,Unlikely
1032,Cat,Siamese,70.0,White,Medium,12.3,1,0,8.0,286,1.0,Likely
1033,Rabbit,Rabbit,90.0,Black,Large,13.9,1,0,75.0,292,0.0,Unlikely
1034,Dog,Poodle,4.0,Black,Medium,26.8,1,0,20.0,334,1.0,Likely
1035,Cat,Persian,126.0,Orange,Medium,12.9,1,1,20.0,142,1.0,Unlikely
1036,Dog,Labrador,39.0,White,Small,5.2,1,0,9.0,307,0.0,Likely
1037,Cat,Siamese,163.0,Brown,Large,16.2,1,0,72.0,490,0.0,Unlikely
1038,Cat,Siamese,129.0,Gray,Large,28.9,0,0,15.0,196,0.0,Unlikely
1039,Rabbit,Rabbit,24.0,White,Large,18.6,1,0,88.0,475,1.0,Unlikely
1040,Cat,Siamese,57.0,White,Medium,29.5,1,0,63.0,224,0.0,Likely
1041,Cat,Siamese,100.0,Black,Large,25.4,1,0,21.0,394,0.0,Unlikely
1042,Cat,Persian,70.0,Gray,Small,2.0,1,1,5.0,42,0.0,Unlikely
1043,Dog,Labrador,41.0,Orange,Large,20.1,1,0,35.0,453,0.0,Likely
1044,Dog,Poodle,174.0,White,Small,9.3,1,1,85.0,150,0.0,Unlikely
1045,Bird,Parakeet,60.0,Orange,Large,17.2,0,0,68.0,295,0.0,Unlikely
1046,Rabbit,Rabbit,108.0,White,Large,9.1,0,1,48.0,62,1.0,Unlikely
1047,Rabbit,Rabbit,57.0,Orange,Small,11.1,1,0,80.0,129,0.0,Unlikely
1048,Dog,Labrador,31.0,Gray,Large,27.8,1,0,62.0,254,0.0,Likely
1049,Cat,Persian,84.0,Black,Large,7.0,0,1,35.0,462,0.0,Unlikely
1050,Dog,Golden Retriever,152.0,Gray,Large,26.3,1,1,70.0,342,0.0,Unlikely
1051,Bird,Parakeet,36.0,Brown,Medium,1.9,0,0,21.0,213,0.0,Unlikely
1052,Dog,Labrador,158.0,Black,Small,3.6,1,0,80.0,72,0.0,Likely
1053,Rabbit,Rabbit,152.0,Gray,Large,25.8,1,1,39.0,430,0.0,Unlikely
1054,Rabbit,Rabbit,108.0,Brown,Small,19.3,1,0,34.0,103,0.0,Unlikely
1055,Cat,Persian,106.0,White,Small,22.7,0,0,15.0,157,0.0,Unlikely
1056,Bird,Parakeet,158.0,White,Small,7.1,1,1,6.0,271,0.0,Unlikely
1057,Bird,Parakeet,86.0,Orange,Large,16.6,1,0,66.0,314,1.0,Unlikely
1058,Dog,Poodle,135.0,Black,Large,22.4,1,0,88.0,237,0.0,Unlikely
1059,Bird,Parakeet,163.0,White,Small,19.2,1,0,56.0,302,1.0,Unlikely
1060,Bird,Parakeet,14.0,Black,Medium,14.7,1,0,49.0,371,1.0,Likely
1061,Cat,Persian,120.0,White,Small,28.8,1,0,1.0,157,0.0,Unlikely
1062,Bird,Parakeet,138.0,Orange,Medium,20.6,0,1,65.0,108,1.0,Unlikely
1063,Bird,Parakeet,80.0,Gray,Small,27.3,1,0,28.0,8,0.0,Unlikely
1064,Cat,Siamese,144.0,Orange,,22.2,1,1,20.0,320,0.0,Unlikely
1065,Dog,Labrador,106.0,Brown,Small,22.3,1,1,,58,0.0,Unlikely
1066,Cat,Persian,70.0,White,Large,3.3,0,0,72.0,357,1.0,Unlikely
1067,Cat,Persian,44.0,Brown,Medium,11.4,0,0,65.0,191,0.0,Unlikely
1068,Rabbit,Rabbit,73.0,Brown,Medium,25.9,0,0,51.0,135,1.0,Unlikely
1069,Rabbit,Rabbit,45.0,Black,Small,7.7,1,0,43.0,250,0.0,Unlikely
1070,Rabbit,Rabbit,107.0,White,Large,4.3,1,0,49.0,378,1.0,Unlikely
1071,Dog,Golden Retriever,84.0,Brown,Large,10.5,1,0,25.0,435,0.0,Unlikely
1072,Dog,Golden Retriever,82.0,Gray,Medium,7.4,1,0,74.0,145,0.0,Likely
1073,Dog,Golden Retriever,107.0,Brown,Large,27.8,0,0,76.0,346,0.0,Unlikely
1074,Dog,Poodle,21.0,Gray,Medium,26.2,1,0,41.0,465,0.0,Likely
1075,Dog,Golden Retriever,178.0,Black,Medium,15.5,1,0,71.0,351,0.0,Likely
1076,Rabbit,Rabbit,161.0,Brown,Medium,2.8,1,0,64.0,57,1.0,Likely
1077,Dog,Labrador,7.0,Orange,Large,21.7,1,0,61.0,176,0.0,Likely
1078,Rabbit,Rabbit,70.0,Black,Medium,19.1,1,0,12.0,287,1.0,Likely
1079,Dog,Poodle,127.0,Gray,Medium,29.1,1,0,81.0,244,0.0,Likely
1080,Dog,Poodle,143.0,Black,Small,17.2,0,0,69.0,47,1.0,Unlikely
1081,Cat,Persian,160.0,Brown,Medium,10.8,1,0,14.0,300,0.0,Likely
1082,Dog,Labrador,148.0,White,Medium,16.1,1,0,34.0,437,0.0,Likely
1083,Dog,Golden Retriever,143.0,White,Small,29.4,1,0,48.0,355,1.0,Unlikely
1084,Dog,Poodle,176.0,Gray,Small,21.2,0,0,61.0,99,0.0,Unlikely
1085,Dog,Golden Retriever,149.0,Gray,Large,20.5,0,0,81.0,212,0.0,Unlikely
1086,Rabbit,Rabbit,170.0,White,Medium,8.0,1,0,35.0,301,0.0,Likely
1087,Dog,Golden Retriever,154.0,Gray,Large,22.6,1,1,65.0,479,0.0,Unlikely
1088,Bird,Parakeet,120.0,Black,Large,22.8,1,0,59.0,414,0.0,Unlikely
1089,Rabbit,Rabbit,128.0,Orange,Small,10.2,0,1,36.0,164,1.0,Unlikely
1090,Dog,Poodle,142.0,Orange,Large,15.0,0,0,79.0,399,0.0,Unlikely
1091,Bird,Parakeet,57.0,Black,Medium,9.5,1,0,19.0,429,0.0,Likely
1092,Dog,Labrador,165.0,Orange,Small,8.5,1,0,42.0,125,0.0,Likely
1093,Cat,Siamese,58.0,Brown,Medium,1.8,1,0,69.0,301,0.0,Likely
1094,Bird,Parakeet,21.0,Black,Medium,9.3,1,0,19.0,461,0.0,Likely
1095,Dog,Labrador,82.0,Gray,Small,17.1,1,0,39.0,120,1.0,Likely
1096,Cat,Persian,69.0,Black,Medium,1.0,0,0,69.0,87,1.0,Unlikely
1097,Bird,Parakeet,131.0,White,Small,9.2,0,0,52.0,216,0.0,Unlikely
1098,Rabbit,Rabbit,87.0,Gray,Medium,26.6,1,0,12.0,60,1.0,Likely
1099,Bird,Parakeet,165.0,White,Small,18.2,1,0,83.0,301,0.0,Unlikely
